Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
10.0,Luciano,Centre-Forward,"May 18, 1993 ",30,Brazil,Brazil,Anapolis,"1,81",€2.50m,AM   SS,Brazil,,AM,SS
12.0,Thiago,Centre-Forward,"Feb 4, 1993 ",31,Brazil,Brazil,Serrinha,"1,84",€1.50m,,Brazil,,,
99.0,Douglas Tanque,Centre-Forward,"Oct 27, 1993 ",30,Brazil,Brazil,Santa Cruz do Rio Pardo,"1,88",€1.30m,,Brazil,,,
28.0,Luiz Phellype,Centre-Forward,"Sep 27, 1993 ",30,Brazil,Brazil,Sao Goncalo do Sapucai,"1,88",€1.20m,,Brazil,,,
11.0,Tiago Alves,Centre-Forward,"Jan 12, 1993 ",31,Brazil,Brazil,Sao Joao do Araguaia,"1,80",€600k,RW   LW,Brazil,,RW,LW
11.0,Vinícius Araújo,Centre-Forward,"Feb 22, 1993 ",31,Brazil,Brazil,Joao Monlevade,"1,76",€350k,,Brazil,,,
7.0,Tauã,Centre-Forward,"Dec 29, 1993 ",30,Brazil,Brazil,Mongagua,"1,81",€300k,LW   RW,Brazil,,LW,RW
11.0,Matheus,Centre-Forward,"Sep 15, 1993 ",30,Brazil,Brazil,Salvador,"1,88",€250k,LW   RW,Brazil,,LW,RW
39.0,Alex,Centre-Forward,"Jul 8, 1993 ",30,Brazil,Brazil,,"1,87",€250k,,Brazil,,,
90.0,Everton,Centre-Forward,"Jul 3, 1993 ",30,Brazil,Brazil,Maceio,"1,86",€225k,LW,Brazil,,LW,
,Matheus Alves,Centre-Forward,"May 19, 1993 ",30,"Brazil, Italy",Brazil,Cataguazes,"1,88",€200k,SS,Brazil, Italy,SS,
11.0,Mateusão,Centre-Forward,"Apr 30, 1993 ",30,Brazil,Brazil,,"1,93",€150k,,Brazil,,,
93.0,Patrick Cruz,Centre-Forward,"Apr 1, 1993 ",30,Brazil,Brazil,Minas Gerais,"1,84",€150k,RW   LW,Brazil,,RW,LW
95.0,Agdon,Centre-Forward,"Jan 26, 1993 ",31,"Brazil, Portugal",Brazil,Salvador,"1,76",€150k,SS   RW,Brazil, Portugal,SS,RW
,Eder Batista,Centre-Forward,"Jan 12, 1993 ",31,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Jhonatan Ribeiro,Centre-Forward,"Jun 5, 1993 ",30,Brazil,Brazil,Porecatu,"1,79",-,LW   RW,Brazil,,LW,RW
,Pedro Augusto,Centre-Forward,"Mar 27, 1993 ",30,Brazil,Brazil,Ipatinga,,-,,Brazil,,,
,Igor Bahia,Centre-Forward,"Feb 25, 1993 ",31,Brazil,Brazil,Salvador,"1,89",-,,Brazil,,,
,Irapuan,Centre-Forward,"May 30, 1993 ",30,Brazil,Brazil,Rio de Janeiro,"1,72",-,,Brazil,,,
,Eto'o,Centre-Forward,"Feb 18, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
9.0,Nilo,Centre-Forward,"May 22, 1993 ",30,Brazil,Brazil,,"1,88",-,,Brazil,,,
5.0,Tiago,Centre-Forward,"Sep 3, 1993 ",30,Brazil,Brazil,Buerarema,,-,,Brazil,,,
,Lincoln,Centre-Forward,"Apr 17, 1993 ",30,Brazil,Brazil,Joao Pessoa,"1,90",-,,Brazil,,,
9.0,Douglas Paula,Centre-Forward,"Mar 18, 1993 ",31,Brazil,Brazil,Sao Paulo,"1,84",-,,Brazil,,,
,Diego Ceará,Centre-Forward,"Jun 10, 1993 ",30,Brazil,Brazil,Crateus,"1,80",-,RW,Brazil,,RW,
93.0,Cristian Alex,Centre-Forward,"Dec 1, 1993 ",30,Brazil,Brazil,Mendes,"1,88",€150k,SS,Brazil,,SS,
9.0,Alexandre Di Estefano,Centre-Forward,"Feb 5, 1993 ",31,Brazil,Brazil,Governador Valadares,"1,93",€75k,,Brazil,,,
7.0,Jhonatan,Centre-Forward,"Jul 28, 1993 ",30,"Brazil, Portugal",Brazil,,"1,90",-,,Brazil, Portugal,,
,Douglas,Centre-Forward,"Apr 14, 1993 ",30,N/A,Brazil,,"1,80",-,,N/A,,,
,Douglas Almeida,Centre-Forward,N/A ,30,Brazil,Brazil,Belo Horizonte,"1,90",-,,Brazil,,,
,Feijão,Centre-Forward,"Feb 8, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
,Wanderson,Centre-Forward,"Dec 21, 1993 ",30,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Nego de Brejão,Centre-Forward,"Sep 12, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,Welber,Centre-Forward,"Nov 7, 1993 ",30,Brazil,Brazil,Sao Paulo,"1,87",-,,Brazil,,,
,Rafael Guerreiro,Centre-Forward,"Jun 7, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,Júnior Mandacaru,Centre-Forward,"Jul 4, 1993 ",30,Brazil,Brazil,Joao Pessoa,"1,73",-,,Brazil,,,
,Jackson,Centre-Forward,"Jun 7, 1993 ",30,Brazil,Brazil,Maceio,"1,78",-,,Brazil,,,
,Jonathan Bryan,Centre-Forward,"Sep 12, 1993 ",30,Brazil,Brazil,Sao Paulo,"1,84",-,SS   LW,Brazil,,SS,LW
,Lucas Vieira,Centre-Forward,"Mar 4, 1993 ",31,Brazil,Brazil,Rolandia,"1,85",-,,Brazil,,,
,Édipo,Centre-Forward,"Oct 27, 1993 ",30,Brazil,Brazil,Sao Jose do Rio Preto,"1,83",-,,Brazil,,,
,Robert Fischer,Centre-Forward,"Feb 15, 1993 ",31,Brazil,Brazil,Sao Francisco do Sul,"1,90",-,,Brazil,,,
,Wesley,Centre-Forward,"Feb 10, 1993 ",31,Brazil,Brazil,,"1,75",-,,Brazil,,,
,André Duarte,Centre-Forward,"Mar 3, 1993 ",31,Brazil,Brazil,Volta Redonda,"1,93",-,,Brazil,,,
,Lucas Lino,Centre-Forward,"Sep 1, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
9.0,Júnior Todinho,Centre-Forward,"Dec 13, 1993 ",30,Brazil,Brazil,Salvador,"1,82",-,RW   LW,Brazil,,RW,LW
,Felipe Oliveira dos Santos,Centre-Forward,"Apr 6, 1993 ",30,Brazil,Brazil,Santos,"1,80",-,RW,Brazil,,RW,
,Felix De Bona,Centre-Forward,"Feb 26, 1993 ",31,"Brazil, Italy",Brazil,Urussanga,"1,78",-,,Brazil, Italy,,
,Paco,Centre-Forward,"Oct 19, 1993 ",30,"United States, Brazil",Brazil,Curitiba,"1,88",-,RW   LW,United States, Brazil,RW,LW
,Higor Rocha,Centre-Forward,"Jan 25, 1993 ",31,Brazil,Brazil,Belo Horizonte,,-,,Brazil,,,
,Rodrigo Thompson,Centre-Forward,"Jun 1, 1993 ",30,Brazil,Brazil,Cambuci,"1,89",-,,Brazil,,,
9.0,Henrique Bahia,Centre-Forward,"Aug 12, 1993 ",30,Brazil,Brazil,Itapetinga,"1,92",-,RW   AM,Brazil,,RW,AM
14.0,Henrique,Centre-Forward,"Feb 19, 1993 ",31,Brazil,Brazil,Santo Andre,"1,75",-,AM,Brazil,,AM,
,Warlei,Centre-Forward,"Jan 24, 1993 ",31,Brazil,Brazil,Minas Gerais,"1,88",-,LW,Brazil,,LW,
,Louback,Centre-Forward,"Oct 14, 1993 ",30,Brazil,Brazil,Rio de Janeiro,"1,86",-,,Brazil,,,
,Wellington Petinha,Centre-Forward,"Jan 20, 1993 ",31,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Leozinho,Centre-Forward,"Feb 11, 1993 ",31,Brazil,Brazil,Minas Gerais,,-,,Brazil,,,
,Lucas,Centre-Forward,N/A ,30,,Brazil,Maringa,,-,,,,,
,Azul,Centre-Forward,"Feb 28, 1993 ",31,Brazil,Brazil,Barreiros,"1,80",-,RW   LW,Brazil,,RW,LW
,Marcelo Martins,Centre-Forward,"Mar 14, 1993 ",31,Brazil,Brazil,,"1,80",-,LW   SS,Brazil,,LW,SS
9.0,Ba,Centre-Forward,"Nov 15, 1993 ",30,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Maike,Centre-Forward,"Mar 14, 1993 ",31,Brazil,Brazil,,"1,88",-,,Brazil,,,
,Gustavo Batista,Centre-Forward,"Dec 10, 1993 ",30,Brazil,Brazil,,,-,,Brazil,,,
,Paulo Cézar,Centre-Forward,"Dec 8, 1993 ",30,Brazil,Brazil,Salvador,"1,86",-,SS,Brazil,,SS,
,Rodrigão,Centre-Forward,"Oct 13, 1993 ",30,Brazil,Brazil,Belmonte,"1,86",-,,Brazil,,,
,Felipe Fumaca,Centre-Forward,"Jul 8, 1993 ",30,Brazil,Brazil,Araraquara,"1,83",-,RW   LW,Brazil,,RW,LW
,Pedro Henrique,Centre-Forward,"Jun 14, 1993 ",30,Brazil,Brazil,Bariri,"1,84",-,LW,Brazil,,LW,
93.0,Douglas,Centre-Forward,"Feb 11, 1993 ",31,Brazil,Brazil,Nova Era,"1,88",-,,Brazil,,,
,Marcos dos Santos,Centre-Forward,"Apr 6, 1993 ",30,Brazil,Brazil,Bahia,"1,89",-,,Brazil,,,
,Peu,Centre-Forward,"Apr 24, 1993 ",30,Brazil,Brazil,Itajai,"1,79",-,LW   RW,Brazil,,LW,RW
,Bruno,Centre-Forward,"Jan 2, 1993 ",31,Brazil,Brazil,Belem,"1,72",-,LW   RW,Brazil,,LW,RW
,Alan Júnior,Centre-Forward,"Apr 10, 1993 ",30,Brazil,Brazil,Assis,"1,85",-,,Brazil,,,
,André Luís,Centre-Forward,"Jun 8, 1993 ",30,Brazil,Brazil,Sao Luis,"1,82",-,,Brazil,,,
,Michael,Centre-Forward,"Apr 19, 1993 ",30,Brazil,Brazil,Sao Francisco de Sales,"1,86",-,,Brazil,,,
96.0,Paulo Henrique,Centre-Forward,"Jul 2, 1993 ",30,Brazil,Brazil,Lages,"1,83",-,,Brazil,,,
,Soares,Centre-Forward,"Jul 9, 1993 ",30,Brazil,Brazil,Maua,,-,,Brazil,,,
,Matheus Ortigoza,Centre-Forward,"Sep 8, 1993 ",30,Brazil,Brazil,Garopaba,"1,82",-,,Brazil,,,
,Caíque Lemes,Centre-Forward,"Jul 12, 1993 ",30,Brazil,Brazil,Varginha,"1,85",-,LW,Brazil,,LW,
,Jean Sobrinho,Centre-Forward,"Feb 25, 1993 ",31,"Brazil, Portugal",Brazil,Poa,"1,84",-,AM   SS,Brazil, Portugal,AM,SS
,Jayme,Centre-Forward,"Mar 20, 1993 ",31,Brazil,Brazil,Belem,"1,73",-,LW   RW,Brazil,,LW,RW
,Rodolfo,Centre-Forward,"Oct 4, 1993 ",30,Brazil,Brazil,Paulo de Faria,"1,84",-,,Brazil,,,
,Yguinho,Centre-Forward,"Feb 20, 1993 ",31,Brazil,Brazil,Rio de Janeiro,"1,85",-,RW   LW,Brazil,,RW,LW
,Jimmy,Centre-Forward,"Sep 23, 1993 ",30,Brazil,Brazil,Acara,"1,78",-,LW   RW,Brazil,,LW,RW
,Giva,Centre-Forward,"Jan 3, 1993 ",31,Brazil,Brazil,Cachoeira,"1,86",-,LW   RW,Brazil,,LW,RW
,Karion,Centre-Forward,"Jun 21, 1993 ",30,Brazil,Brazil,Maringa,"1,73",-,,Brazil,,,
,Junior Barros,Centre-Forward,"Apr 19, 1993 ",30,Brazil,Brazil,Carmo da Mata,"1,83",-,,Brazil,,,
,Alex Santos,Centre-Forward,"Dec 19, 1993 ",30,Brazil,Brazil,Grajau,"1,73",-,LW,Brazil,,LW,
,Anderson Baiano,Centre-Forward,"Mar 15, 1993 ",31,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Willian Araújo,Centre-Forward,"Dec 11, 1993 ",30,Brazil,Brazil,Montes Claros,"1,82",-,,Brazil,,,
,Olavio,Centre-Forward,"Sep 17, 1993 ",30,Brazil,Brazil,Missao Velha,"1,84",-,,Brazil,,,
,Caio Eltink,Centre-Forward,"Jan 2, 1993 ",31,"Brazil, Netherlands",Brazil,Holambra,"1,85",-,LW   RW,Brazil, Netherlands,LW,RW
,Gabriel Cajano,Centre-Forward,"Apr 16, 1993 ",30,Brazil,Brazil,Valinhos,,-,LW   RW,Brazil,,LW,RW
,Joan,Centre-Forward,"Jan 12, 1993 ",31,Brazil,Brazil,,,-,,Brazil,,,
9.0,Matteo Luigi Brunori,Centre-Forward,"Nov 1, 1994 ",29,"Italy, Brazil",Brazil,Macae,"1,80",€4.50m,SS   LW,Italy, Brazil,SS,LW
17.0,Sergio Santos,Centre-Forward,"Sep 4, 1994 ",29,Brazil,Brazil,Belo Horizonte,"1,83",€1.50m,LW   SS,Brazil,,LW,SS
99.0,Ademilson,Centre-Forward,"Jan 9, 1994 ",30,Brazil,Brazil,Cubatao,"1,76",€1.00m,LW   RW,Brazil,,LW,RW
,Bruno Mendes,Centre-Forward,"Aug 2, 1994 ",29,Brazil,Brazil,Cruzeiro,"1,84",€600k,SS,Brazil,,SS,
9.0,Maurides,Centre-Forward,"Mar 10, 1994 ",30,Brazil,Brazil,Colombia,"1,89",€500k,,Brazil,,,
32.0,Douglas Coutinho,Centre-Forward,"Feb 8, 1994 ",30,Brazil,Brazil,Volta Redonda,"1,83",€350k,LW   RW,Brazil,,LW,RW
10.0,Bruno Paraíba,Centre-Forward,"Jul 20, 1994 ",29,Brazil,Brazil,Joao Pessoa,"1,89",€250k,,Brazil,,,
94.0,Sílvio Junior,Centre-Forward,"May 4, 1994 ",29,Brazil,Brazil,Ribeirao Preto,"1,84",€250k,LW,Brazil,,LW,
11.0,Fellipe Veloso,Centre-Forward,"Jan 22, 1994 ",30,Brazil,Brazil,,"1,86",€200k,SS   AM,Brazil,,SS,AM
,Paulo Victor,Centre-Forward,"Sep 13, 1994 ",29,Brazil,Brazil,Sao Luis,"1,80",€175k,RW   SS,Brazil,,RW,SS
77.0,Pedro Paulo,Centre-Forward,"Feb 10, 1994 ",30,Brazil,Brazil,Rio de Janeiro,"1,85",€150k,,Brazil,,,
55.0,Allef,Centre-Forward,"Nov 4, 1994 ",29,Brazil,Brazil,,"1,74",€75k,SS,Brazil,,SS,
7.0,João Leonardo,Centre-Forward,"Apr 29, 1994 ",29,Brazil,Brazil,Braganca,"1,92",€75k,LW,Brazil,,LW,
9.0,Léo Bonatini,Centre-Forward,"Mar 28, 1994 ",29,"Brazil, Italy",Brazil,Belo Horizonte,"1,85",€3.50m,SS,Brazil, Italy,SS,
70.0,Markao,Centre-Forward,"Jun 17, 1994 ",29,Brazil,Brazil,Tiete,"1,96",€1.20m,SS,Brazil,,SS,
9.0,Gustavo,Centre-Forward,"Mar 29, 1994 ",29,Brazil,Brazil,Registro,"1,88",€600k,,Brazil,,,
9.0,Brenner,Centre-Forward,"Mar 1, 1994 ",30,Brazil,Brazil,Varzea Grande,"1,82",€500k,,Brazil,,,
94.0,Jefferson,Centre-Forward,"Oct 21, 1994 ",29,Brazil,Brazil,Porto Alegre,"1,85",€375k,RW,Brazil,,RW,
27.0,Pablo Dyego,Centre-Forward,"Mar 8, 1994 ",30,Brazil,Brazil,Rio de Janeiro,"1,74",€300k,RW   LW,Brazil,,RW,LW
,Neto Pessoa,Centre-Forward,"May 16, 1994 ",29,Brazil,Brazil,Rio Branco,"1,82",€250k,LW   RW,Brazil,,LW,RW
11.0,Rangel,Centre-Forward,"Dec 29, 1994 ",29,Brazil,Brazil,Alvorada,"1,85",€200k,RW,Brazil,,RW,
,Jefinho,Centre-Forward,"May 25, 1994 ",29,Brazil,Brazil,Triunfo Potiguar,"1,90",€175k,,Brazil,,,
9.0,Dalberto,Centre-Forward,"Sep 15, 1994 ",29,Brazil,Brazil,Bento Fernandes,"1,82",€150k,RW   LW,Brazil,,RW,LW
9.0,Lucas Massaro,Centre-Forward,"Jul 22, 1994 ",29,Brazil,Brazil,Estrela Dalva,"1,88",€75k,,Brazil,,,
9.0,Ailton Machado,Centre-Forward,"Apr 17, 1994 ",29,Brazil,Brazil,Rio de Janeiro,"1,83",€75k,RW   AM,Brazil,,RW,AM
,Romário,Centre-Forward,"Sep 12, 1994 ",29,Brazil,Brazil,Umarizal,"1,90",€50k,,Brazil,,,
,Lucas Coelho,Centre-Forward,"Jul 20, 1994 ",29,"Brazil, Italy",Brazil,Lages,"1,84",€50k,LW   RW,Brazil, Italy,LW,RW
16.0,Paulo Assis,Centre-Forward,"Sep 1, 1994 ",29,Brazil,Brazil,Braganca Paulista,"1,77",-,,Brazil,,,
,Deco,Centre-Forward,"Jun 6, 1994 ",29,Brazil,Brazil,,"1,80",-,,Brazil,,,
,Arley Araujo,Centre-Forward,N/A ,29,Brazil,Brazil,Sao Jose do Rio Preto,"1,77",-,RW   LW,Brazil,,RW,LW
,Wellington,Centre-Forward,"Dec 11, 1994 ",29,Brazil,Brazil,Oeiras,"1,80",-,RW,Brazil,,RW,
,Talisson,Centre-Forward,"Sep 28, 1994 ",29,Brazil,Brazil,Sao Goncalo,"1,76",-,LW,Brazil,,LW,
,Kel Baiano,Centre-Forward,"Sep 9, 1994 ",29,Brazil,Brazil,,"1,83",-,AM,Brazil,,AM,
11.0,Hudson,Centre-Forward,"Nov 14, 1994 ",29,Brazil,Brazil,,,-,,Brazil,,,
,Gian Luca,Centre-Forward,"Jun 23, 1994 ",29,Brazil,Brazil,Rolandia,"1,92",-,,Brazil,,,
,Iury Tanque,Centre-Forward,"Sep 15, 1994 ",29,Brazil,Brazil,,"1,80",-,,Brazil,,,
9.0,Alex Tank,Centre-Forward,"Apr 14, 1994 ",29,Brazil,Brazil,Cubatao,"1,87",-,LW,Brazil,,LW,
9.0,Ayesller,Centre-Forward,"Jan 5, 1994 ",30,Brazil,Brazil,Goioere,"1,75",-,SS,Brazil,,SS,
9.0,Allan Machado,Centre-Forward,"Apr 17, 1994 ",29,Brazil,Brazil,Rio de Janeiro,"1,83",€50k,SS,Brazil,,SS,
93.0,Diego Cardoso,Centre-Forward,"Mar 6, 1994 ",30,Brazil,Brazil,Ribeirao Preto,"1,77",€10k,,Brazil,,,
,Wilkerson,Centre-Forward,"Oct 21, 1994 ",29,Brazil,Brazil,Coronel Fabriciano,,-,,Brazil,,,
,Henrique Canella,Centre-Forward,"Mar 14, 1994 ",30,"Brazil, Italy",Brazil,Jundiai,"1,75",-,,Brazil, Italy,,
10.0,Lipe,Centre-Forward,"Sep 15, 1994 ",29,"Brazil, Portugal",Brazil,Porto Alegre,"1,67",-,RM   AM,Brazil, Portugal,RM,AM
,Flávio Renê,Centre-Forward,"May 18, 1994 ",29,Brazil,Brazil,Curitiba,"1,95",-,AM,Brazil,,AM,
,Bruno Gervasoni,Centre-Forward,"Feb 24, 1994 ",30,Brazil,Brazil,Viamao,"1,75",-,RW   AM,Brazil,,RW,AM
9.0,Romário Alves,Centre-Forward,"Jul 30, 1994 ",29,Brazil,Brazil,Belo Horizonte,"1,77",-,RW   LW,Brazil,,RW,LW
11.0,Haraan Barbosa,Centre-Forward,"Jan 7, 1994 ",30,Brazil,Brazil,,"1,72",-,LW,Brazil,,LW,
,Willyam,Centre-Forward,"May 3, 1994 ",29,Brazil,Brazil,Lages,"1,87",-,,Brazil,,,
,Romário,Centre-Forward,"Jul 7, 1994 ",29,Brazil,Brazil,,"1,79",-,RW   AM,Brazil,,RW,AM
,Amarildo Leirosa Junior,Centre-Forward,"May 8, 1994 ",29,Brazil,Brazil,Rio de Janeiro,"1,92",-,,Brazil,,,
,Rodinei,Centre-Forward,"Jul 28, 1994 ",29,Brazil,Brazil,Sao Paulo,"1,90",-,RW   LW,Brazil,,RW,LW
9.0,Lucas dos Santos,Centre-Forward,"Apr 10, 1994 ",29,Brazil,Brazil,Araraquara,"1,80",-,,Brazil,,,
,Rincon,Centre-Forward,"Jul 22, 1994 ",29,Brazil,Brazil,,"1,80",-,,Brazil,,,
,Pedro Maycon,Centre-Forward,"Aug 15, 1994 ",29,Brazil,Brazil,,"1,79",-,,Brazil,,,
,Lucas Torres,Centre-Forward,"Mar 27, 1994 ",29,Brazil,Brazil,Araraquara,"1,87",-,SS   RW,Brazil,,SS,RW
,Elcarlos,Centre-Forward,"Dec 21, 1994 ",29,Brazil,Brazil,,"1,83",-,LW   RW,Brazil,,LW,RW
,Roberto Soares,Centre-Forward,"Sep 1, 1994 ",29,"Brazil, Italy",Brazil,,"1,85",-,RW,Brazil, Italy,RW,
,João Victor,Centre-Forward,"Dec 7, 1994 ",29,Brazil,Brazil,Sao Carlos,"1,83",-,,Brazil,,,
,Joãozinho,Centre-Forward,"Feb 2, 1994 ",30,Brazil,Brazil,Araras,"1,76",-,RW   LW,Brazil,,RW,LW
,Uilliam,Centre-Forward,"Oct 11, 1994 ",29,Brazil,Brazil,Bonito,"1,82",-,RW   LW,Brazil,,RW,LW
,Cláudio Maradona,Centre-Forward,"Jul 15, 1994 ",29,Brazil,Brazil,Duque de Caxias,"1,82",-,LW   RW,Brazil,,LW,RW
,Pedro Catanha,Centre-Forward,N/A ,29,,Brazil,Maceio Alagoas,,-,RW,,,RW,
,Darlan Martins,Centre-Forward,"Feb 27, 1994 ",30,Brazil,Brazil,,,-,,Brazil,,,
10.0,Gilberto Carrara,Centre-Forward,"Jun 25, 1994 ",29,Brazil,Brazil,,"1,73",-,,Brazil,,,
,Thiago Novis,Centre-Forward,N/A ,29,Brazil,Brazil,Rio de Janeiro,"1,85",-,RW   LW,Brazil,,RW,LW
,Júnior Pirambu,Centre-Forward,"Aug 3, 1994 ",29,Brazil,Brazil,Aracaju,"1,83",-,,Brazil,,,
,Pedrinho,Centre-Forward,"Nov 23, 1994 ",29,Brazil,Brazil,Aracaju,"1,86",-,,Brazil,,,
,Lucas Gomes,Centre-Forward,"May 21, 1994 ",29,Brazil,Brazil,,,-,,Brazil,,,
,Bruno Bryan,Centre-Forward,"Jul 22, 1994 ",29,"Brazil, Portugal",Brazil,Sao Paulo,"1,87",-,AM   SS,Brazil, Portugal,AM,SS
,Júlio Alves,Centre-Forward,"Nov 3, 1994 ",29,Brazil,Brazil,Salgueiro,"1,84",-,,Brazil,,,
,João Guilherme,Centre-Forward,"Jul 27, 1994 ",29,Brazil,Brazil,Iguatemi,"1,82",-,AM   RW,Brazil,,AM,RW
,Rodrigo Dias,Centre-Forward,"Jan 26, 1994 ",30,Brazil,Brazil,Governador Valadares,"1,90",-,SS,Brazil,,SS,
,Léo Castro,Centre-Forward,"Jul 13, 1994 ",29,Brazil,Brazil,,"1,78",-,,Brazil,,,
,Lucas Serra,Centre-Forward,"Oct 6, 1994 ",29,Brazil,Brazil,Sao Paulo,"1,77",-,RW,Brazil,,RW,
,Willyam Martins,Centre-Forward,"May 3, 1994 ",29,Brazil,Brazil,Lages,"1,87",-,SS   AM,Brazil,,SS,AM
,Eduardo Junior,Centre-Forward,"Dec 13, 1994 ",29,Brazil,Brazil,Sao Paulo,"1,91",-,,Brazil,,,
,Stenio,Centre-Forward,"Jun 29, 1994 ",29,Brazil,Brazil,Cachoeiro de Itapemirim,"1,83",-,LW   RW,Brazil,,LW,RW
9.0,Zé Lucas,Centre-Forward,"Mar 7, 1994 ",30,Brazil,Brazil,Londrina,"1,85",-,LW   RW,Brazil,,LW,RW
,Guzzi,Centre-Forward,"Feb 10, 1994 ",30,"Brazil, Italy",Brazil,Itapema,"1,88",-,,Brazil, Italy,,
,Mateus Guerreiro,Centre-Forward,"Oct 17, 1994 ",29,Brazil,Brazil,Bauru,"1,87",-,,Brazil,,,
,Danrley,Centre-Forward,"Jul 3, 1994 ",29,Brazil,Brazil,Diadema,"1,80",-,,Brazil,,,
,Paulo Victor,Centre-Forward,"May 11, 1994 ",29,Brazil,Brazil,,,-,,Brazil,,,
,Jairo Neto,Centre-Forward,"Mar 4, 1994 ",30,Brazil,Brazil,Camacari,"1,85",-,RW   LW,Brazil,,RW,LW
,Rômulo,Centre-Forward,"Sep 9, 1994 ",29,Brazil,Brazil,Rio de Janeiro,,-,,Brazil,,,
,Pedro Augusto,Centre-Forward,"Mar 1, 1994 ",30,Brazil,Brazil,,"1,85",-,LW   AM,Brazil,,LW,AM
9.0,Rubens,Centre-Forward,"Jan 12, 1994 ",30,Brazil,Brazil,Belo Horizonte,"1,94",-,,Brazil,,,
,Marcos Paulo,Centre-Forward,"Sep 27, 1994 ",29,Brazil,Brazil,Sao Fidelis,"1,83",-,,Brazil,,,
,João Manoel,Centre-Forward,"Mar 28, 1994 ",29,Brazil,Brazil,,,-,,Brazil,,,
,Halef Pitbull,Centre-Forward,"Aug 20, 1994 ",29,Brazil,Brazil,Potiragua,"1,80",-,,Brazil,,,
18.0,Joel,Centre-Forward,"Nov 25, 1994 ",29,Brazil,Brazil,Sao Paulo,"1,87",-,SS   AM,Brazil,,SS,AM
,Wellington,Centre-Forward,"Jan 19, 1994 ",30,Brazil,Brazil,Boituva,"1,78",-,,Brazil,,,
,João Falque,Centre-Forward,"Apr 11, 1994 ",29,Brazil,Brazil,Rio de Janeiro,"1,90",-,,Brazil,,,
,Leonardo Semião Granado,Centre-Forward,"May 10, 1994 ",29,"Brazil, Italy",Brazil,Assis,"1,87",-,,Brazil, Italy,,
,Caique,Centre-Forward,"Jan 30, 1994 ",30,Brazil,Brazil,Sorocaba,"1,86",-,LW   RW,Brazil,,LW,RW
,Vitor Xavier,Centre-Forward,"Mar 27, 1994 ",29,Brazil,Brazil,Mogi Guacu,"1,78",-,RW   AM,Brazil,,RW,AM
,Stanly,Centre-Forward,"Apr 23, 1994 ",29,Brazil,Brazil,Santa Rita de Cassia,"1,87",-,,Brazil,,,
7.0,Darlan Santos,Centre-Forward,"May 17, 1994 ",29,Brazil,Brazil,Ceara,"1,67",-,RW   SS,Brazil,,RW,SS
,Allyson,Centre-Forward,"Jul 14, 1994 ",29,"Brazil, Spain",Brazil,Ariquemes,"1,85",-,LW,Brazil, Spain,LW,
,Itallo,Centre-Forward,"Feb 11, 1994 ",30,Brazil,Brazil,Redencao,"1,83",-,,Brazil,,,
,Yuri,Centre-Forward,"Jun 28, 1994 ",29,Brazil,Brazil,Teodoro Sampaio,"1,82",-,,Brazil,,,
,Tayvan,Centre-Forward,"Nov 10, 1994 ",29,Brazil,Brazil,Rio de Janeiro,,-,,Brazil,,,
9.0,Marcelo Theisen,Centre-Forward,"Mar 4, 1994 ",30,"Austria, Brazil",Brazil,,,-,,Austria, Brazil,,
,Jeam,Centre-Forward,"Oct 19, 1994 ",29,Brazil,Brazil,Fortaleza,"1,75",-,RW   LW,Brazil,,RW,LW
,Juninho,Centre-Forward,"Jul 25, 1994 ",29,Brazil,Brazil,Minas Gerais,"1,87",-,SS   RW,Brazil,,SS,RW
,Anderson Bartola,Centre-Forward,"May 19, 1994 ",29,Brazil,Brazil,Santa Maria do Para,"1,67",-,LW   RW,Brazil,,LW,RW
63.0,Zé Roberto,Centre-Forward,"Dec 5, 1994 ",29,Brazil,Brazil,Sao Luis,"1,90",-,,Brazil,,,
,Vandinho,Centre-Forward,"May 9, 1994 ",29,Brazil,Brazil,Carazinho,,-,,Brazil,,,
,Bambam,Centre-Forward,"Feb 6, 1994 ",30,Brazil,Brazil,Recife,"1,83",-,LW   RW,Brazil,,LW,RW
,Adelino Cirqueira,Centre-Forward,"Jul 6, 1994 ",29,Brazil,Brazil,Braganca Paulista,"1,82",-,,Brazil,,,
,Renato Sá,Centre-Forward,"Dec 19, 1994 ",29,Brazil,Brazil,Dracena,"1,73",-,RW   LW,Brazil,,RW,LW
,Jackson da Silva,Centre-Forward,"Jun 12, 1994 ",29,Brazil,Brazil,Brasilia,"1,83",-,SS,Brazil,,SS,
,Erik Mendes,Centre-Forward,"Feb 21, 1994 ",30,Brazil,Brazil,Piracicaba,"1,82",-,,Brazil,,,
