Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
,Edson Ceita,Left Winger,"Mar 20, 2001 ",23,"['Portugal', 'Sao Tome and Principe']",Portugal,Almada,"1,66",€50k,Striker,AM   RW
,Francisco Leal,Left Winger,"Dec 29, 2001 ",22,['Portugal'],Portugal,Ourém,"1,70",-,Striker,AM   RW
11.0,Diogo Luís,Left Winger,"Aug 19, 2001 ",22,['Portugal'],Portugal,Cabeceiras de Basto,"1,77",-,Striker,RW   AM
17.0,Luís Filipe,Left Winger,"Sep 13, 2001 ",22,['Portugal'],Portugal,Guimarães,"1,80",-,Striker,RW
10.0,Rodrigo Martins,Left Winger,"Feb 15, 2001 ",23,['Portugal'],Portugal,Lisboa,"1,77",-,Striker,AM   SS
20.0,Érico Brito,Left Winger,"Feb 22, 2001 ",23,['Portugal'],Portugal,Câmara de Lobos,,-,Striker,RW
55.0,Jota Lopes,Left Winger,"Mar 26, 2001 ",23,['Portugal'],Portugal,Barcelos,"1,72",-,Striker,RW
20.0,Filipe Castro,Left Winger,"Nov 21, 2001 ",22,['Portugal'],Portugal,Matosinhos,"1,70",-,Striker,LM   RW
29.0,Diogo Gomes,Left Winger,"Jul 11, 2001 ",22,['Portugal'],Portugal,Meadela,"1,79",-,Striker,
7.0,Serginho,Left Winger,"Jan 29, 2001 ",23,"['Cape Verde', 'Portugal']",Portugal,Lisboa,"1,83",€750k,Striker,AM   RW
38.0,Iuri Tavares,Left Winger,"Mar 8, 2001 ",23,"['Cape Verde', 'Portugal']",Portugal,Lisboa,"1,91",€500k,Striker,CF
29.0,Jair Tavares,Left Winger,"Feb 13, 2001 ",23,"['Portugal', 'Cape Verde']",Portugal,Lisboa,"1,81",€350k,Striker,RW
70.0,Tiago Madeira,Left Winger,"May 23, 2001 ",22,['Portugal'],Portugal,Sines,"1,78",€50k,Striker,AM   RW
17.0,Ronaldo Almeida,Left Winger,"Sep 18, 2001 ",22,['Portugal'],Portugal,Horta,"1,65",-,Striker,RW
7.0,Diogo Gachineiro,Left Winger,"Jan 15, 2001 ",23,['Portugal'],Portugal,Arcos de Valdevez,,-,Striker,
17.0,Jony Borges,Left Winger,"Mar 4, 2001 ",23,['Portugal'],Portugal,Mortágua,"1,80",-,Striker,RW   LB
97.0,Dudu,Left Winger,"Apr 5, 2001 ",23,['Portugal'],Portugal,Sines,"1,68",-,Striker,RW
13.0,Pedro Barata,Left Winger,"Sep 25, 2001 ",22,['Portugal'],Portugal,Montijo,"1,70",-,Striker,
,Xavi,Left Winger,"Apr 27, 2001 ",22,['Portugal'],Portugal,,"1,73",-,Striker,CF   RW
,Pedro Rodrigues,Left Winger,"Sep 14, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,78",-,Striker,RW   LB
,Eecion,Left Winger,"Apr 2, 2001 ",23,['Portugal'],Portugal,,"1,87",-,Striker,RW
,Tomás Fernandes,Left Winger,"Jan 26, 2001 ",23,['Portugal'],Portugal,Olhão,"1,78",-,Striker,RW   LM
15.0,Tomás Gomes,Left Winger,"Apr 6, 2001 ",23,['Portugal'],Portugal,Coimbra,"1,71",-,Striker,CF
,Sousinha,Left Winger,"Mar 2, 2001 ",23,['Portugal'],Portugal,Matosinhos,"1,78",-,Striker,RW
70.0,Cláudio Major,Left Winger,"Feb 17, 2001 ",23,['Portugal'],Portugal,Almada,"1,68",-,Striker,RW   RB
17.0,Samuel Pedro,Left Winger,"Apr 24, 2001 ",23,"['Portugal', 'Angola']",Portugal,Aveiro,"1,80",-,Striker,RW   CF
,Diogo Madaleno,Left Winger,"Jun 6, 2001 ",22,['Portugal'],Portugal,Barreiro,"1,68",-,Striker,RW
7.0,Gué,Left Winger,"Sep 23, 2001 ",22,"['Sao Tome and Principe', 'Portugal']",Portugal,,"1,71",-,Striker,
33.0,João Marques,Left Winger,"Feb 13, 2002 ",22,['Portugal'],Portugal,Barreiro,"1,79",€3.50m,Striker,AM   RW
52.0,Henrique Pereira,Left Winger,"Feb 15, 2002 ",22,['Portugal'],Portugal,Lisboa,"1,78",€2.00m,Striker,RW
87.0,Jota,Left Winger,"Jul 22, 2002 ",21,['Portugal'],Portugal,Guimarães,"1,76",€200k,Striker,RW
99.0,Pedro Vieira,Left Winger,"May 3, 2002 ",21,['Portugal'],Portugal,Beja,"1,90",€125k,Striker,RW   CF
7.0,Rafael Quirino,Left Winger,"Nov 8, 2002 ",21,['Portugal'],Portugal,,"1,87",-,Striker,CF
15.0,Afonso Gaspar,Left Winger,"Mar 13, 2002 ",22,['Portugal'],Portugal,Sertã,"1,75",-,Striker,AM
,Alex Lopes,Left Winger,"Feb 23, 2002 ",22,['Portugal'],Portugal,,,-,Striker,RW
49.0,Kevin Silva,Left Winger,"Mar 10, 2002 ",22,"['Portugal', 'Cape Verde']",Portugal,Lisboa,"1,89",-,Striker,CF   RW
,André Forte,Left Winger,"Jul 20, 2002 ",21,['Portugal'],Portugal,Figueira da Foz,,-,Striker,RW   SS
80.0,Tiago Ventura,Left Winger,"Jun 19, 2002 ",21,['Portugal'],Portugal,Gondomar,"1,75",-,Striker,CF   SS
11.0,Dilan Pussick,Left Winger,"Sep 13, 2002 ",21,"['Portugal', 'Guinea-Bissau']",Portugal,Lisboa,"1,82",-,Striker,RW
,Rui Jorge,Left Winger,"Mar 3, 2002 ",22,['Portugal'],Portugal,,"1,68",-,Striker,LM   LB
11.0,Hugo Ribeiro,Left Winger,"Apr 25, 2002 ",21,['Portugal'],Portugal,Penafiel,"1,76",-,Striker,RW
77.0,Hélio Varela,Left Winger,"May 3, 2002 ",21,"['Cape Verde', 'Portugal']",Portugal,Almada,"1,76",€2.50m,Striker,AM   RW
79.0,Afonso Rodrigues,Left Winger,"Aug 19, 2002 ",21,['Portugal'],Portugal,Braga,"1,78",€200k,Striker,RW   SS
10.0,Jota,Left Winger,"Sep 6, 2002 ",21,['Portugal'],Portugal,Aveiro,"1,85",€125k,Striker,CF   RW
10.0,Bruno Ferreira,Left Winger,"Aug 22, 2002 ",21,['Portugal'],Portugal,Santo Tirso,"1,80",-,Striker,RW
,Adriano Biguane,Left Winger,"Mar 29, 2002 ",22,"['Portugal', 'Cape Verde']",Portugal,,"1,73",-,Striker,RW
10.0,Kiku,Left Winger,"Jul 25, 2002 ",21,['Portugal'],Portugal,Mangualde,"1,79",-,Striker,RW
31.0,David Rebelo,Left Winger,"Nov 13, 2002 ",21,['Portugal'],Portugal,Coimbra,"1,80",-,Striker,AM   RW
19.0,Pipo,Left Winger,"Jan 17, 2002 ",22,['Portugal'],Portugal,Matosinhos,"1,78",-,Striker,AM   LB
16.0,Afonso Vagarinho,Left Winger,"Jul 4, 2002 ",21,['Portugal'],Portugal,Santarém,"1,69",-,Striker,RW
17.0,João Varela,Left Winger,"Jan 12, 2002 ",22,['Portugal'],Portugal,,"1,70",-,Striker,RW
75.0,Carlos Almeida,Left Winger,"Apr 22, 2002 ",22,['Portugal'],Portugal,Funchal,"1,70",-,Striker,RW   LM
11.0,Hugo Neves,Left Winger,"Dec 3, 2002 ",21,['Portugal'],Portugal,,"1,76",-,Striker,SS   CF
19.0,Tiago Morais,Left Winger,"Sep 3, 2003 ",20,['Portugal'],Portugal,Espinho,"1,68",€3.00m,Striker,RW
77.0,Rui Monteiro,Left Winger,"Apr 1, 2003 ",21,['Portugal'],Portugal,,"1,77",€250k,Striker,RW
17.0,Tiago Moninhas,Left Winger,"Apr 21, 2003 ",21,['Portugal'],Portugal,Lisboa,"1,82",€100k,Striker,RW   SS
7.0,Rúben Couto,Left Winger,"Oct 8, 2003 ",20,['Portugal'],Portugal,,,-,Striker,
,Tomás Duarte,Left Winger,"Apr 30, 2003 ",20,['Portugal'],Portugal,Braga,,-,Striker,RW
,Afonso Conde,Left Winger,"Jul 30, 2003 ",20,['Portugal'],Portugal,,,-,Striker,RW
22.0,Manuel Silva,Left Winger,"Sep 10, 2003 ",20,['Portugal'],Portugal,Castelo de Paiva,"1,74",-,Striker,
70.0,Nelinho,Left Winger,"Oct 13, 2003 ",20,['Portugal'],Portugal,,"1,80",-,Striker,LM   LB
77.0,Gustavo Godinho,Left Winger,"May 1, 2003 ",20,['Portugal'],Portugal,Loures,"1,77",-,Striker,RW
10.0,Bernardo Rodrigues,Left Winger,"Dec 2, 2003 ",20,['Portugal'],Portugal,Mafra,"1,74",-,Striker,AM   RW
,Pedro Rocha,Left Winger,"Jan 29, 2003 ",21,['Portugal'],Portugal,Matosinhos,"1,72",-,Striker,RW
52.0,Idalécio,Left Winger,"Sep 18, 2003 ",20,['Portugal'],Portugal,,"1,88",-,Striker,RW
28.0,Vitinha,Left Winger,"Jul 26, 2003 ",20,['Portugal'],Portugal,Vizela,"1,70",-,Striker,
80.0,Berna,Left Winger,"Sep 15, 2003 ",20,['Portugal'],Portugal,Porto,"1,69",€300k,Striker,RW   AM
77.0,Rodri Matos,Left Winger,"Dec 18, 2003 ",20,['Portugal'],Portugal,Faro,"1,89",€200k,Striker,RW   CF
50.0,Edson Mucuana,Left Winger,"Dec 12, 2003 ",20,"['Mozambique', 'Portugal']",Portugal,,"1,67",€100k,Striker,RW
18.0,Francisco Esporeta,Left Winger,"Jun 9, 2003 ",20,['Portugal'],Portugal,,"1,68",-,Striker,RW
,Cláudio Santos,Left Winger,"Nov 22, 2003 ",20,['Portugal'],Portugal,Vila Boim,,-,Striker,
,Eduardo Barbosa,Left Winger,"Jul 5, 2003 ",20,['Portugal'],Portugal,,"1,83",-,Striker,RW
11.0,Diogo Gonçalves,Left Winger,"Mar 21, 2003 ",21,['Portugal'],Portugal,Fátima,,-,Striker,
7.0,Rodrigo Seco,Left Winger,"Sep 22, 2003 ",20,['Portugal'],Portugal,Figueira da Foz,"1,73",-,Striker,RW
,Gustavo Barge,Left Winger,"Sep 9, 2003 ",20,['Portugal'],Portugal,Espinho,"1,73",-,Striker,LB   RW
,Guilherme Machado,Left Winger,"Jul 1, 2003 ",20,['Portugal'],Portugal,Lisboa,"1,77",-,Striker,RW   SS
9.0,Pedro Rocha,Left Winger,"Aug 24, 2003 ",20,['Portugal'],Portugal,,"1,78",-,Striker,RW   CF
29.0,Adilson Baldé,Left Winger,"Jul 10, 2003 ",20,"['Portugal', 'Guinea-Bissau']",Portugal,Lissabon,"1,78",-,Striker,LM
,Dani Xavi,Left Winger,"Apr 29, 2003 ",20,['Portugal'],Portugal,,"1,82",-,Striker,RW   LB
10.0,Miguel Silva,Left Winger,"Aug 13, 2003 ",20,['Portugal'],Portugal,Vila Nova de Gaia,"1,73",-,Striker,RW
70.0,Dudá,Left Winger,"Jun 1, 2003 ",20,['Portugal'],Portugal,,"1,75",-,Striker,AM   RW
79.0,Rodrigo Marquês,Left Winger,"Apr 25, 2003 ",20,['Portugal'],Portugal,Lisboa,"1,80",-,Striker,RW   AM
7.0,Rúben Candal,Left Winger,"Jan 6, 2003 ",21,['Portugal'],Portugal,Vila Nova de Gaia,"1,78",-,Striker,RW   AM
27.0,Nuno Martelo,Left Winger,"Apr 10, 2003 ",21,['Portugal'],Portugal,Aveiro,"1,77",-,Striker,SS   AM
7.0,Bernardo Ferrari,Left Winger,"Jul 3, 2003 ",20,['Portugal'],Portugal,Alcobaça,"1,81",-,Striker,RW   CF
30.0,Afonso Teixeira,Left Winger,"Sep 6, 2003 ",20,['Portugal'],Portugal,Cascais,"1,78",-,Striker,RW   CF
20.0,Nuno Miguel,Left Winger,"Mar 8, 2003 ",21,['Portugal'],Portugal,Matosinhos,"1,83",-,Striker,CF   SS
80.0,André Gonçalves,Left Winger,"May 16, 2003 ",20,['Portugal'],Portugal,Lisboa,"1,78",-,Striker,RW
11.0,Carlos Forbs,Left Winger,"Mar 19, 2004 ",20,"['Portugal', 'Guinea-Bissau']",Portugal,Sintra,"1,69",€10.00m,Striker,RW
20.0,Gonçalo Santos,Left Winger,"Jan 12, 2004 ",20,['Portugal'],Portugal,Porto,"1,72",€125k,Striker,RW
14.0,Rodrigo Alves,Left Winger,"Sep 6, 2004 ",19,['Portugal'],Portugal,,,-,Striker,
11.0,Tiago Carvalho,Left Winger,"Feb 19, 2004 ",20,['Portugal'],Portugal,,"1,73",-,Striker,RW   RB
40.0,Tiago Teixeira,Left Winger,"Apr 26, 2004 ",19,['Portugal'],Portugal,Amadora,"1,80",-,Striker,SS
,Rodrigo Alves,Left Winger,"Dec 30, 2004 ",19,['Portugal'],Portugal,Lisboa,,-,Striker,RW
20.0,Rodrigo Pedroso,Left Winger,"Nov 25, 2004 ",19,['Portugal'],Portugal,,"1,65",-,Striker,RW
23.0,Francisco Ganço,Left Winger,"Feb 23, 2004 ",20,['Portugal'],Portugal,Alvito,"1,66",-,Striker,RW   LM
11.0,Zé Rui,Left Winger,"Aug 30, 2004 ",19,['Portugal'],Portugal,Guimarães,"1,71",-,Striker,
17.0,Tomás Martins,Left Winger,"Jul 14, 2004 ",19,['Portugal'],Portugal,Oliveira de Azeméis,,-,Striker,
78.0,Jorge Meireles,Left Winger,"Apr 4, 2004 ",20,['Portugal'],Portugal,Paços de Ferreira,"1,80",€650k,Striker,CF   RW
77.0,Rúben Ribeiro,Left Winger,"Jul 1, 2004 ",19,['Portugal'],Portugal,Esposende,"1,75",-,Striker,CF
29.0,Gonçalo Pereira,Left Winger,"Mar 11, 2004 ",20,['Portugal'],Portugal,Mafra,"1,68",-,Striker,RW
26.0,Gustavo Hopffer,Left Winger,"Oct 26, 2004 ",19,['Portugal'],Portugal,Loul,"1,77",-,Striker,RW
,Tomás Rocha,Left Winger,"Feb 8, 2004 ",20,['Portugal'],Portugal,Câmara de Lobos,"1,78",-,Striker,SS   RW
79.0,Simão Santos,Left Winger,"Feb 9, 2004 ",20,['Portugal'],Portugal,Famalicão,"1,76",-,Striker,RW
91.0,Rodrigo Geraldo,Left Winger,"Nov 17, 2004 ",19,['Portugal'],Portugal,Setúbal,"1,75",-,Striker,RW
20.0,Telminho,Left Winger,"Apr 11, 2004 ",20,['Portugal'],Portugal,Matosinhos,"1,69",-,Striker,SS   RW
97.0,José Melro,Left Winger,"May 26, 2004 ",19,['Portugal'],Portugal,Santarém,"1,83",-,Striker,CF   RW
80.0,Tiago Duarte,Left Winger,"May 1, 2004 ",19,['Portugal'],Portugal,Odivelas,"1,80",-,Striker,RW
90.0,Afonso Moreira,Left Winger,"Mar 19, 2005 ",19,['Portugal'],Portugal,Lamego,"1,76",€400k,Striker,RW   LM
12.0,Fábio Jaló,Left Winger,"Nov 18, 2005 ",18,['Portugal'],Portugal,Lisboa,"1,77",€150k,Striker,RW
,Licínio Telinhos,Left Winger,"Jul 22, 2005 ",18,['Portugal'],Portugal,Porto,,-,Striker,RW
11.0,Afonso Sousa,Left Winger,"Feb 21, 2005 ",19,['Portugal'],Portugal,Leça da Palmeira,"1,77",-,Striker,RW   CF
,Kevin Nhaga,Left Winger,"Jul 24, 2005 ",18,"['Portugal', 'Guinea-Bissau']",Portugal,Lisboa,"1,80",-,Striker,RW   CF
,Telmo Romeiro,Left Winger,"Mar 13, 2005 ",19,['Portugal'],Portugal,,"1,75",-,Striker,
,Afonso Duarte,Left Winger,"Sep 5, 2005 ",18,['Portugal'],Portugal,Faro,"1,80",-,Striker,AM   RW
20.0,Ricardinho,Left Winger,"Dec 27, 2005 ",18,['Portugal'],Portugal,Mafra,"1,73",-,Striker,RW   AM
,Afonso Leite,Left Winger,"May 19, 2005 ",18,['Portugal'],Portugal,,"1,83",-,Striker,CF
78.0,Mauro Couto,Left Winger,"Nov 15, 2005 ",18,['Portugal'],Portugal,Paredes,"1,73",€200k,Striker,RW
,Miguel Cunha,Left Winger,"Feb 28, 2005 ",19,['Portugal'],Portugal,Porto,"1,70",-,Striker,RW
21.0,Dani Fernandes,Left Winger,"Apr 1, 2005 ",19,['Portugal'],Portugal,,,-,Striker,
11.0,Diamantino Ribeiro,Left Winger,"Feb 4, 2005 ",19,['Portugal'],Portugal,Almada,"1,77",-,Striker,RW
,Maiquel,Left Winger,"Jan 4, 2005 ",19,['Portugal'],Portugal,Lisboa,"1,85",-,Striker,
,Fábio Martins,Left Winger,"Jan 3, 2005 ",19,['Portugal'],Portugal,Barcelos,,-,Striker,RW
,Tiago Andrade,Left Winger,"Oct 21, 2005 ",18,['Portugal'],Portugal,Anadia,"1,70",-,Striker,RW
85.0,Ivan Lima,Left Winger,"Jan 13, 2005 ",19,"['Portugal', 'Sao Tome and Principe']",Portugal,Lisboa,"1,74",-,Striker,RW   LM
,Vasco Teixeira,Left Winger,"Jun 13, 2005 ",18,['Portugal'],Portugal,Barreiro,,-,Striker,LM   LB
,Tiago,Right Winger,"May 19, 1985 ",39,['Portugal'],Portugal,Fiães,,-,Striker,LW   CF
,Luís Paiva,Right Winger,"Aug 19, 1985 ",38,['Portugal'],Portugal,Maia,"1,75",-,Striker,
,Pedro Tavares,Right Winger,"Dec 16, 1985 ",38,['Portugal'],Portugal,Vila Nova de Gaia,"1,65",-,Striker,AM   LW
,Tiquinho,Right Winger,"Jul 14, 1985 ",38,"['Angola', 'Portugal']",Portugal,Sesimbra,"1,73",-,Striker,
,Serginho,Right Winger,"Jul 10, 1985 ",39,['Portugal'],Portugal,Maia,"1,73",-,Striker,LW   CF
,Nandinho,Right Winger,"May 2, 1985 ",39,['Portugal'],Portugal,Vila do Conde,"1,74",-,Striker,LW
10.0,Telmo Fernandes,Right Winger,"Feb 17, 1985 ",39,['Portugal'],Portugal,Braga,"1,76",-,Striker,LW   LM
,Fábio Sabino,Right Winger,"Oct 22, 1985 ",38,['Portugal'],Portugal,Caldas da Raínha,"1,63",-,Striker,
,Tiago Santos,Right Winger,"Jul 30, 1985 ",38,['Portugal'],Portugal,Lisboa,"1,74",-,Striker,
,João Boiças,Right Winger,"Jan 10, 1985 ",39,['Portugal'],Portugal,Portimão,"1,86",-,Striker,LW
,Pisco,Right Winger,"Feb 19, 1985 ",39,['Portugal'],Portugal,Matosinhos,"1,70",-,Striker,LW
,Rica,Right Winger,"May 16, 1986 ",38,['Portugal'],Portugal,Sandim,,-,Striker,CF   LW
,Maka,Right Winger,"Apr 12, 1986 ",38,['Portugal'],Portugal,Braga,,-,Striker,LW
,Marquinhos,Right Winger,"Jan 26, 1986 ",38,['Portugal'],Portugal,Amarante,"1,77",-,Striker,RB   LW
,Tiago Ribeira,Right Winger,"Aug 1, 1986 ",37,['Portugal'],Portugal,Ponte de Lima,,-,Striker,LW
,Joel Barbosa,Right Winger,"Mar 3, 1986 ",38,['Portugal'],Portugal,Paredes,"1,78",-,Striker,LW   AM
,Zambujo,Right Winger,"Sep 29, 1986 ",37,['Portugal'],Portugal,Portel,"1,83",-,Striker,SS   RB
,Bruno Severino,Right Winger,"Mar 11, 1986 ",38,['Portugal'],Portugal,Barreiro,"1,70",-,Striker,LW   CF
,Jorge Tavares,Right Winger,"Apr 22, 1986 ",38,['Portugal'],Portugal,Carcavelos,"1,76",-,Striker,CF   CM
,Tiago Targino,Right Winger,"Jun 6, 1986 ",38,"['Portugal', 'Brazil']",Portugal,Beja,"1,80",-,Striker,LW
10.0,Litcha,Right Winger,"Jan 6, 1986 ",38,['Portugal'],Portugal,Bragança,"1,73",-,Striker,LW
,Ivan Forbes,Right Winger,"Dec 1, 1986 ",37,"['Portugal', 'Guinea-Bissau']",Portugal,Portimão,"1,80",-,Striker,RM
50.0,Igor Sani,Right Winger,"Dec 28, 1986 ",37,"['Guinea-Bissau', 'Portugal']",Portugal,Lisboa,"1,77",-,Striker,SS   LW
,Rui Costa,Right Winger,"Jan 11, 1986 ",38,['Portugal'],Portugal,Abrantes,"1,75",-,Striker,RM   RB
,Bruninho,Right Winger,"Jan 11, 1986 ",38,['Portugal'],Portugal,Porto de Mós,"1,70",-,Striker,LW
,Vítor Hugo,Right Winger,"Feb 27, 1986 ",38,['Portugal'],Portugal,Trofa,"1,76",-,Striker,LW
,Gonçalo Abreu,Right Winger,"Jun 25, 1986 ",38,['Portugal'],Portugal,Funchal,"1,90",-,Striker,LW   LB
,Nuno Silva,Right Winger,"Jul 15, 1986 ",37,"['Portugal', 'Angola']",Portugal,Matosinhos,"1,77",-,Striker,LW   CF
,Ricardo Vaz Tê,Right Winger,"Oct 1, 1986 ",37,"['Portugal', 'Guinea-Bissau']",Portugal,Lisboa,"1,88",-,Striker,LW   CF
12.0,Edgar Costa,Right Winger,"Apr 14, 1987 ",37,['Portugal'],Portugal,Câmara de Lobos,"1,77",€25k,Striker,LW   AM
,Luís Teixeira,Right Winger,"Mar 23, 1987 ",37,"['Andorra', 'Portugal']",Portugal,Mirandela,"1,74",-,Striker,
,Eugénio,Right Winger,"Aug 27, 1987 ",36,['Portugal'],Portugal,Lumiar,"1,83",-,Striker,LW   RB
,Pauleta,Right Winger,"Aug 8, 1987 ",36,['Portugal'],Portugal,Lisboa,"1,78",-,Striker,CF
,Piloto,Right Winger,"Jan 3, 1987 ",37,['Portugal'],Portugal,Barcelos,"1,60",-,Striker,LW
,Fausto Lourenço,Right Winger,"Jan 19, 1987 ",37,['Portugal'],Portugal,Miranda do Corvo,"1,77",-,Striker,LW   AM
,Chiquinho,Right Winger,"Sep 6, 1987 ",36,['Portugal'],Portugal,Seixal,"1,67",-,Striker,LW
,Rui Pinto,Right Winger,"Oct 22, 1987 ",36,['Portugal'],Portugal,Marco de Canaveses,,-,Striker,LW
17.0,Carlos Fonseca,Right Winger,"Aug 23, 1987 ",36,['Portugal'],Portugal,Barcelos,"1,80",-,Striker,LW   CF
,Ricardinho,Right Winger,"Jun 22, 1987 ",37,['Portugal'],Portugal,Vila Nova de Gaia,"1,74",-,Striker,LW   RM
87.0,Fábio Marques,Right Winger,"Aug 10, 1987 ",36,['Portugal'],Portugal,Olhão,"1,78",-,Striker,LW
,Norinho,Right Winger,"Jun 13, 1987 ",37,['Portugal'],Portugal,Gondomar,"1,71",-,Striker,LW
7.0,Pedro Santos,Right Winger,"Apr 22, 1988 ",36,['Portugal'],Portugal,Lisboa,"1,73",€250k,Striker,LW   LB
,José Eduardo,Right Winger,"Oct 13, 1988 ",35,['Portugal'],Portugal,São Miguel,"1,72",-,Striker,LW
21.0,Dinarte Martins,Right Winger,"Nov 18, 1988 ",35,['Portugal'],Portugal,,"1,72",-,Striker,
,Sérgio Garcês,Right Winger,"Mar 13, 1988 ",36,['Portugal'],Portugal,Arouca,"1,72",-,Striker,LW
20.0,João Ribeiro,Right Winger,"Jul 17, 1988 ",35,['Portugal'],Portugal,Guimarães,"1,70",-,Striker,LW
,Pedrinho,Right Winger,"Jul 19, 1988 ",35,['Portugal'],Portugal,Amarante,"1,66",-,Striker,LW
,Zé Tiago,Right Winger,"Aug 19, 1988 ",35,['Portugal'],Portugal,Vila Nova de Gaia,"1,67",-,Striker,LW   AM
,Yannick Gomes,Right Winger,"Dec 7, 1988 ",35,"['Guinea-Bissau', 'Portugal']",Portugal,Coimbra,"1,84",-,Striker,CF   LW
,Fábio Tavares,Right Winger,"Mar 26, 1988 ",36,"['Portugal', 'Cape Verde']",Portugal,Almada,"1,87",-,Striker,LW   CF
,Sebas,Right Winger,"Sep 9, 1988 ",35,['Portugal'],Portugal,Seia,"1,78",-,Striker,AM   LW
,Traquina,Right Winger,"Aug 29, 1988 ",35,['Portugal'],Portugal,Alcobaça,"1,77",-,Striker,LW   RB
,Menina,Right Winger,"Jan 18, 1988 ",36,['Portugal'],Portugal,Ponta Delgada,"1,67",-,Striker,LW   RM
,Fábio Paim,Right Winger,"Feb 15, 1988 ",36,['Portugal'],Portugal,Alcoitão,"1,71",-,Striker,LW
,Daniel Candeias,Right Winger,"Feb 25, 1988 ",36,['Portugal'],Portugal,Fornos de Algodres,"1,77",€100k,Striker,LW   AM
,André Gonçalves,Right Winger,"Sep 3, 1988 ",35,['Portugal'],Portugal,Covilhã,,-,Striker,LW
77.0,Bruno Luz,Right Winger,"Dec 8, 1988 ",35,['Portugal'],Portugal,Setúbal,"1,83",-,Striker,LW   CF
,Hugo Seco,Right Winger,"Jun 17, 1988 ",36,['Portugal'],Portugal,Lousã,"1,76",-,Striker,LW
,Telmo,Right Winger,"Nov 2, 1988 ",35,['Portugal'],Portugal,,,-,Striker,LW
11.0,Tomás,Right Winger,"Apr 2, 1988 ",36,['Portugal'],Portugal,Castelo Branco,"1,81",-,Striker,RB   LW
,Telmo Gonçalves,Right Winger,"Jun 14, 1988 ",36,['Portugal'],Portugal,Coimbra,"1,70",-,Striker,LW
23.0,Tiago Silva,Right Winger,"Mar 14, 1988 ",36,['Portugal'],Portugal,Porto,"1,76",-,Striker,RB   CF
20.0,Diogo Salomão,Right Winger,"Sep 14, 1988 ",35,"['Portugal', 'Guinea-Bissau']",Portugal,Amadora,"1,74",-,Striker,LM   LW
,João Mendes,Right Winger,"Mar 22, 1988 ",36,['Portugal'],Portugal,Ermesinde,"1,72",-,Striker,LW   AM
,Jorginho,Right Winger,"Mar 18, 1988 ",36,['Portugal'],Portugal,Paços de Ferreira,"1,79",-,Striker,CF   LW
,Ukra,Right Winger,"Mar 16, 1988 ",36,['Portugal'],Portugal,Vila Nova de Famalicão,"1,76",-,Striker,LW   RM
,Pereirinha,Right Winger,"Mar 2, 1988 ",36,['Portugal'],Portugal,Rio de Mouro,"1,74",-,Striker,RB   RM
,Braga,Right Winger,"Mar 5, 1989 ",35,['Portugal'],Portugal,São Mamede do Coronado,,-,Striker,CF   LW
,Cristiano,Right Winger,"Feb 18, 1989 ",35,['Portugal'],Portugal,Matosinhos,,-,Striker,LW   CF
7.0,Valtinha,Right Winger,"May 28, 1989 ",35,['Portugal'],Portugal,São Miguel,"1,76",-,Striker,LW
,Ilídio Freitas,Right Winger,"Jan 15, 1989 ",35,['Portugal'],Portugal,Câmara de Lobos,,-,Striker,LW
,Tiago Santana,Attack,N/A ,,[],Portugal,,,-,Striker,N/A   N/A
,Fábio Portela,Right Winger,"Nov 14, 1989 ",34,['Portugal'],Portugal,Sintra,"1,85",-,Striker,CF
7.0,Manel Liz,Right Winger,"Nov 30, 1989 ",34,['Portugal'],Portugal,Lisboa,"1,84",-,Striker,LW   RM
,Marquinho,Right Winger,"Jun 22, 1989 ",35,['Portugal'],Portugal,Ribeira Brava,"1,71",-,Striker,CF   LW
14.0,Hélder Rodrigues,Right Winger,"Oct 6, 1989 ",34,['Portugal'],Portugal,Canas de Senhorim,"1,72",-,Striker,SS   LW
,Vivaldo Fernandes,Right Winger,"Jun 28, 1989 ",35,"['Portugal', 'Angola']",Portugal,Oeiras,"1,73",-,Striker,LW   AM
22.0,Fábio Ferreira,Right Winger,"May 3, 1989 ",35,['Portugal'],Portugal,Barreiro,"1,78",-,Striker,CF   AM
,Nicola,Right Winger,"Feb 25, 1989 ",35,['Portugal'],Portugal,Porto,"1,75",-,Striker,RB
,Ahmad Jaló,Right Winger,"Feb 2, 1989 ",35,['Portugal'],Portugal,,,-,Striker,LW
7.0,Samuel Garrido,Right Winger,"Apr 7, 1989 ",35,['Portugal'],Portugal,Coimbra,"1,87",-,Striker,LW   AM
,Miguel Rebelo,Right Winger,"Dec 12, 1989 ",34,['Portugal'],Portugal,Castelo Branco,,-,Striker,AM   RB
,Rui Barroso,Right Winger,"Jul 23, 1989 ",34,['Portugal'],Portugal,Sintra,"1,77",-,Striker,
4.0,Fábio Rola,Right Winger,"Oct 6, 1989 ",34,['Portugal'],Portugal,,"1,77",-,Striker,LW
7.0,Ricardo Sousa,Right Winger,"Jul 24, 1989 ",34,['Portugal'],Portugal,Guimarães,"1,74",-,Striker,CM
,Orriça,Right Winger,"Jun 6, 1989 ",35,['Portugal'],Portugal,Porto,"1,70",-,Striker,LW   CF
,Carlitos,Right Winger,"Jan 2, 1989 ",35,['Portugal'],Portugal,Seixal,"1,80",-,Striker,LW   SS
