Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
,Iván Conceiçao,Centre-Forward,"Jan 20, 1999 ",25,Spain,Spain,El Berron,,-,Striker,,Spain,,,,
9.0,Jordi Ferrer,Centre-Forward,"Aug 22, 1999 ",25,Spain,Spain,Zaragoza,"1,82",-,Striker,,Spain,,,,
,Xavier Cencillo,Centre-Forward,"May 9, 1999 ",25,Spain,Spain,Barcelona,"1,84",-,Striker,,Spain,,,,
,Josema Vivancos,Centre-Forward,"Oct 1, 1999 ",24,Spain,Spain,Cartagena,"1,82",-,Striker,,Spain,,,,
15.0,Pitu,Centre-Forward,"May 5, 1999 ",25,Spain,Spain,Madrid,"1,72",-,Striker,RW   LW,Spain,,,RW,LW
,Xabi Mayordomo,Centre-Forward,"Jan 31, 1999 ",25,Spain,Spain,Portugalete,"1,79",-,Striker,,Spain,,,,
,Josemi Rey,Centre-Forward,"Jan 25, 1999 ",25,Spain,Spain,Campanillas,"1,80",-,Striker,,Spain,,,,
9.0,Mario Musy,Centre-Forward,"Jun 24, 1999 ",25,Spain,Spain,Santander,"1,91",-,Striker,RW   LW,Spain,,,RW,LW
21.0,Iñigo Martin,Centre-Forward,"May 24, 1999 ",25,Spain,Spain,Bilbao,,-,Striker,,Spain,,,,
9.0,Diego Hernández,Centre-Forward,"Nov 12, 1999 ",24,Spain,Spain,Salamanca,"1,85",-,Striker,,Spain,,,,
,Alhagi Touray Sisay,Centre-Forward,"Dec 31, 1999 ",24,"Spain, The Gambia",Spain,Barcelona,"1,93",-,Striker,,Spain, The Gambia,,,
9.0,Beñat Eizagirre,Centre-Forward,"Aug 25, 1999 ",25,Spain,Spain,Zarautz,"1,72",-,Striker,SS   LW,Spain,,,SS,LW
11.0,Pedro Chacón,Centre-Forward,"Apr 11, 1999 ",25,Spain,Spain,Palma del Rio,"1,90",-,Striker,,Spain,,,,
,Eñaut Mendia,Centre-Forward,"Jun 25, 1999 ",25,Spain,Spain,Lazkao,"1,79",-,Striker,AM   RW,Spain,,,AM,RW
9.0,Marc Echarri,Centre-Forward,"Mar 4, 1999 ",25,Spain,Spain,Manzanares el Real,"1,90",-,Striker,,Spain,,,,
,Adrián Llanos,Centre-Forward,"May 8, 1999 ",25,Spain,Spain,Santa Cruz de Tenerife,,-,Striker,,Spain,,,,
,Andrés Navarro,Centre-Forward,"Mar 10, 1999 ",25,Spain,Spain,Lorca,,-,Striker,,Spain,,,,
19.0,Adri Herrera,Centre-Forward,"Jan 3, 1999 ",25,Spain,Spain,Coria,,-,Striker,,Spain,,,,
,Ferran Brugué,Centre-Forward,"May 18, 1999 ",25,Spain,Spain,Girona,"1,75",-,Striker,,Spain,,,,
11.0,Borja Llarena,Centre-Forward,"May 17, 1999 ",25,Spain,Spain,Santa Cruz de Tenerife,"1,71",-,Striker,RW   LW,Spain,,,RW,LW
,Nebil Ibáñez,Centre-Forward,"Dec 15, 1999 ",24,Spain,Spain,Alcoi,,-,Striker,,Spain,,,,
10.0,David Nates,Centre-Forward,"Jun 25, 1999 ",25,Spain,Spain,Bilbao,"1,76",-,Striker,,Spain,,,,
,Sergio Paredes,Centre-Forward,"Feb 16, 1999 ",25,Spain,Spain,Alicante,,-,Striker,,Spain,,,,
10.0,Juan Pliego,Centre-Forward,"Jul 14, 1999 ",25,Spain,Spain,,"1,75",-,Striker,LW   RW,Spain,,,LW,RW
,Samuel Saiz,Centre-Forward,"Feb 18, 1999 ",25,Spain,Spain,Valencia,"1,75",-,Striker,,Spain,,,,
,Yeray Romero,Centre-Forward,"Jan 14, 1999 ",25,Spain,Spain,La Linea de la Concepcion,,-,Striker,,Spain,,,,
,Borja Estepa,Centre-Forward,"May 24, 1999 ",25,Spain,Spain,Cordoba,,-,Striker,,Spain,,,,
,Jacobo Castilla Fernandez,Centre-Forward,"Jan 15, 1999 ",25,Spain,Spain,Cangas del Narcea,,-,Striker,,Spain,,,,
7.0,Isaac Romero,Centre-Forward,"May 18, 2000 ",24,Spain,Spain,Lebrija,"1,84",€18.00m,Striker,LW   RW,Spain,,,LW,RW
9.0,Raúl García,Centre-Forward,"Nov 3, 2000 ",23,Spain,Spain,Olesa de Montserrat,"1,92",€4.00m,Striker,,Spain,,,,
9.0,Fer Niño,Centre-Forward,"Oct 24, 2000 ",23,Spain,Spain,Rota,"1,91",€2.00m,Striker,,Spain,,,,
20.0,Antonio Casas,Centre-Forward,"Mar 30, 2000 ",24,Spain,Spain,La Rambla,"1,83",€500k,Striker,LW,Spain,,,LW,
9.0,Pedro Benito,Centre-Forward,"Mar 27, 2000 ",24,"Spain, Ukraine",Spain,Cadiz,"1,82",€300k,Striker,RW   LW,Spain, Ukraine,,RW,LW
9.0,Jorge Aguirre,Centre-Forward,"Jan 5, 2000 ",24,Spain,Spain,Lesaka,"1,83",€300k,Striker,,Spain,,,,
99.0,Clau Mendes,Centre-Forward,"Dec 8, 2000 ",23,"Guinea-Bissau, Spain",Spain,Arrecife de Lanzarote,"1,86",€250k,Striker,RW,Guinea-Bissau, Spain,,RW,
10.0,Peque Polo,Centre-Forward,"Oct 2, 2000 ",23,Spain,Spain,Badalona,"1,79",€250k,Striker,LW   RW,Spain,,,LW,RW
19.0,Davo,Centre-Forward,"Sep 2, 2000 ",23,Spain,Spain,Redondela,"1,75",€200k,Striker,RW,Spain,,,RW,
9.0,Manin Gonzaga,Centre-Forward,"Jan 13, 2000 ",24,Spain,Spain,Jerez de la Frontera,,€200k,Striker,RW   LW,Spain,,,RW,LW
9.0,Pablo Palacín,Centre-Forward,"Apr 22, 2000 ",24,Spain,Spain,Alzira,,€150k,Striker,,Spain,,,,
9.0,Mario Rivas,Centre-Forward,"Mar 27, 2000 ",24,Spain,Spain,Albacete,"1,91",€150k,Striker,,Spain,,,,
,Manu Garrido,Centre-Forward,"Oct 6, 2000 ",23,Spain,Spain,Madrid,"1,90",€150k,Striker,,Spain,,,,
9.0,Abel Ruiz,Centre-Forward,"Jan 28, 2000 ",24,Spain,Spain,Almussafes,"1,82",€12.00m,Striker,LW   RW,Spain,,,LW,RW
19.0,Diego García,Centre-Forward,"Apr 18, 2000 ",24,Spain,Spain,Madrid,"1,88",€2.00m,Striker,,Spain,,,,
9.0,Juan Carlos Arana,Centre-Forward,"Feb 8, 2000 ",24,Spain,Spain,Las Palmas de Gran Canaria,"1,82",€2.00m,Striker,,Spain,,,,
9.0,Gassan Ahadme,Centre-Forward,"Nov 17, 2000 ",23,"Morocco, Spain",Spain,Vic,"1,87",€325k,Striker,SS,Morocco, Spain,,SS,
11.0,Faysal Chouaib,Centre-Forward,"Jan 7, 2000 ",24,"Spain, Morocco",Spain,Barcelona,"1,87",€300k,Striker,LW   SS,Spain, Morocco,,LW,SS
9.0,Antoñín,Centre-Forward,"Apr 16, 2000 ",24,Spain,Spain,Malaga,"1,82",€300k,Striker,RW   LW,Spain,,,RW,LW
77.0,Bernat Guiu,Centre-Forward,"Sep 20, 2000 ",23,Spain,Spain,Falset,,€250k,Striker,SS,Spain,,,SS,
9.0,Fernando Harta,Centre-Forward,"Feb 9, 2000 ",24,Spain,Spain,Madrid,,€200k,Striker,,Spain,,,,
11.0,Ibán Ribeiro,Centre-Forward,"Feb 15, 2000 ",24,Spain,Spain,Sopela,,€200k,Striker,RW   LW,Spain,,,RW,LW
,Raúl Alcaina,Centre-Forward,"Jul 19, 2000 ",24,Spain,Spain,Museros,"1,81",€200k,Striker,,Spain,,,,
20.0,Toni Paredes,Centre-Forward,"Mar 1, 2000 ",24,Spain,Spain,,"1,80",€150k,Striker,SS,Spain,,,SS,
9.0,Guillem Naranjo,Centre-Forward,"Jul 1, 2000 ",24,Spain,Spain,El Prat de Llobregat,"1,88",€150k,Striker,,Spain,,,,
9.0,Mohamed Mizzian,Centre-Forward,"Feb 10, 2000 ",24,"Morocco, Spain",Spain,Melilla,"1,85",€150k,Striker,,Morocco, Spain,,,
20.0,Rafa Tresaco,Centre-Forward,"Aug 24, 2000 ",24,Spain,Spain,Sabinanigo,"1,80",€100k,Striker,RW,Spain,,,RW,
,Álex Pachón,Centre-Forward,"Jul 17, 2000 ",24,Spain,Spain,Vilafranca del Penedes,"1,85",€100k,Striker,,Spain,,,,
21.0,Alberto Salido,Centre-Forward,"Jan 19, 2000 ",24,Spain,Spain,Palma de Mallorca,"1,71",€100k,Striker,,Spain,,,,
,Lorenzo Gonzalez,Centre-Forward,"Apr 10, 2000 ",24,"Switzerland, Spain",Spain,Las Palmas,"1,70",€75k,Striker,RW   SS,Switzerland, Spain,,RW,SS
9.0,Christian Martínez,Centre-Forward,"Oct 13, 2000 ",23,Spain,Spain,A Coruna,,€50k,Striker,,Spain,,,,
,Rafa Villanueva,Centre-Forward,"May 27, 2000 ",24,Spain,Spain,Getxo,,€25k,Striker,,Spain,,,,
18.0,Moussa Touray,Centre-Forward,"Dec 19, 2000 ",23,"Spain, Senegal",Spain,Salt,,-,Striker,LW   RW,Spain, Senegal,,LW,RW
,Gabri Peguero,Centre-Forward,"Sep 16, 2000 ",23,Spain,Spain,Santa Marta de los Barros,"1,85",-,Striker,,Spain,,,,
,Enock Lusiama,Centre-Forward,"Jan 1, 2000 ",24,"Spain, The Gambia",Spain,Zaragoza,"1,85",-,Striker,,Spain, The Gambia,,,
,Pedro Dango,Centre-Forward,"Nov 13, 2000 ",23,"Spain, Angola",Spain,Aranda de Duero,"1,84",-,Striker,LW   RW,Spain, Angola,,LW,RW
,Alejandro Castilla,Centre-Forward,"Jan 1, 2000 ",24,Spain,Spain,La Linea de la concepcion,,-,Striker,,Spain,,,,
,Nasta,Centre-Forward,"Aug 14, 2000 ",24,Spain,Spain,Murcia,,-,Striker,,Spain,,,,
9.0,José Naranjo,Centre-Forward,"Sep 26, 2000 ",23,Spain,Spain,,"1,80",€100k,Striker,,Spain,,,,
22.0,Ewan Urain,Centre-Forward,"Mar 10, 2000 ",24,"Scotland, Spain",Spain,Durango,"1,93",€100k,Striker,,Scotland, Spain,,,
,Pedro Ruiz,Centre-Forward,"Mar 30, 2000 ",24,Spain,Spain,Sevilla,"1,98",€100k,Striker,,Spain,,,,
9.0,Samuel Benítez,Centre-Forward,"Jan 13, 2000 ",24,Spain,Spain,Benalmadena,,€75k,Striker,,Spain,,,,
,César Gómez,Centre-Forward,"Apr 12, 2000 ",24,Spain,Spain,Madrid,"1,80",€50k,Striker,RW,Spain,,,RW,
11.0,Bicho,Centre-Forward,"Aug 19, 2000 ",24,Spain,Spain,Estella,,€50k,Striker,RW,Spain,,,RW,
19.0,Antonio Piqueras,Centre-Forward,"Apr 9, 2000 ",24,Spain,Spain,Murcia,,-,Striker,,Spain,,,,
,Rafael Martínez,Centre-Forward,"Dec 7, 2000 ",23,Spain,Spain,Albacete,"1,88",-,Striker,LW   SS,Spain,,,LW,SS
,David Valverde,Centre-Forward,"Jul 9, 2000 ",24,Spain,Spain,Murcia,"1,84",-,Striker,,Spain,,,,
,Malano,Centre-Forward,"May 17, 2000 ",24,Spain,Spain,Guadahortuna,"1,75",-,Striker,,Spain,,,,
,Marc Prat,Centre-Forward,"May 9, 2000 ",24,Spain,Spain,Barcelona,"1,83",-,Striker,LW   RW,Spain,,,LW,RW
,Adama Keita,Centre-Forward,"Nov 9, 2000 ",23,"Spain, Mali",Spain,Madrid,,-,Striker,LW   RW,Spain, Mali,,LW,RW
,Luis Molina,Centre-Forward,"Jan 3, 2000 ",24,Spain,Spain,Madrid,"1,80",-,Striker,RW   LW,Spain,,,RW,LW
,Alberto Vadillo,Centre-Forward,"Jan 1, 2000 ",24,Spain,Spain,Alagon del Rio,,-,Striker,,Spain,,,,
,Antonio Sanlúcar,Centre-Forward,"Jul 13, 2000 ",24,Spain,Spain,Bornos,,-,Striker,,Spain,,,,
,Alejandro Peiró,Centre-Forward,"Jul 24, 2000 ",24,Spain,Spain,Canals,"1,75",-,Striker,,Spain,,,,
,José María Vicario,Centre-Forward,"Oct 8, 2000 ",23,Spain,Spain,Malaga,"1,78",-,Striker,,Spain,,,,
,Simón Carrero,Centre-Forward,"Mar 19, 2000 ",24,Spain,Spain,Llanes,,-,Striker,,Spain,,,,
,Sergio Ponte,Centre-Forward,"Jul 29, 2000 ",24,Spain,Spain,Malaga,"1,76",-,Striker,,Spain,,,,
,Álex Rueda,Centre-Forward,"Jun 10, 2000 ",24,Spain,Spain,Jerez de la Frontera,,-,Striker,,Spain,,,,
9.0,Juan Cambón,Centre-Forward,"Jun 13, 2000 ",24,Spain,Spain,A Coruna,,-,Striker,,Spain,,,,
7.0,David Rojo,Centre-Forward,"Feb 2, 2000 ",24,Spain,Spain,A Coruna,,-,Striker,,Spain,,,,
,Helder Martos,Centre-Forward,"Jun 17, 2000 ",24,Spain,Spain,Motril,"1,76",-,Striker,,Spain,,,,
,Edorta Cabieces,Centre-Forward,"Mar 25, 2000 ",24,Spain,Spain,Bilbao,"1,87",-,Striker,,Spain,,,,
,Oier Garai,Centre-Forward,"Nov 5, 2000 ",23,Spain,Spain,Amorebieta,"1,88",-,Striker,,Spain,,,,
,Ángel Pérez,Centre-Forward,"Feb 3, 2000 ",24,"Spain, Dominican Republic",Spain,Zaragoza,"1,90",-,Striker,SS,Spain, Dominican Republic,,SS,
11.0,Víctor Charlez,Centre-Forward,"Oct 3, 2000 ",23,Spain,Spain,Zaragoza,,-,Striker,,Spain,,,,
,Álvaro Mora,Centre-Forward,"Jun 12, 2000 ",24,Spain,Spain,Yecla,"1,75",-,Striker,,Spain,,,,
,Iván Callado,Centre-Forward,"Jan 25, 2000 ",24,Spain,Spain,,,-,Striker,,Spain,,,,
,Edu Alberola,Centre-Forward,"Feb 22, 2000 ",24,Spain,Spain,Tavernes de la Valldigna,,-,Striker,,Spain,,,,
,Carlos Cañadas,Centre-Forward,"Apr 14, 2000 ",24,Spain,Spain,Melilla,,-,Striker,,Spain,,,,
,Óscar González,Centre-Forward,"Jan 8, 2000 ",24,Spain,Spain,Valladolid,"1,85",-,Striker,,Spain,,,,
,Marc Grau,Centre-Forward,"Apr 28, 2000 ",24,Spain,Spain,Figueres,,-,Striker,,Spain,,,,
,Dani Real,Centre-Forward,"Mar 4, 2000 ",24,Spain,Spain,O Barco Valdeorras,"1,85",-,Striker,AM,Spain,,,AM,
19.0,Toquero,Centre-Forward,"Jul 21, 2000 ",24,Spain,Spain,Oviedo,,-,Striker,,Spain,,,,
,Gonzalo Arjona,Centre-Forward,"Mar 1, 2000 ",24,Spain,Spain,Guadiaro,"1,88",-,Striker,,Spain,,,,
,Juanlu,Centre-Forward,"Oct 27, 2000 ",23,Spain,Spain,Zaragoza,"1,79",-,Striker,SS   LW,Spain,,,SS,LW
9.0,Dani Salas,Centre-Forward,"Apr 6, 2000 ",24,Spain,Spain,Gallur,,-,Striker,,Spain,,,,
,Jesús Jiménez,Centre-Forward,"Sep 13, 2000 ",23,Spain,Spain,Zaragoza,,-,Striker,,Spain,,,,
,Wiwi,Centre-Forward,"Sep 25, 2000 ",23,Spain,Spain,San Fernando,,-,Striker,,Spain,,,,
8.0,Samu Vilariño,Centre-Forward,"Jul 16, 2000 ",24,Spain,Spain,Vigo,,-,Striker,SS,Spain,,,SS,
,José Manuel Merino,Centre-Forward,"Aug 13, 2000 ",24,Spain,Spain,Sanlucar de Barrameda,,-,Striker,,Spain,,,,
17.0,Eloi Sánchez,Centre-Forward,"Jun 22, 2000 ",24,Spain,Spain,Vic,,-,Striker,,Spain,,,,
18.0,Dani Ribelles,Centre-Forward,"Jan 1, 2000 ",24,Spain,Spain,Barcelona,,-,Striker,LW,Spain,,,LW,
,Sanse,Centre-Forward,"Jan 20, 2000 ",24,Spain,Spain,Valdemorillo,"1,71",-,Striker,,Spain,,,,
9.0,Alvaro Pumareta,Centre-Forward,"May 10, 2000 ",24,Spain,Spain,Teruel,"1,91",-,Striker,,Spain,,,,
,Daniel Siverio,Centre-Forward,"Mar 8, 2000 ",24,Spain,Spain,La Laguna,,-,Striker,SS,Spain,,,SS,
19.0,Juan Andrés Gómez,Centre-Forward,"Mar 7, 2000 ",24,Spain,Spain,Cordoba,,-,Striker,RW   LW,Spain,,,RW,LW
17.0,Josu Juste,Centre-Forward,"Apr 12, 2000 ",24,Spain,Spain,Leioa,"1,83",-,Striker,LW,Spain,,,LW,
,Víctor De Baunbag,Centre-Forward,"Aug 5, 2000 ",24,"Cameroon, Spain",Spain,Madrid,,-,Striker,RW,Cameroon, Spain,,RW,
,Ricki Vidal,Centre-Forward,"Jun 27, 2000 ",24,Spain,Spain,Barcelona,"1,85",-,Striker,LW   RW,Spain,,,LW,RW
20.0,Martín Diz,Centre-Forward,"Dec 12, 2000 ",23,Spain,Spain,Vilagarcia de Arousa,,-,Striker,LW   RW,Spain,,,LW,RW
9.0,Adrià Mercadal,Centre-Forward,"Mar 21, 2000 ",24,Spain,Spain,Menorca,,-,Striker,LW,Spain,,,LW,
,Rafa Jiménez,Centre-Forward,"Jan 11, 2000 ",24,Spain,Spain,Villacarrillo,"1,90",-,Striker,,Spain,,,,
,Dani Moreno,Centre-Forward,"Mar 30, 2000 ",24,Spain,Spain,Algeciras,"1,94",-,Striker,,Spain,,,,
,Óscar Gómez,Centre-Forward,"Jul 13, 2000 ",24,Spain,Spain,Tarragona,"1,82",-,Striker,,Spain,,,,
8.0,Victor Socorro,Centre-Forward,"Oct 25, 2000 ",23,Spain,Spain,Las Palmas de Gran Canaria,"1,75",-,Striker,,Spain,,,,
,Giuliano Dambone Sessa,Centre-Forward,N/A ,24,"Italy, Spain",Spain,Estepona,"1,88",-,Striker,,Italy, Spain,,,
,Marc Pitarch,Centre-Forward,"Aug 23, 2000 ",24,Spain,Spain,Ares del Maestre,"1,90",-,Striker,,Spain,,,,
9.0,José del Valle,Centre-Forward,"Jan 14, 2000 ",24,Spain,Spain,Madrid,"1,89",-,Striker,,Spain,,,,
,Juanma Bernal,Centre-Forward,"Feb 18, 2000 ",24,Spain,Spain,Sevilla,"1,83",-,Striker,RW,Spain,,,RW,
,Nacho Díaz,Centre-Forward,"Jun 27, 2000 ",24,Spain,Spain,Jaen,"1,73",-,Striker,SS,Spain,,,SS,
,Moisés Eboko,Centre-Forward,"Jan 2, 2000 ",24,"Equatorial Guinea, Spain",Spain,Valencia,"1,80",-,Striker,RW   LW,Equatorial Guinea, Spain,,RW,LW
23.0,Fabio Moreno Fell,Centre-Forward,N/A ,24,"Germany, Spain",Spain,Las Palmas de Gran Canaria,"1,89",-,Striker,AM,Germany, Spain,,AM,
14.0,Sergio Camello,Centre-Forward,"Feb 10, 2001 ",23,Spain,Spain,Madrid,"1,82",€3.00m,Striker,,Spain,,,,
9.0,Kevin Carlos,Centre-Forward,"Apr 10, 2001 ",23,"Spain, Nigeria",Spain,Ceuta,"1,86",€2.00m,Striker,,Spain, Nigeria,,,
18.0,Pau Víctor,Centre-Forward,"Nov 26, 2001 ",22,Spain,Spain,San Cugat del Valles,"1,84",€1.50m,Striker,LW   RW,Spain,,,LW,RW
9.0,Iván Romero,Centre-Forward,"Apr 10, 2001 ",23,Spain,Spain,La Solana,"1,73",€800k,Striker,RW   LW,Spain,,,RW,LW
,Iván Ayllón,Centre-Forward,"Apr 23, 2001 ",23,Spain,Spain,La Seca,"1,75",€400k,Striker,RW   LW,Spain,,,RW,LW
9.0,Max Svensson,Centre-Forward,"Nov 8, 2001 ",22,"Spain, Sweden",Spain,Barcelona,"1,82",€400k,Striker,LW,Spain, Sweden,,LW,
9.0,Diego Percan,Centre-Forward,"Nov 13, 2001 ",22,Spain,Spain,Leon,"1,79",€300k,Striker,RW   LW,Spain,,,RW,LW
37.0,Musa Drammeh,Centre-Forward,"Nov 26, 2001 ",22,"The Gambia, Spain",Spain,Mataro,"1,88",€250k,Striker,RW   LW,The Gambia, Spain,,RW,LW
9.0,Álvaro Santamaría,Centre-Forward,"Nov 7, 2001 ",22,Spain,Spain,Gijon,"1,84",€250k,Striker,,Spain,,,,
9.0,Maroan Sannadi,Centre-Forward,"Feb 1, 2001 ",23,"Spain, Morocco",Spain,Vitoria-Gasteiz,"1,92",€200k,Striker,,Spain, Morocco,,,
17.0,Dani Fernández,Centre-Forward,"Aug 31, 2001 ",22,Spain,Spain,Soria,"1,77",€200k,Striker,LW   RW,Spain,,,LW,RW
,Marc Tenas,Centre-Forward,"May 30, 2001 ",23,Spain,Spain,Vic,"1,83",€200k,Striker,RW,Spain,,,RW,
10.0,Javi Cueto,Centre-Forward,"Jan 11, 2001 ",23,Spain,Spain,Gijon,"1,82",€200k,Striker,,Spain,,,,
14.0,Juanmi Latasa,Centre-Forward,"Mar 23, 2001 ",23,Spain,Spain,Madrid,"1,92",€2.80m,Striker,,Spain,,,,
9.0,Álex Forés,Centre-Forward,"Apr 12, 2001 ",23,Spain,Spain,Real de Montroi,"1,79",€1.50m,Striker,,Spain,,,,
19.0,Alberto Marí,Centre-Forward,"Jul 11, 2001 ",23,Spain,Spain,Alicante,"1,83",€1.50m,Striker,,Spain,,,,
9.0,Mateo Pellegrino,Centre-Forward,"Oct 22, 2001 ",22,"Argentina, Spain",Spain,Valencia,"1,93",€700k,Striker,,Argentina, Spain,,,
,Iván Cédric,Centre-Forward,"Dec 22, 2001 ",22,"Cameroon, Spain",Spain,Madrid,"1,87",€400k,Striker,,Cameroon, Spain,,,
18.0,Pablo Durán,Centre-Forward,"May 25, 2001 ",23,Spain,Spain,Tomino,"1,76",€300k,Striker,RW   LW,Spain,,,RW,LW
19.0,Ekain Azkune,Centre-Forward,"Jan 26, 2001 ",23,Spain,Spain,Errenteria,"1,80",€300k,Striker,RW   LW,Spain,,,RW,LW
16.0,Dorian Hanza,Centre-Forward,"May 12, 2001 ",23,"Equatorial Guinea, Spain",Spain,Fuenlabrada,"1,89",€250k,Striker,,Equatorial Guinea, Spain,,,
22.0,Simon Stehle,Centre-Forward,"Sep 17, 2001 ",22,"Germany, Colombia",Spain,Valladolid,"1,82",€250k,Striker,AM   RW,Germany, Colombia,,AM,RW
11.0,Jalen Blesa,Centre-Forward,"Feb 5, 2001 ",23,"Spain, England",Spain,Barcelona,"1,87",€200k,Striker,LW   RW,Spain, England,,LW,RW
,Mati Castillo,Centre-Forward,"Jul 22, 2001 ",23,Spain,Spain,Santander,"1,69",€200k,Striker,RW   LW,Spain,,,RW,LW
,Peru Ruiz,Centre-Forward,"May 15, 2001 ",23,Spain,Spain,Astigarraga,,€200k,Striker,AM   LW,Spain,,,AM,LW
15.0,Nabil Touaizi,Centre-Forward,"Feb 1, 2001 ",23,"Morocco, Spain",Spain,Santomera,"1,83",€200k,Striker,LW,Morocco, Spain,,LW,
22.0,Pablo Sáenz,Centre-Forward,"May 22, 2001 ",23,Spain,Spain,San Adrian,"1,75",€150k,Striker,SS   LW,Spain,,,SS,LW
19.0,Iván Ramos,Centre-Forward,"Dec 3, 2001 ",22,Spain,Spain,Cervera,"1,81",€150k,Striker,LW   RW,Spain,,,LW,RW
21.0,José Luis Cortés,Centre-Forward,"Aug 22, 2001 ",23,Spain,Spain,Mostoles,,€150k,Striker,,Spain,,,,
,Kevin Soeiro,Centre-Forward,"Mar 22, 2001 ",23,Spain,Spain,Pitillas,"1,79",€100k,Striker,,Spain,,,,
20.0,Carlos Jiménez,Centre-Forward,"Apr 4, 2001 ",23,Spain,Spain,Daimiel,,€50k,Striker,RW   LW,Spain,,,RW,LW
,David Santisteban,Centre-Forward,"Jun 26, 2001 ",23,Spain,Spain,Murcia,"1,81",€50k,Striker,,Spain,,,,
,Raúl Caballero,Centre-Forward,"Jan 16, 2001 ",23,Spain,Spain,Martos,"1,78",€50k,Striker,,Spain,,,,
,Adrián Turmo,Centre-Forward,"Jan 24, 2001 ",23,Spain,Spain,Palma de Mallorca,,€50k,Striker,,Spain,,,,
24.0,Tomás San Millán,Centre-Forward,"May 15, 2001 ",23,Spain,Spain,Rincon de la Victoria,"1,83",€25k,Striker,LW,Spain,,,LW,
,Abdu Washington,Centre-Forward,"Aug 23, 2001 ",23,"Spain, Liberia",Spain,Madrid,"1,83",€25k,Striker,,Spain, Liberia,,,
9.0,Álvaro Sánchez,Centre-Forward,"Dec 1, 2001 ",22,Spain,Spain,Fuengirola,"1,80",-,Striker,,Spain,,,,
,Roberto Fernández,Centre-Forward,"Dec 12, 2001 ",22,Spain,Spain,Ibiza,,-,Striker,RW   SS,Spain,,,RW,SS
7.0,Dani Selma,Centre-Forward,"Mar 1, 2001 ",23,Spain,Spain,L'Eliana,"1,86",€150k,Striker,LW,Spain,,,LW,
,Jorge Padilla,Centre-Forward,"Apr 23, 2001 ",23,Spain,Spain,Fuerteventura,"1,75",€150k,Striker,SS,Spain,,,SS,
,Enol Rodríguez,Centre-Forward,"Jul 28, 2001 ",23,Spain,Spain,Candas,,€150k,Striker,,Spain,,,,
,Fermín Rodríguez,Centre-Forward,"Sep 5, 2001 ",22,Spain,Spain,Valencia,"1,85",€100k,Striker,SS,Spain,,,SS,
,Samu Pérez,Centre-Forward,"Jun 10, 2001 ",23,Spain,Spain,Gijon,,€100k,Striker,,Spain,,,,
11.0,Marc Prat,Centre-Forward,"Apr 23, 2001 ",23,Spain,Spain,Huesca,"1,80",€50k,Striker,LW   RW,Spain,,,LW,RW
7.0,Esteban Aparicio,Centre-Forward,"May 11, 2001 ",23,Spain,Spain,Madrid,"1,79",€50k,Striker,RW   LW,Spain,,,RW,LW
,Ivan Breñé,Centre-Forward,"Jan 13, 2001 ",23,Spain,Spain,Cervera,,€50k,Striker,SS,Spain,,,SS,
9.0,Rubén Azcona,Centre-Forward,"Mar 12, 2001 ",23,Spain,Spain,Andosilla,"1,78",€50k,Striker,SS,Spain,,,SS,
,Raúl Tanque,Centre-Forward,"Jan 31, 2001 ",23,Spain,Spain,Navarres,,€25k,Striker,,Spain,,,,
9.0,Lorenzo Bianco,Centre-Forward,"Jan 18, 2001 ",23,Spain,Spain,Las Palmas de Gran Canaria,,€25k,Striker,,Spain,,,,
9.0,Kosty,Centre-Forward,"Mar 28, 2001 ",23,"Spain, Ukraine",Spain,Madrid,"1,88",-,Striker,,Spain, Ukraine,,,
,Iker Villanueva,Centre-Forward,"Sep 8, 2001 ",22,Spain,Spain,Vigo,,-,Striker,LW   RW,Spain,,,LW,RW
17.0,Roberto Michellod,Centre-Forward,"Feb 21, 2001 ",23,Spain,Spain,Madrid,"1,88",-,Striker,,Spain,,,,
,Adri Menéndez,Centre-Forward,"Jun 25, 2001 ",23,Spain,Spain,,,-,Striker,,Spain,,,,
,Nicolás Carlander-Reuterfelt Gallo,Centre-Forward,"Dec 9, 2001 ",22,"Spain, Sweden",Spain,Madrid,"1,87",-,Striker,AM,Spain, Sweden,,AM,
11.0,Fran Martínez,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Murcia,,-,Striker,,Spain,,,,
14.0,Álex García,Centre-Forward,"Jan 1, 2001 ",23,Spain,Spain,Algeciras,,-,Striker,,Spain,,,,
,Raúl Sáenz,Centre-Forward,"Feb 21, 2001 ",23,Spain,Spain,Logrono,,-,Striker,,Spain,,,,
,Jon Luna,Centre-Forward,"Jan 10, 2001 ",23,Spain,Spain,Barcelona,"1,83",-,Striker,SS,Spain,,,SS,
,Jose Gomez Perez,Centre-Forward,"Sep 24, 2001 ",22,Spain,Spain,Algeciras,,-,Striker,,Spain,,,,
,Borja Ballesteros,Centre-Forward,"Nov 19, 2001 ",22,Spain,Spain,Malaga,"1,80",-,Striker,,Spain,,,,
18.0,Lucas Carbonell,Centre-Forward,"Apr 24, 2001 ",23,Spain,Spain,Silla,,-,Striker,,Spain,,,,
