Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
,Ramiro Quintana,Left Winger,"Nov 21, 2000 ",23,['Spain'],Spain,San Miguel de Meruelo,"1,75",-,Striker,LB
,Valentín Sánchez,Left Winger,"Feb 16, 2000 ",24,['Spain'],Spain,Cabezón de la Sal,"1,76",-,Striker,LB   CF
21.0,Álvaro Cascajo,Left Winger,"Nov 18, 2000 ",23,['Spain'],Spain,Sevilla,"1,78",-,Striker,CF   RW
,Héctor Martín,Left Winger,"Apr 2, 2000 ",24,['Spain'],Spain,Santa Cruz de Tenerife,,-,Striker,CF
,Juan Rivero,Left Winger,"Sep 11, 2000 ",24,['Spain'],Spain,Medina Sidonia,,-,Striker,AM   CM
,David Álamo,Left Winger,"Oct 16, 2000 ",23,['Spain'],Spain,,,-,Striker,
,Juan Losada,Left Winger,"Jan 6, 2000 ",24,['Spain'],Spain,Madrid,"1,90",-,Striker,RW   SS
17.0,Pablo Jiménez,Left Winger,"Feb 14, 2000 ",24,['Spain'],Spain,Aldaia,,-,Striker,RW   CF
,Eloy Escandón,Left Winger,"Nov 16, 2000 ",23,['Spain'],Spain,Cádiz,"1,79",-,Striker,RW   AM
,Pablo Herrero,Left Winger,"Apr 20, 2000 ",24,['Spain'],Spain,Alcantarilla,"1,68",-,Striker,
,Adri Izquierdo,Left Winger,"Apr 12, 2000 ",24,['Spain'],Spain,Miranda de Ebro,"1,66",-,Striker,AM
,Sergio Granados,Left Winger,"Jan 13, 2000 ",24,['Spain'],Spain,Valencia,"1,81",-,Striker,
,Antonio García,Left Winger,"Apr 22, 2000 ",24,['Spain'],Spain,Murcia,,-,Striker,CF
,Fernando Martínez,Left Winger,"Jan 1, 2000 ",24,['Spain'],Spain,Sevilla,,-,Striker,CF
11.0,Adri Gómez,Left Winger,"Jul 18, 2000 ",24,['Spain'],Spain,Benatae,,-,Striker,
15.0,Pedro Pata,Left Winger,"May 1, 2000 ",24,['Spain'],Spain,Punta Umbría,"1,73",-,Striker,LB
22.0,Ekaitz Zarranz,Left Winger,"Nov 26, 2000 ",23,['Spain'],Spain,Zizur Nagusia,"1,77",-,Striker,
,Eric Banaclocha,Left Winger,"Aug 9, 2000 ",24,['Spain'],Spain,Barcelona,,-,Striker,CM
17.0,Juan Oñate,Left Winger,"Nov 13, 2000 ",23,['Spain'],Spain,Málaga,"1,69",-,Striker,RW
,Sergio Douterelo,Left Winger,"Feb 20, 2000 ",24,['Spain'],Spain,Madrid,,-,Striker,LB
11.0,Martín Crespo,Left Winger,"Nov 17, 2000 ",23,['Spain'],Spain,Soutomaior,,-,Striker,
,Mamadou Touré Diawara,Left Winger,"Jan 30, 2000 ",24,"['Spain', ""Cote d'Ivoire""]",Spain,Granollers,"1,79",-,Striker,SS   LM
16.0,Álex Baena,Left Winger,"Jul 20, 2001 ",23,['Spain'],Spain,Roquetas de Mar,"1,74",€40.00m,Striker,AM   RW
20.0,Bryan Gil,Left Winger,"Feb 11, 2001 ",23,['Spain'],Spain,Barbate (Cádiz),"1,75",€14.00m,Striker,RW   AM
24.0,Víctor Mollejo,Left Winger,"Jan 21, 2001 ",23,['Spain'],Spain,Alcázar de San Juan,"1,77",€3.00m,Striker,RW   SS
11.0,Kevin Medina,Left Winger,"Feb 26, 2001 ",23,['Spain'],Spain,Málaga,"1,73",€800k,Striker,CF   RW
10.0,Álvaro Martín,Left Winger,"Jan 15, 2001 ",23,['Spain'],Spain,Madrid,"1,74",€500k,Striker,RW   AM
11.0,Miguel Puche,Left Winger,"Apr 30, 2001 ",23,['Spain'],Spain,Tarazona,"1,80",€400k,Striker,RW   CF
17.0,Javi López,Left Winger,"May 5, 2001 ",23,['Spain'],Spain,Barcelona,"1,83",€200k,Striker,AM   RW
19.0,Kenneth Soler,Left Winger,"Feb 16, 2001 ",23,['Spain'],Spain,Tarragona,"1,75",€200k,Striker,AM   RW
21.0,Jorge Padilla,Left Winger,"Apr 23, 2001 ",23,['Spain'],Spain,Fuerteventura,"1,75",€150k,Striker,RW   CF
7.0,Miquel Alorda,Left Winger,"Jun 13, 2001 ",23,['Spain'],Spain,Palma de Mallorca,"1,75",€150k,Striker,SS   RW
18.0,Asier Teijeira,Left Winger,"Oct 10, 2001 ",22,['Spain'],Spain,Zumárraga,,€100k,Striker,
,Adri Ferrer,Left Winger,"Feb 12, 2001 ",23,['Spain'],Spain,Melilla,"1,86",€50k,Striker,LB
18.0,Ayoub El Battioui,Left Winger,"Apr 2, 2001 ",23,"['Spain', 'Morocco']",Spain,Madrid,"1,82",€25k,Striker,CF   RW
7.0,Ander Barrenetxea,Left Winger,"Dec 27, 2001 ",22,['Spain'],Spain,Donostia-San Sebastián,"1,75",€20.00m,Striker,RW   RB
19.0,Bryan Zaragoza,Left Winger,"Sep 9, 2001 ",23,['Spain'],Spain,Málaga,"1,64",€12.00m,Striker,RW   AM
7.0,Borja Sainz,Left Winger,"Feb 21, 2001 ",23,['Spain'],Spain,Leioa,"1,74",€2.20m,Striker,RW
11.0,Diego Collado,Left Winger,"Jan 9, 2001 ",23,['Spain'],Spain,Granada,"1,83",€800k,Striker,RW   CF
19.0,Arnau Ortiz,Left Winger,"Oct 29, 2001 ",22,['Spain'],Spain,Figueres,"1,75",€400k,Striker,RW
11.0,Marco Camus,Left Winger,"Nov 16, 2001 ",22,['Spain'],Spain,Santander,"1,81",€300k,Striker,RW
22.0,Unai Buján,Left Winger,"Feb 8, 2001 ",23,['Spain'],Spain,Barakaldo,"1,74",€200k,Striker,RW
21.0,Carlos Mattheus,Left Winger,"Oct 25, 2001 ",22,['Spain'],Spain,Bilbao,"1,85",€150k,Striker,AM   RW
14.0,Mario da Costa,Left Winger,"May 14, 2001 ",23,['Spain'],Spain,Málaga,"1,82",€150k,Striker,AM   CM
7.0,Tiko Iniesta,Left Winger,"Jun 7, 2001 ",23,['Spain'],Spain,Murcia,"1,74",€100k,Striker,RW
7.0,Samu Pérez,Left Winger,"Jun 10, 2001 ",23,['Spain'],Spain,Gijón,,€100k,Striker,RW   CF
18.0,Adrián Garrido,Left Winger,"Nov 18, 2001 ",22,"['Equatorial Guinea', 'Spain']",Spain,Palma de Mallorca,,€50k,Striker,CF
,Sid'Ahmed Taya,Left Winger,"Dec 29, 2001 ",22,"['Spain', 'Mauritania']",Spain,Las Palmas,"1,80",-,Striker,RW   CF
16.0,Mingui,Left Winger,"Nov 26, 2001 ",22,['Spain'],Spain,Málaga,"1,65",-,Striker,
,Gabriel Ajuchi,Left Winger,"Sep 20, 2001 ",22,"['Spain', 'Nigeria']",Spain,Sevilla,,-,Striker,CF   RW
17.0,Taufek Bayoud,Left Winger,"Mar 15, 2001 ",23,"['Spain', 'Morocco']",Spain,Ceuta,"1,78",-,Striker,RW   AM
,Kiko Carmona,Left Winger,"Dec 21, 2001 ",22,['Spain'],Spain,,"1,78",-,Striker,RW
,Iván Sánchez,Left Winger,"Sep 4, 2001 ",23,['Spain'],Spain,,"1,67",-,Striker,
,Ahmed Chaibi,Left Winger,"Aug 20, 2001 ",23,"['Morocco', 'Spain']",Spain,,,-,Striker,RW   CF
,Álvaro Álvarez,Left Winger,"Jun 28, 2001 ",23,['Spain'],Spain,Ayamonte,,-,Striker,LB
,Sergio Benítez,Left Winger,"Apr 28, 2001 ",23,['Spain'],Spain,Algeciras,,-,Striker,
,Álex Loro,Left Winger,"Sep 21, 2001 ",22,['Spain'],Spain,Ciudad Real,"1,70",-,Striker,
16.0,Dani Pérez,Left Winger,"Mar 4, 2001 ",23,['Spain'],Spain,Calamonte,"1,78",-,Striker,RW   CF
,Alejandro Casado,Left Winger,"Dec 3, 2001 ",22,['Spain'],Spain,Soria,"1,77",-,Striker,
21.0,Alvi Gil,Left Winger,"Mar 21, 2001 ",23,['Spain'],Spain,Valladolid,,-,Striker,RW   CF
20.0,Álex Monerris,Left Winger,"Jun 16, 2001 ",23,['Spain'],Spain,Alicante,,-,Striker,RW   AM
,Jesús García,Left Winger,"Oct 24, 2001 ",22,['Spain'],Spain,Mallorca,,-,Striker,CF
,Ismael Agüero,Left Winger,"Aug 7, 2001 ",23,['Spain'],Spain,Santander,"1,76",-,Striker,
,Álex Briega,Left Winger,"Dec 19, 2001 ",22,['Spain'],Spain,Madrid,"1,78",-,Striker,RW   AM
,Ale Delgado,Left Winger,"Oct 30, 2001 ",22,['Spain'],Spain,Santa Cruz de Tenerife,"1,79",-,Striker,RW
,Diego Pinto,Left Winger,"Jul 27, 2001 ",23,['Spain'],Spain,La Palma del Condado,"1,72",-,Striker,
,Jony García,Left Winger,"Jul 21, 2001 ",23,['Spain'],Spain,La Orotava,"1,74",-,Striker,RW
19.0,Youssef Zayzoun,Left Winger,"May 7, 2001 ",23,"['Spain', 'Morocco']",Spain,Palamós,"1,83",-,Striker,RW   CF
,Iván Chacón,Left Winger,"Jan 1, 2001 ",23,['Spain'],Spain,Algeciras,,-,Striker,
,Toñin,Left Winger,"Jul 2, 2001 ",23,['Spain'],Spain,Santoña,"1,70",-,Striker,
,Carlos Martínez,Left Winger,"Oct 21, 2001 ",22,['Spain'],Spain,Pontevedra,,-,Striker,SS
,Perotti,Left Winger,"Jun 16, 2001 ",23,['Spain'],Spain,Gerena,"1,70",-,Striker,RW   AM
21.0,Javi Berenguer,Left Winger,"Jun 25, 2001 ",23,['Spain'],Spain,Aspe,,-,Striker,CF
,Manex Asategi,Left Winger,"Aug 5, 2001 ",23,['Spain'],Spain,Durango,"1,71",-,Striker,
22.0,Javi Vargas,Left Winger,"Mar 6, 2001 ",23,['Spain'],Spain,Villanueva del Ariscal,,-,Striker,AM   RW
,David Franco,Left Winger,"Mar 28, 2001 ",23,"['Spain', 'Ecuador']",Spain,Collado Villalba,"1,68",-,Striker,RW   AM
,Marco Diliberto,Left Winger,"May 7, 2001 ",23,['Spain'],Spain,Tafalla,"1,82",-,Striker,CF
7.0,Juan Antonio Guirado,Left Winger,"Mar 16, 2001 ",23,['Spain'],Spain,Marbella,"1,79",-,Striker,RW
22.0,Roberto Fernández,Left Winger,"Feb 12, 2001 ",23,['Spain'],Spain,Mérida,,-,Striker,RW
7.0,Fernando Muriel,Left Winger,"Apr 30, 2001 ",23,['Spain'],Spain,Salamanca,"1,70",-,Striker,RW
,Suaibo Sanneh,Left Winger,"Jun 16, 2001 ",23,"['Spain', 'The Gambia']",Spain,Pineda de Mar,,-,Striker,RW
9.0,Eric Pérez,Left Winger,"May 18, 2001 ",23,['Spain'],Spain,Ermua,"1,80",-,Striker,RW
,Diego Fernández,Left Winger,"Jan 17, 2001 ",23,['Spain'],Spain,Santurtzi,"1,86",-,Striker,AM
23.0,Aramis García,Left Winger,"Jan 21, 2001 ",23,['Spain'],Spain,Salamanca,"1,77",-,Striker,SS   RW
16.0,Pelayo Morilla,Left Winger,"Jul 12, 2001 ",23,['Spain'],Spain,Oviedo,"1,82",-,Striker,
10.0,Nico Williams,Left Winger,"Jul 12, 2002 ",22,"['Spain', 'Ghana']",Spain,Pamplona,"1,81",€70.00m,Striker,RW
7.0,Jeremy Sarmiento,Left Winger,"Jun 16, 2002 ",22,"['Ecuador', 'England']",Spain,Madrid,"1,78",€7.00m,Striker,RW   AM
9.0,Dani Queipo,Left Winger,"May 22, 2002 ",22,['Spain'],Spain,Oviedo,"1,68",€800k,Striker,
10.0,Yeremay Hernández,Left Winger,"Dec 10, 2002 ",21,['Spain'],Spain,Las Palmas,"1,69",€700k,Striker,RW   AM
19.0,Raúl Dacosta,Left Winger,"Jan 26, 2002 ",22,['Spain'],Spain,Ourense,"1,75",€250k,Striker,
21.0,Rafa Llorente,Left Winger,"Dec 6, 2002 ",21,['Spain'],Spain,Madrid,"1,86",€200k,Striker,RW   SS
17.0,Zacarías Ghailán,Left Winger,"Jun 28, 2002 ",22,"['Morocco', 'Spain']",Spain,Barcelona,"1,73",€150k,Striker,RW   RB
,Alex Cañizares,Left Winger,"Oct 4, 2002 ",21,['Spain'],Spain,Jerez de la Frontera,,€100k,Striker,
24.0,Ayán Galván,Left Winger,"May 4, 2002 ",22,"['Spain', 'Ethiopia']",Spain,Elda,"1,75",€50k,Striker,RW
7.0,Sergio González,Left Winger,"Apr 8, 2002 ",22,['Spain'],Spain,Llíria,"1,74",€50k,Striker,
22.0,Antonio Arcos,Left Winger,"Apr 7, 2002 ",22,['Spain'],Spain,Sevilla,"1,78",€50k,Striker,RW   RB
14.0,Iñigo Burusco,Left Winger,"Jul 19, 2002 ",22,['Spain'],Spain,Pamplona,,€25k,Striker,
,Canario,Left Winger,"Oct 9, 2002 ",21,['Spain'],Spain,Murcia,"1,85",-,Striker,LB   LB
16.0,Diego López,Left Winger,"May 13, 2002 ",22,['Spain'],Spain,Turón,"1,72",€14.00m,Striker,RW   CF
11.0,Raúl Moro,Left Winger,"Dec 5, 2002 ",21,['Spain'],Spain,Abrera,"1,69",€2.50m,Striker,RW   CF
19.0,Javi Llabrés,Left Winger,"Sep 11, 2002 ",22,['Spain'],Spain,Binissalem,"1,74",€700k,Striker,SS   RW
11.0,Óscar Aranda,Left Winger,"Apr 29, 2002 ",22,['Spain'],Spain,Granada,"1,81",€500k,Striker,RW   SS
11.0,Alassan Manjam,Left Winger,"Sep 12, 2002 ",22,"['Spain', 'Guinea-Bissau']",Spain,Santa Cruz de Tenerife,"1,77",€200k,Striker,RW
31.0,Ángel Troncho,Left Winger,"Oct 2, 2002 ",21,['Spain'],Spain,Benicarló,,€200k,Striker,AM
29.0,Nene,Left Winger,"Aug 24, 2002 ",22,['Spain'],Spain,Madrid,"1,74",€100k,Striker,RW   SS
18.0,Alberto Baldé,Left Winger,"Mar 21, 2002 ",22,"['Dominican Republic', 'Northern Ireland']",Spain,Madrid,"1,78",€75k,Striker,CF   RW
27.0,Amadou Konate,Left Winger,"Sep 14, 2002 ",22,"['Spain', 'Senegal']",Spain,Palma de Mallorca,"1,97",€50k,Striker,LB
,Rubén Sáiz,Left Winger,"Jul 24, 2002 ",22,['Spain'],Spain,,"1,82",€50k,Striker,AM   RW
21.0,Moi Parra,Left Winger,"Jun 4, 2002 ",22,['Spain'],Spain,Huelva,,€25k,Striker,RW   CF
,Arnau Bravo,Left Winger,"Mar 29, 2002 ",22,['Spain'],Spain,Barcelona,"1,70",€10k,Striker,
,Adrián Esperalta,Left Winger,"Jun 5, 2002 ",22,['Spain'],Spain,Madrid,,-,Striker,RW   CF
,Moha Ndiaye,Left Winger,"Jul 7, 2002 ",22,"['Spain', 'Senegal']",Spain,Almería,"1,88",-,Striker,CF   RW
12.0,Isaac Boudaoud,Left Winger,"Sep 4, 2002 ",22,"['Spain', 'Algeria']",Spain,Zaragoza,,-,Striker,SS   RW
,Darío Guerrero,Left Winger,"Jan 4, 2002 ",22,['Spain'],Spain,Huétor Tajar,"1,70",-,Striker,
11.0,Pablo Gallego,Left Winger,"Jun 21, 2002 ",22,['Spain'],Spain,,"1,72",-,Striker,RW   RB
,Álex Domingo,Left Winger,"Apr 27, 2002 ",22,['Spain'],Spain,Montejícar,"1,77",-,Striker,SS   RW
,Jaime Guillén,Left Winger,"Dec 4, 2002 ",21,['Spain'],Spain,Madrid,"1,81",-,Striker,SS   RW
,Gabriel Barroso,Left Winger,"Sep 25, 2002 ",21,['Spain'],Spain,A Coruña,,-,Striker,RW
,Igarki Grande,Left Winger,"Mar 28, 2002 ",22,['Spain'],Spain,Barakaldo,"1,77",-,Striker,
,Juan Barragán,Left Winger,"Sep 9, 2002 ",22,['Spain'],Spain,,"1,75",-,Striker,RW
,Naym,Left Winger,"Jan 1, 2002 ",22,['Spain'],Spain,Punta Umbria,,-,Striker,
,Diego Boza,Left Winger,"Aug 23, 2002 ",22,['Spain'],Spain,Gijón,"1,74",-,Striker,CF   AM
17.0,Xabier Etxebarria,Left Winger,"Jan 16, 2002 ",22,['Spain'],Spain,Artea,,-,Striker,CF   RW
,Juanma Vargas,Left Winger,"Apr 12, 2002 ",22,['Spain'],Spain,Jerez de la Frontera,,-,Striker,
,Yerai Rojas,Left Winger,"Sep 6, 2002 ",22,['Spain'],Spain,Linares,"1,75",-,Striker,
24.0,Coba da Costa,Left Winger,"Jul 26, 2002 ",22,"['Spain', 'Guinea']",Spain,La Mojonera,,-,Striker,CF   RW
,Jou Luna,Left Winger,"Apr 6, 2002 ",22,['Spain'],Spain,Zahara de la Sierra,,-,Striker,RW
,Alejandro Calle,Left Winger,"Jan 1, 2002 ",22,['Spain'],Spain,Vejer de la Frontera,,-,Striker,
20.0,Pablo Montero,Left Winger,"May 9, 2002 ",22,['Spain'],Spain,Madrid,"1,68",-,Striker,
23.0,Gonza Carmona,Left Winger,"Jan 30, 2002 ",22,['Spain'],Spain,,"1,77",-,Striker,RW
,Mario Alonso,Left Winger,"Apr 3, 2002 ",22,['Spain'],Spain,Vigo,"1,84",-,Striker,
10.0,David Vallecillo,Left Winger,"May 27, 2002 ",22,['Spain'],Spain,Valladolid,"1,85",-,Striker,AM   RW
20.0,Rubén Navas,Left Winger,"Oct 11, 2002 ",21,['Spain'],Spain,Córdoba,,-,Striker,
,Mario Argos,Left Winger,"Feb 15, 2002 ",22,['Spain'],Spain,Noja,"1,74",-,Striker,
,Sergio Guichard,Left Winger,"Feb 12, 2002 ",22,"['Spain', 'France']",Spain,Granada,"1,78",-,Striker,RW   SS
11.0,Mario Jiménez,Left Winger,"Dec 21, 2002 ",21,['Spain'],Spain,Madrid,"1,69",-,Striker,AM   RW
17.0,Julio Insa,Left Winger,"Aug 7, 2002 ",22,['Spain'],Spain,Valencia,,-,Striker,RW   AM
,Francesco Guidoni,Left Winger,"Feb 5, 2002 ",22,"['Italy', 'Spain']",Spain,Marbella,"1,72",-,Striker,
14.0,Amilcar Djau Codjovi,Left Winger,"Feb 22, 2002 ",22,"['Spain', 'England']",Spain,Zaragoza,"1,82",-,Striker,LM   AM
20.0,Andrés Campos,Left Winger,"May 14, 2002 ",22,['Spain'],Spain,Las Palmas de Gran Canaria,"1,78",-,Striker,
,Oriol Alsina,Left Winger,"Jan 1, 2002 ",22,['Spain'],Spain,Ripollet,,-,Striker,
,Sandro de Matías,Left Winger,"Jan 1, 2002 ",22,['Spain'],Spain,Jaraíz de la Vera,,-,Striker,
11.0,Estanis Pedrola,Left Winger,"Aug 24, 2003 ",21,['Spain'],Spain,Cambrils,"1,85",€2.00m,Striker,RW
30.0,Hugo Álvarez,Left Winger,"Jul 2, 2003 ",21,['Spain'],Spain,Ourense,"1,76",€1.50m,Striker,RW
18.0,Óscar Ureña,Left Winger,"May 31, 2003 ",21,"['Dominican Republic', 'Spain']",Spain,Figueres,"1,71",€400k,Striker,RW
,Luis Bilbao,Left Winger,"Mar 24, 2003 ",21,['Spain'],Spain,Berango,"1,83",€200k,Striker,RW
23.0,Isra Domínguez,Left Winger,"May 7, 2003 ",21,['Spain'],Spain,Antequera,"1,75",€150k,Striker,RW   SS
19.0,Darío Serra,Left Winger,"Jan 20, 2003 ",21,['Spain'],Spain,Vera,"1,80",€100k,Striker,RW   CF
19.0,Aimar González,Left Winger,"Sep 4, 2003 ",21,['Spain'],Spain,Agurain,"1,84",€100k,Striker,CF
10.0,David Vilán,Left Winger,"Mar 8, 2003 ",21,['Spain'],Spain,Soutomaior,"1,80",€100k,Striker,AM   RW
,Álex Jaraiz,Left Winger,"Jan 16, 2003 ",21,['Spain'],Spain,,,€50k,Striker,LW   CF
11.0,Javier Gascón,Left Winger,"Oct 6, 2003 ",20,['Spain'],Spain,Pamplona,"1,73",€50k,Striker,RW
9.0,Víctor Muñoz,Left Winger,"Jul 13, 2003 ",21,['Spain'],Spain,Barcelona,"1,73",€50k,Striker,RW   CF
,Álex Ginard,Left Winger,"Jul 28, 2003 ",21,['Spain'],Spain,Palma de Mallorca,"1,78",€25k,Striker,RW   AM
11.0,Diego Martín,Left Winger,"Aug 13, 2003 ",21,['Spain'],Spain,,,-,Striker,LB
77.0,Gabri Martínez,Left Winger,"Jan 22, 2003 ",21,['Spain'],Spain,Barcelona,"1,85",€1.80m,Striker,RW
22.0,Nico Serrano,Left Winger,"Mar 5, 2003 ",21,['Spain'],Spain,Pamplona,"1,76",€1.40m,Striker,RW   CF
21.0,Jeremy Jorge,Left Winger,"Feb 9, 2003 ",21,['Spain'],Spain,Las Palmas de Gran Canaria,,€200k,Striker,RW
24.0,Yago Santiago,Left Winger,"Apr 15, 2003 ",21,['Spain'],Spain,Vigo,"1,80",€200k,Striker,AM   RW
18.0,Charles Ondo,Left Winger,"Oct 22, 2003 ",20,"['Equatorial Guinea', 'Spain']",Spain,Madrid,"1,85",€150k,Striker,LB   CB
,Alejandro Gómez,Left Winger,"Jun 25, 2003 ",21,['Spain'],Spain,,,€100k,Striker,RW   AM
21.0,Josep Cerdà,Left Winger,"Feb 4, 2003 ",21,['Spain'],Spain,Pollença,"1,75",€100k,Striker,RW   AM
85.0,Diby Keita,Left Winger,"Jul 8, 2003 ",21,"['Mali', 'Spain']",Spain,Toledo,"1,81",€75k,Striker,RW
,Óscar Cantarero,Left Winger,"Mar 24, 2003 ",21,['Spain'],Spain,Córdoba,"1,75",€50k,Striker,
11.0,Diego de Pedro,Left Winger,"Feb 3, 2003 ",21,['Spain'],Spain,Almoradí,,€50k,Striker,RW   AM
11.0,Justice Badamusa,Left Winger,"Nov 12, 2003 ",20,['Nigeria'],Spain,Bormujos,,€25k,Striker,
25.0,Juan Sánchez,Left Winger,"Sep 25, 2003 ",20,['Spain'],Spain,Valladolid,"1,78",-,Striker,RW   SS
,Iñigo Pou,Left Winger,"Feb 26, 2003 ",21,['Spain'],Spain,Vitoria-Gasteiz,"1,73",-,Striker,RW   CF
,Alejandro Rodríguez,Left Winger,"Mar 31, 2003 ",21,['Spain'],Spain,Murcia,"1,70",-,Striker,RW   SS
,Jamie Isidoro-Marlowe,Left Winger,"Jun 3, 2003 ",21,"['Spain', 'Wales']",Spain,,,-,Striker,
,Adri González,Left Winger,"Jan 1, 2003 ",21,['Spain'],Spain,Malaga,,-,Striker,AM   RW
,John De la Cruz,Left Winger,"Aug 26, 2003 ",21,"['Spain', 'Dominican Republic']",Spain,Madrid,"1,80",-,Striker,RW   SS
20.0,Marcel Samsó,Left Winger,"Mar 26, 2003 ",21,['Spain'],Spain,,,-,Striker,RW   SS
,Dela,Left Winger,"Sep 11, 2003 ",21,['Spain'],Spain,Caravaca de la Cruz,"1,77",-,Striker,RW   SS
17.0,Antonio Toral,Left Winger,"May 17, 2003 ",21,['Spain'],Spain,Murcia,"1,70",-,Striker,RW   CF
,Juanpe Heredia,Left Winger,"Jun 6, 2003 ",21,['Spain'],Spain,Marbella,"1,80",-,Striker,
27.0,Samir Achkir,Left Winger,"Nov 15, 2003 ",20,['Finland'],Spain,Madrid,,-,Striker,RW
11.0,Imanol Fernández,Left Winger,"Jan 1, 2003 ",21,['Spain'],Spain,Vitoria-Gastéiz,,-,Striker,
,Javi Montava,Left Winger,"Apr 10, 2003 ",21,['Spain'],Spain,Alcoi,,-,Striker,LB
,Dani Borrasca,Left Winger,"Apr 22, 2003 ",21,['Spain'],Spain,Madrid,,-,Striker,AM   RW
11.0,José Manuel Pedrosa,Left Winger,"Jan 1, 2003 ",21,['Spain'],Spain,Albox,"1,76",-,Striker,
11.0,Alejandro Toper,Left Winger,"Jan 21, 2003 ",21,['Spain'],Spain,Ávila,,-,Striker,RW   CF
14.0,Arnau Forés,Left Winger,"Mar 1, 2003 ",21,['Spain'],Spain,Sant Gregori,,-,Striker,
16.0,Lluc Carrera,Left Winger,"Feb 7, 2003 ",21,['Spain'],Spain,Torelló,"1,73",-,Striker,RW   SS
8.0,Sergio Hinojosa,Left Winger,"Jan 2, 2003 ",21,['Spain'],Spain,Elche,,-,Striker,
,Omar Ugartemendia,Left Winger,"Feb 9, 2003 ",21,['Spain'],Spain,Leitza,,-,Striker,
11.0,Antonio Molina,Left Winger,"Jun 21, 2003 ",21,['Spain'],Spain,Huelva,"1,74",-,Striker,
14.0,Ibai Asenjo,Left Winger,"Nov 13, 2003 ",20,['Spain'],Spain,Ermua,"1,77",-,Striker,AM   RW
,Adrián San Emeterio,Left Winger,"Jan 14, 2003 ",21,['Spain'],Spain,Santander,"1,75",-,Striker,RW   CF
,Iker Carew,Left Winger,"Feb 9, 2003 ",21,"['Norway', 'Spain']",Spain,Murcia,,-,Striker,RW   SS
,Joan Pulpón,Left Winger,"Oct 7, 2003 ",20,['Spain'],Spain,Onda,"1,76",-,Striker,LB   RW
17.0,Alejandro Garnacho,Left Winger,"Jul 1, 2004 ",20,"['Argentina', 'Spain']",Spain,Madrid,"1,80",€45.00m,Striker,RW
19.0,José Antonio de la Rosa,Left Winger,"Jul 28, 2004 ",20,['Spain'],Spain,Huelva,"1,74",€300k,Striker,
47.0,Ángel Alarcón,Left Winger,"May 15, 2004 ",20,['Spain'],Spain,Castelldefels,"1,75",€300k,Striker,RW
7.0,José de León,Left Winger,"Mar 2, 2004 ",20,"['Dominican Republic', 'Spain']",Spain,Madrid,"1,85",€200k,Striker,AM   RW
18.0,Eder García,Left Winger,"Jan 4, 2004 ",20,['Spain'],Spain,Errenteria,,€150k,Striker,RW   SS
,Nando Raposo,Left Winger,"Jun 4, 2004 ",20,['Spain'],Spain,Sanlúcar de Barrameda,"1,71",€50k,Striker,
11.0,Yago Insua,Left Winger,"Aug 6, 2004 ",20,['Spain'],Spain,Vigo,,€25k,Striker,
12.0,Aday Alcalde,Left Winger,"Jul 23, 2004 ",20,['Spain'],Spain,Valladolid,,€25k,Striker,RW   SS
,Mateo Flenche,Left Winger,"Feb 10, 2004 ",20,"['Spain', 'Argentina']",Spain,Alicante,"1,80",-,Striker,RW
14.0,Luis Alomar,Left Winger,"Apr 13, 2004 ",20,['Spain'],Spain,Palma de Mallorca,"1,69",-,Striker,SS   RW
31.0,Uri Gómez,Left Winger,"Mar 15, 2004 ",20,['Spain'],Spain,La Garriga,"1,80",-,Striker,
,Arnau Prat,Left Winger,"Jan 1, 2004 ",20,['Spain'],Spain,Tona,,-,Striker,
,David Feter,Left Winger,"May 26, 2004 ",20,['Spain'],Spain,,"1,73",-,Striker,LM   CM
11.0,Salim El Jebari,Left Winger,"Feb 5, 2004 ",20,"['Morocco', 'Spain']",Spain,Madrid,"1,78",€1.00m,Striker,AM   RW
17.0,Fabio Blanco,Left Winger,"Feb 18, 2004 ",20,['Spain'],Spain,Almería,"1,73",€300k,Striker,RW
7.0,Sergio Rodelas,Left Winger,"Dec 1, 2004 ",19,['Spain'],Spain,Granada,"1,68",€200k,Striker,RW
11.0,Xavi Moreno,Left Winger,"Nov 5, 2004 ",19,['Spain'],Spain,Torrelles de Llobregat,,€200k,Striker,LB
23.0,Fabián Urzain,Left Winger,"Apr 11, 2004 ",20,['Spain'],Spain,Segovia,"1,79",€100k,Striker,AM
16.0,Iñaki Alberca,Left Winger,"Mar 13, 2004 ",20,['Spain'],Spain,Pamplona,,€25k,Striker,RW
,Juli Martínez,Left Winger,"Apr 28, 2004 ",20,['Spain'],Spain,Elche,,€25k,Striker,LB
,Guillermo Montesinos,Left Winger,"Aug 9, 2004 ",20,['Spain'],Spain,Beniel,,-,Striker,
14.0,Manu Márquez,Left Winger,"Mar 16, 2004 ",20,['Spain'],Spain,Madrid,"1,72",-,Striker,AM   RW
,Julian Boufelja-Kassou-Soria,Left Winger,N/A ,19,"['Spain', 'Morocco']",Spain,,,-,Striker,RW   CF
11.0,Johan Guedes,Left Winger,"Aug 23, 2004 ",20,['Spain'],Spain,Valsequillo,,-,Striker,RW   CF
,Aron Rodrigo,Left Winger,"Oct 7, 2004 ",19,"['Andorra', 'Spain']",Spain,Lleida,,-,Striker,RW
