Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Valentín Umeres,Left Winger,"Jun 16, 2003 ",20,['Argentina'],Argentina,Campana,"1,67",-,SS   RW
26.0,Agustín Ojeda,Left Winger,"Jun 19, 2004 ",19,['Argentina'],Argentina,Rosario,"1,69",€3.00m,RW   CM
,Tomás Rambert,Left Winger,"Jan 3, 2004 ",20,"['Argentina', 'France']",Argentina,Buenos Aires,"1,81",€50k,
,Lautaro Zotta,Left Winger,"May 1, 2004 ",19,['Argentina'],Argentina,Buenos Aires,"1,80",€10k,
,Alejo Garnica,Left Winger,"Jan 1, 2004 ",20,['Argentina'],Argentina,Rosario,,-,LM
10.0,Mateo Sanabria,Left Winger,"Mar 31, 2004 ",19,['Argentina'],Argentina,Lomas de Zamora,"1,78",€325k,RW
35.0,Misael Jaime,Left Winger,"Jan 13, 2004 ",20,['Argentina'],Argentina,Rosario,"1,72",€25k,RW   SS
23.0,Tomas Agustin Garcia,Left Winger,"Jan 30, 2004 ",20,['Argentina'],Argentina,,,-,RW
25.0,Dylan Aquino,Left Winger,"Jun 4, 2005 ",18,['Argentina'],Argentina,Quilmes,"1,71",€75k,
11.0,Franco Pelozo,Left Winger,"Aug 11, 2005 ",18,['Argentina'],Argentina,Santa Fe,,-,
,Juan Pablo Arango,Left Winger,"May 29, 2005 ",18,['Argentina'],Argentina,Necochea,"1,65",-,LM   AM
,Jeronimo Russo,Left Winger,"May 30, 2005 ",18,"['Argentina', 'Italy']",Argentina,Rosario,,€25k,RW
,Joaquín Flores,Left Winger,"May 28, 2005 ",18,['Argentina'],Argentina,San Miguel de Tucumán,"1,68",-,CF
,Sebastian Valdes,Right Winger,"Nov 14, 1985 ",38,"['Argentina', 'Spain']",Argentina,Buenos Aires,"1,77",-,AM   LW
7.0,Marcelo Bergese,Right Winger,"Apr 30, 1985 ",38,['Argentina'],Argentina,Pasco,"1,76",-,LW   SS
,Juan Manuel Martínez,Right Winger,"Oct 25, 1985 ",38,"['Argentina', 'Portugal']",Argentina,Viedma,"1,77",-,LW   SS
,Facundo Castillón,Right Winger,"Aug 21, 1985 ",38,['Argentina'],Argentina,Rosario,"1,73",-,LW   SS
,Sebastián Ereros,Right Winger,"Apr 19, 1985 ",38,['Argentina'],Argentina,Caseros,"1,68",-,CF
,Pablo Barrientos,Right Winger,"Jan 17, 1985 ",39,"['Argentina', 'Chile']",Argentina,Comodoro Rivadavia,"1,76",-,LW   AM
11.0,Gastón Lezcano,Right Winger,"Nov 21, 1986 ",37,['Argentina'],Argentina,San Nicolás,"1,68",€350k,LW
,Cristian Criniti,Right Winger,"Oct 20, 1986 ",37,"['Argentina', 'Italy']",Argentina,Rosario,"1,72",-,LW   AM
,Marcos Ovejero,Right Winger,"Nov 23, 1986 ",37,"['Bolivia', 'Argentina']",Argentina,La Plata,"1,70",-,CF   LW
,Diego Galeano,Right Winger,"Feb 24, 1986 ",38,['Argentina'],Argentina,Mar del Plata,"1,66",-,
7.0,Maximiliano Núñez,Right Winger,"Sep 17, 1986 ",37,['Argentina'],Argentina,Burzaco,"1,69",€75k,LM   RM
,Leandro Guaita,Right Winger,"May 19, 1986 ",37,"['Argentina', 'Italy']",Argentina,La Plata,"1,70",-,RM   SS
,Ernesto Garín,Right Winger,"Jan 8, 1986 ",38,['Argentina'],Argentina,Godoy Cruz,"1,73",-,
,Mauricio Sperduti,Right Winger,"Feb 16, 1986 ",38,"['Argentina', 'Italy']",Argentina,Rosario,"1,80",-,CF   RM
10.0,Lionel Messi,Right Winger,"Jun 24, 1987 ",36,"['Argentina', 'Spain']",Argentina,Rosario,"1,70",€35.00m,CF   SS
,Alejandro González,Right Winger,"Nov 24, 1987 ",36,['Argentina'],Argentina,Lujan,"1,77",-,
,Pablo Vercellino,Right Winger,"Apr 18, 1987 ",36,['Argentina'],Argentina,Concordia,,-,
,Federico Comini,Right Winger,"Jan 26, 1987 ",37,"['Argentina', 'Italy']",Argentina,Berrotarán Cordoba,"1,71",-,RM
,Fede,Right Winger,"Apr 9, 1987 ",36,"['Argentina', 'Spain']",Argentina,Avellaneda,"1,81",-,AM   CF
,Fabián Bordagaray,Right Winger,"Feb 15, 1987 ",37,['Argentina'],Argentina,Avellaneda,"1,73",€50k,CF
15.0,Ramiro Lago,Right Winger,"Oct 14, 1987 ",36,"['Argentina', 'Italy']",Argentina,Rosario,"1,73",-,SS   CF
,Román Strada,Right Winger,"Aug 16, 1987 ",36,['Argentina'],Argentina,Monte Buey,"1,80",-,
,Leandro Ledesma,Right Winger,"Mar 15, 1987 ",37,['Argentina'],Argentina,Santa Fé,"1,75",-,
,Gonzalo Abán,Right Winger,"Jun 11, 1987 ",36,['Argentina'],Argentina,Rincón,"1,79",-,CF   RM
11.0,Ángel Di María,Right Winger,"Feb 14, 1988 ",36,"['Argentina', 'Italy']",Argentina,Rosario,"1,78",€4.00m,LW   AM
12.0,Ciro Rius,Right Winger,"Oct 27, 1988 ",35,['Argentina'],Argentina,Rosario,"1,71",€175k,LW   SS
,Maximiliano Gómez,Right Winger,"Jan 3, 1988 ",36,"['Argentina', 'Bolivia']",Argentina,Rosario,"1,80",€75k,AM   RM
,Matías Sproat,Right Winger,"Mar 10, 1988 ",36,['Argentina'],Argentina,La Plata,"1,80",-,LW   RM
,Alejandro Bordonaro,Right Winger,"Apr 20, 1988 ",35,['Argentina'],Argentina,Córdoba,"1,84",-,
,Nicolás Ramírez,Right Winger,"Feb 18, 1988 ",36,['Argentina'],Argentina,Buenos Aires,"1,73",-,LW
33.0,Emanuel Dening,Right Winger,"Dec 14, 1988 ",35,['Argentina'],Argentina,Goya,"1,73",€225k,CF   LW
,Emmanuel Ledesma,Right Winger,"May 24, 1988 ",35,"['Argentina', 'Italy']",Argentina,Quilmes,"1,80",€100k,CF   LW
,Martín Giménez,Right Winger,"Sep 30, 1988 ",35,['Argentina'],Argentina,Florida,"1,87",-,
7.0,Marcos Litre,Right Winger,"Sep 14, 1988 ",35,['Argentina'],Argentina,Pigué,"1,80",-,LW
,Gino Clara,Right Winger,"May 26, 1988 ",35,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,70",-,
7.0,Lucas Mancinelli,Right Winger,"Jul 6, 1989 ",34,['Argentina'],Argentina,La Plata,"1,68",€350k,LW   CF
,Leonardo Acosta,Right Winger,"Apr 17, 1989 ",34,['Argentina'],Argentina,Paraná,,-,CF
,Matías Grandis,Right Winger,"Sep 15, 1989 ",34,['Argentina'],Argentina,Oliva Córdoba,"1,80",-,CF
,Mauro Fernández,Right Winger,"Mar 31, 1989 ",34,"['Argentina', 'Spain']",Argentina,Puerto Madryn,"1,69",€225k,LW   CF
,Martín Tonso,Right Winger,"Oct 19, 1989 ",34,"['Argentina', 'Italy']",Argentina,Colonia Godeken,"1,75",-,AM   LW
,Emiliano Lencina,Right Winger,"Feb 18, 1989 ",35,['Argentina'],Argentina,San Francisco (Córdoba),"1,68",-,
10.0,Eduardo Salvio,Right Winger,"Jul 13, 1990 ",33,['Argentina'],Argentina,Avellaneda,"1,73",€1.80m,RM   CF
,Christian Bernardi,Right Winger,"Mar 10, 1990 ",34,['Argentina'],Argentina,Córdoba,"1,77",€500k,RM   LW
10.0,Cristián Ivanobski,Right Winger,"Feb 11, 1990 ",34,"['Argentina', 'North Macedonia']",Argentina,Tigre,"1,69",€200k,LW   RM
,Gonzalo Rodríguez,Right Winger,"Sep 18, 1990 ",33,['Argentina'],Argentina,,"1,78",€25k,CF
,Jeremias Zenón,Right Winger,"May 27, 1990 ",33,['Argentina'],Argentina,Santa Rosa de Calamuchita,"1,65",-,
,Juan Carlos Lescano,Right Winger,"Dec 18, 1990 ",33,['Argentina'],Argentina,Rosario,"1,70",-,LW
,Alexis Bulgarelli,Right Winger,"Sep 19, 1990 ",33,['Argentina'],Argentina,Pergamino,"1,71",-,RM   AM
9.0,Lisandro Alzugaray,Right Winger,"Apr 17, 1990 ",33,['Argentina'],Argentina,Viale,"1,70",€700k,LW   CM
,Fernando Brandán,Right Winger,"Mar 27, 1990 ",33,"['Argentina', 'Romania']",Argentina,Mendoza,"1,65",€225k,LW   AM
,Facundo Curuchet,Right Winger,"Jan 21, 1990 ",34,['Argentina'],Argentina,Gualeguaychú,"1,76",€175k,CF   LW
,Juan Martín Imbert,Right Winger,"Mar 31, 1990 ",33,['Argentina'],Argentina,San Miguel de Tucumán,"1,71",€25k,CF   AM
,Mauro Montenegro,Right Winger,"Nov 22, 1990 ",33,['Argentina'],Argentina,Moreno (BUE),"1,72",-,
,Walter Mazzolatti,Right Winger,"Apr 25, 1990 ",33,['Argentina'],Argentina,San Juan,"1,77",-,
,Rodrigo Depetris,Right Winger,"May 5, 1990 ",33,"['Argentina', 'Italy']",Argentina,San Jorge,"1,76",-,SS
22.0,Claudio Aquino,Right Winger,"Jul 24, 1991 ",32,['Argentina'],Argentina,Adrogué,"1,73",€1.80m,LW   SS
,Carlos Auzqui,Right Winger,"Mar 16, 1991 ",33,['Argentina'],Argentina,Longchamps,"1,80",€350k,LW
,Federico Jourdan,Right Winger,"Jan 13, 1991 ",33,['Argentina'],Argentina,Santa Fe,"1,78",€175k,RM
,Joan Gaona,Right Winger,"Sep 6, 1991 ",32,['Argentina'],Argentina,Buenos Aires,"1,68",-,
,Brian Williman,Right Winger,"Oct 2, 1991 ",32,['Andorra'],Argentina,Buenos Aires,,-,
,Ivo Hongn,Right Winger,"May 28, 1991 ",32,['Argentina'],Argentina,Córdoba,"1,77",-,LW
,Joel Acosta,Right Winger,"Jan 16, 1991 ",33,"['Argentina', 'Italy']",Argentina,Villa Gobernador Gálvez,"1,76",-,LW   SS
7.0,Cristian Bordacahar,Right Winger,"Oct 27, 1991 ",32,"['Argentina', 'Peru']",Argentina,Laprida,"1,80",€425k,CF
,Matías Pisano,Right Winger,"Dec 13, 1991 ",32,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,62",€325k,LW   AM
,Emiliano Delasoie,Right Winger,"Mar 8, 1991 ",33,['Argentina'],Argentina,Villa Elisa (ERI),"1,68",-,
,Santiago Carletti,Right Winger,"Aug 22, 1991 ",32,['Argentina'],Argentina,Rosario,"1,91",-,LW   AM
,Ramiro Maldonado,Right Winger,"Jul 20, 1991 ",32,['Argentina'],Argentina,Rosario,"1,75",-,LW   AM
,Fabián Muñoz,Right Winger,"Nov 3, 1991 ",32,['Argentina'],Argentina,Rufino,"1,75",-,LW   CF
11.0,Maximiliano Meza,Right Winger,"Dec 15, 1992 ",31,['Argentina'],Argentina,General Paz,"1,81",€4.00m,AM   LW
34.0,Sebastián Palacios,Right Winger,"Jan 20, 1992 ",32,['Argentina'],Argentina,San Miguel de Tucumán,"1,69",€2.50m,CF   LW
9.0,Facundo Callejo,Right Winger,"Jul 2, 1992 ",31,['Argentina'],Argentina,Tandil,"1,70",€350k,LW   CF
88.0,Gabriel Gudiño,Right Winger,"Mar 16, 1992 ",32,['Argentina'],Argentina,Porteña,"1,72",€300k,
,Ezequiel Aguirre,Right Winger,"Jan 10, 1992 ",32,['Argentina'],Argentina,Rosario,"1,55",€200k,LW
10.0,Pablo Banegas,Right Winger,"Feb 13, 1992 ",32,"['Argentina', 'Italy']",Argentina,Cordoba,"1,78",€150k,SS   AM
,Patricio Vidal,Right Winger,"Apr 8, 1992 ",31,['Argentina'],Argentina,San Miguel de Tucúman,"1,78",€150k,LW   CF
20.0,Lucas Gálvez,Right Winger,"Apr 5, 1992 ",31,['Argentina'],Argentina,Rio Gallegos,,-,RM   LM
,Aldo Araujo,Right Winger,"Jan 3, 1992 ",32,['Argentina'],Argentina,,"1,69",-,LW   SS
7.0,Eduardo Puchetta,Right Winger,"Jun 21, 1992 ",31,['Argentina'],Argentina,San Nicolás,"1,70",-,LW   RB
17.0,Erik Lamela,Right Winger,"Mar 4, 1992 ",32,"['Argentina', 'Spain']",Argentina,Carapachay,"1,84",€3.00m,LW   AM
22.0,Augusto Solari,Right Winger,"Jan 3, 1992 ",32,"['Argentina', 'Italy']",Argentina,Rosario,"1,76",€1.00m,RM   RB
10.0,Juan Garro,Right Winger,"Nov 24, 1992 ",31,['Argentina'],Argentina,Mendoza,"1,79",€350k,LW   CF
7.0,Ezequiel Cerutti,Right Winger,"Jan 17, 1992 ",32,"['Argentina', 'Italy']",Argentina,Junín,"1,79",€300k,LW   SS
10.0,Damián Zamorano,Right Winger,"Nov 22, 1992 ",31,"['Argentina', 'Spain']",Argentina,Mar del Plata,"1,73",€200k,AM   RB
,Lucas Baldunciel,Right Winger,"Mar 22, 1992 ",32,['Argentina'],Argentina,Buenos Aires,"1,67",€150k,CF   LW
,Federico Chacón,Right Winger,"Feb 3, 1992 ",32,['Argentina'],Argentina,Villa Luzuriaga (BUE),,-,
,Hernán Gautier,Right Winger,"Jul 30, 1992 ",31,['Argentina'],Argentina,Mendoza,,-,
,Gustavo Villarruel,Right Winger,"Apr 2, 1992 ",31,['Argentina'],Argentina,San Lorenzo,"1,72",-,RM   SS
,Agustín Curima,Right Winger,"Jul 21, 1992 ",31,['Argentina'],Argentina,La Plata,"1,74",-,
7.0,Emiliano Rigoni,Right Winger,"Feb 4, 1993 ",31,"['Argentina', 'Italy']",Argentina,Colonia Caroya,"1,80",€2.50m,RM   LW
11.0,Juan Iturbe,Right Winger,"Jun 4, 1993 ",30,"['Paraguay', 'Argentina']",Argentina,Buenos Aires,"1,73",€1.00m,LW   SS
21.0,Rodrigo Gómez,Right Winger,"Jan 2, 1993 ",31,['Argentina'],Argentina,Santa Fe,"1,68",€250k,LW   AM
,Maximiliano Casa,Right Winger,"Feb 18, 1993 ",31,['Argentina'],Argentina,Villa Constitución,"1,81",€175k,
22.0,Guillermo Stradella,Right Winger,"Sep 16, 1993 ",30,"['Argentina', 'El Salvador']",Argentina,,"1,68",€150k,LW   CM
,Matías Báez,Right Winger,"Apr 2, 1993 ",30,['Argentina'],Argentina,Santiago del Estero,"1,73",-,AM   LW
,Guillermo Funes,Right Winger,"Aug 28, 1993 ",30,['Argentina'],Argentina,Rafaela,"1,85",-,
,Francisco Aman,Right Winger,"Apr 17, 1993 ",30,['Argentina'],Argentina,,"1,78",-,SS   LW
,Lucas Chacana,Right Winger,"Jun 16, 1993 ",30,"['Argentina', 'Italy']",Argentina,San Miguel de Tucumán,"1,79",-,CF   LW
10.0,Fede Cartabia,Right Winger,"Jan 20, 1993 ",31,"['United Arab Emirates', 'Argentina']",Argentina,Rosario,"1,69",€2.50m,LW   AM
,Leonardo Marinucci,Right Winger,"Feb 28, 1993 ",31,['Argentina'],Argentina,Berisso,"1,75",€275k,CF
,Matías Nouet,Right Winger,"Jan 20, 1993 ",31,['Argentina'],Argentina,San Pedro (BUE),"1,79",€175k,
7.0,Facundo Juárez,Right Winger,"Nov 8, 1993 ",30,['Argentina'],Argentina,Santiago del Estero,"1,66",€150k,SS   LW
,Ignacio Cacheiro,Right Winger,"Mar 12, 1993 ",31,"['Argentina', 'Italy']",Argentina,Junín,"1,67",€50k,AM   LW
,Alan Balbi,Right Winger,"Feb 18, 1993 ",31,['Argentina'],Argentina,,"1,78",-,
,Matías Rojo,Right Winger,"Apr 19, 1993 ",30,['Argentina'],Argentina,Sunchales,"1,83",-,
,Juan Manuel Pérez,Right Winger,"Oct 14, 1993 ",30,"['Argentina', 'Chile']",Argentina,Mendoza,"1,79",-,SS
10.0,Leandro Figueroa,Right Winger,"Mar 28, 1993 ",30,['Argentina'],Argentina,Granadero Baigorria,"1,70",-,CF   LW
15.0,Héctor Villalba,Right Winger,"Jul 26, 1994 ",29,"['Paraguay', 'Argentina']",Argentina,Buenos Aires,"1,72",€3.00m,RM   LW
30.0,Ángel González,Right Winger,"May 16, 1994 ",29,"['Argentina', 'Italy']",Argentina,Mendoza,"1,70",€500k,RM   LW
20.0,Maximiliano Comba,Right Winger,"Jan 16, 1994 ",30,['Argentina'],Argentina,La Cautiva,"1,70",€400k,LW   CM
,Nahuel Cainelli,Right Winger,"Aug 18, 1994 ",29,['Argentina'],Argentina,San Guillermo (SFE),"1,78",€275k,LW   AM
7.0,Mauro Ortiz,Right Winger,"Sep 27, 1994 ",29,['Argentina'],Argentina,Berazategui,"1,62",€50k,LW   CF
,Imanol Varela,Right Winger,"Dec 17, 1994 ",29,['Argentina'],Argentina,Buenos Aires,"1,84",-,CF   AM
,Ramiro Cáseres,Right Winger,"Jan 9, 1994 ",30,['Argentina'],Argentina,Ituzaingo,"1,68",-,SS   LW
19.0,Juan Pablo Ruíz,Right Winger,"Jan 10, 1994 ",30,['Argentina'],Argentina,Buenos Aires,"1,69",€650k,LW   CF
11.0,Julián Bonetto,Right Winger,"Jun 10, 1994 ",29,['Argentina'],Argentina,Firmat,"1,70",€400k,SS
10.0,Nicolás Maná,Right Winger,"Mar 25, 1994 ",29,['Argentina'],Argentina,Piamonte,"1,78",€300k,LW   SS
,Lucas Ontivero,Right Winger,"Sep 9, 1994 ",29,['Argentina'],Argentina,Catamarca,"1,70",€100k,LW   SS
,Santiago Tossi,Right Winger,"Sep 4, 1994 ",29,"['Argentina', 'Italy']",Argentina,,"1,64",-,RM
,Franco Pascuttini,Right Winger,"Mar 6, 1994 ",30,"['Argentina', 'Italy']",Argentina,Carlos Casares,"1,69",-,LW   CF
,Hernán Espíndola,Right Winger,"Oct 19, 1994 ",29,"['Australia', 'Argentina']",Argentina,Buenos Aires,"1,66",-,LW   SS
10.0,Ángel Correa,Right Winger,"Mar 9, 1995 ",29,"['Argentina', 'Spain']",Argentina,Rosario,"1,71",€18.00m,CF   SS
7.0,Ignacio Pussetto,Right Winger,"Dec 21, 1995 ",28,"['Argentina', 'Italy']",Argentina,Cañada Rosquín,"1,80",€2.30m,CF   SS
26.0,Leonardo Sequeira,Right Winger,"Apr 26, 1995 ",28,['Argentina'],Argentina,La Banda,"1,77",€600k,CF   RM
,Claudio Salto,Right Winger,"Jan 4, 1995 ",29,['Argentina'],Argentina,Bragado,"1,74",€400k,AM   SS
,Alejo Distaulo,Right Winger,"Jul 23, 1995 ",28,['Argentina'],Argentina,San Miguel de Tucumán,"1,70",€75k,CF
,Kevin González,Right Winger,"Nov 7, 1995 ",28,['Argentina'],Argentina,Hurlingham,"1,69",€50k,
,Guillermo Sánchez,Right Winger,"Mar 14, 1995 ",29,['Argentina'],Argentina,Resistencia (CHA),"1,77",€25k,
,Alexis Medina,Right Winger,"Jun 28, 1995 ",28,"['Argentina', 'Bolivia']",Argentina,Formosa,"1,68",-,LW   AM
17.0,Nacho Velardi,Right Winger,"Jan 26, 1995 ",29,['Argentina'],Argentina,Buenos Aires,,-,
,Sebastián Jeldres,Right Winger,"Nov 21, 1995 ",28,['Argentina'],Argentina,Neuquén,"1,78",-,
,Facundo Taborda,Right Winger,"Jun 8, 1995 ",28,['Argentina'],Argentina,América (Pcia. de Bs. As.),"1,75",-,LW
10.0,Cristian Espinoza,Right Winger,"Apr 3, 1995 ",28,"['Argentina', 'United States']",Argentina,Buenos Aires,"1,73",€5.00m,LW
19.0,David Barbona,Right Winger,"Feb 22, 1995 ",29,['Argentina'],Argentina,Buenos Aires,"1,76",€1.80m,LW   AM
17.0,Guido Mainero,Right Winger,"Mar 23, 1995 ",29,['Argentina'],Argentina,Córdoba,"1,79",€400k,RM
,Matías Pardo,Right Winger,"Apr 7, 1995 ",28,['Argentina'],Argentina,Lanús,"1,69",€175k,LW   AM
8.0,Leonardo Rolón,Right Winger,"Jan 19, 1995 ",29,['Argentina'],Argentina,Rosario,"1,71",€75k,RM   LW
,Facundo Stable,Right Winger,"Jul 2, 1995 ",28,['Argentina'],Argentina,,"1,79",€50k,LW
,Sebastián Cortez,Right Winger,"Aug 21, 1995 ",28,['Argentina'],Argentina,Rivadavia,"1,70",-,LW
,Iván Arbello,Right Winger,"Aug 18, 1995 ",28,['Argentina'],Argentina,Luján,"1,73",-,CF   RW
16.0,Nicolás Romero,Right Winger,"Dec 23, 1995 ",28,['Argentina'],Argentina,San Justo,"1,76",-,SS   LW
,Joaquín Serrago,Right Winger,"Nov 7, 1995 ",28,"['Argentina', 'Portugal']",Argentina,Buenos Aires,"1,76",-,LW   SS
24.0,Alan Arario,Right Winger,"Apr 1, 1995 ",28,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,73",-,SS   AM
10.0,Emiliano Buendía,Right Winger,"Dec 25, 1996 ",27,"['Argentina', 'Spain']",Argentina,Mar del Plata,"1,72",€22.00m,LW   AM
32.0,Leo Suárez,Right Winger,"Mar 30, 1996 ",27,"['Argentina', 'Spain']",Argentina,José León Suárez,"1,67",€3.00m,LW   SS
21.0,Walter Mazzantti,Right Winger,"Sep 5, 1996 ",27,['Argentina'],Argentina,Labardén,"1,73",€1.30m,CF
11.0,Damián Batallini,Right Winger,"Jun 24, 1996 ",27,"['Argentina', 'Italy']",Argentina,Don Torcuato,"1,76",€1.20m,LW   RM
29.0,Norberto Briasco,Right Winger,"Feb 29, 1996 ",28,"['Armenia', 'Argentina']",Argentina,Buenos Aires,"1,86",€500k,LW   CF
18.0,Fabricio Alvarenga,Right Winger,"Feb 17, 1996 ",28,['Argentina'],Argentina,Misiones,"1,78",€200k,LW   RM
,Eber Ramírez,Right Winger,"Jun 30, 1996 ",27,['Argentina'],Argentina,,"1,80",€125k,
,Mauricio Tévez,Right Winger,"Jul 31, 1996 ",27,['Argentina'],Argentina,Rosario,"1,70",€25k,CF   LW
,Cristian Verona,Right Winger,"May 11, 1996 ",27,['Argentina'],Argentina,Cipolletti,"1,75",-,LW   AM
,Lucas González,Right Winger,"Dec 13, 1996 ",27,['Argentina'],Argentina,,"1,74",-,LW
,Mauricio Sanna,Right Winger,"Oct 26, 1996 ",27,"['Argentina', 'Italy']",Argentina,,,-,LW
14.0,Félix Banega,Right Winger,"Oct 19, 1996 ",27,['Argentina'],Argentina,Rosario,"1,78",-,DM   LW
,German Cochis,Right Winger,"Jan 12, 1996 ",28,"['Argentina', 'Spain']",Argentina,Córdoba,"1,73",-,LW   SS
17.0,Daniel Mancini,Right Winger,"Nov 11, 1996 ",27,"['Argentina', 'Italy']",Argentina,Tránsito,"1,72",€3.00m,AM   LW
22.0,Juan Pablo Álvarez,Right Winger,"Feb 10, 1996 ",28,"['Argentina', 'Italy']",Argentina,Tandil,"1,78",€1.30m,LW   RM
8.0,Mateo García,Right Winger,"Sep 10, 1996 ",27,"['Argentina', 'Italy']",Argentina,Córdoba,"1,72",€1.20m,LW
,Alejandro Melo,Right Winger,"Jan 11, 1996 ",28,['Argentina'],Argentina,Buenos Aires,"1,80",€550k,RM   LW
11.0,Juan Romagnoli,Right Winger,"Jun 20, 1996 ",27,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,84",€425k,LW
,Claudio Villagra,Right Winger,"Jan 2, 1996 ",28,['Argentina'],Argentina,Despeñaderos,"1,65",€150k,LW   AM
,Leandro Vella,Right Winger,"Nov 9, 1996 ",27,['Argentina'],Argentina,Córdoba,"1,76",€25k,LW   RM
,Enzo Petretto,Right Winger,"May 6, 1996 ",27,['Argentina'],Argentina,Catriel,"1,76",-,AM
,Mauricio del Castillo,Right Winger,"Mar 10, 1996 ",28,['Argentina'],Argentina,Buenos Aires,"1,69",-,LW
,Alee Saravia,Right Winger,"Sep 5, 1996 ",27,['Argentina'],Argentina,Córdoba,"1,73",-,LW   AM
,Esteban Rueda,Right Winger,"Jan 28, 1996 ",28,['Argentina'],Argentina,Rosario,"1,73",-,
,Jonás Ale Corvalán,Right Winger,"Jul 10, 1996 ",27,['Argentina'],Argentina,La Plata,"1,65",-,LW   CF
,Sebastián Martelli,Right Winger,"Mar 13, 1996 ",28,['Argentina'],Argentina,Caseros,"1,72",-,RM
10.0,Matías Reali,Right Winger,"Jan 14, 1997 ",27,['Argentina'],Argentina,La Plata,"1,65",€1.50m,LW   SS
14.0,Franco García,Right Winger,"Jun 4, 1997 ",26,['Argentina'],Argentina,Córdoba,"1,72",€600k,LW
,Francisco Ilarregui,Right Winger,"May 6, 1997 ",26,['Argentina'],Argentina,Curuzú Cuatiá,"1,78",€100k,LW
,Emiliano Bogado,Right Winger,"Nov 18, 1997 ",26,['Argentina'],Argentina,Ushuaia,"1,67",€50k,RM
,Cristian Zarich,Right Winger,"Aug 11, 1997 ",26,['Argentina'],Argentina,,,-,
,Roman Monzon,Right Winger,"Sep 21, 1997 ",26,['Argentina'],Argentina,,"1,80",-,
,Matías Montejano,Right Winger,"Aug 17, 1997 ",26,"['Argentina', 'Italy']",Argentina,,"1,73",-,
,Leonel Niz,Right Winger,"Aug 1, 1997 ",26,['Argentina'],Argentina,Resistencia (Chaco),"1,83",-,RM
,Alan Visco,Right Winger,"Aug 3, 1997 ",26,['Argentina'],Argentina,,"1,76",-,RM
,Franco Vivas,Right Winger,"Apr 25, 1997 ",26,['Argentina'],Argentina,Buenos Aires,"1,75",-,LW   RB
,Leandro Larrea,Right Winger,"Jul 16, 1997 ",26,['Argentina'],Argentina,Gualeguaychú,"1,71",-,RM   CM
7.0,Joaquín Torres,Right Winger,"Jan 28, 1997 ",27,['Argentina'],Argentina,Neuquén,"1,67",€1.50m,AM   LW
,Benjamin Borasi,Right Winger,"Nov 11, 1997 ",26,['Argentina'],Argentina,Rojas,"1,70",€325k,
7.0,Matías Sandoval,Right Winger,"Apr 9, 1997 ",26,['Argentina'],Argentina,Bella Vista,"1,70",€75k,SS   LW
,Juan Bautista Marchini,Right Winger,"Jan 28, 1997 ",27,"['Argentina', 'Italy']",Argentina,Río Cuarto,,-,LW
,Sergio Suárez,Right Winger,"Nov 28, 1997 ",26,['Argentina'],Argentina,Pergamino,"1,76",-,
17.0,Alan Gerez,Right Winger,"Jul 22, 1997 ",26,"['Argentina', 'Australia']",Argentina,Buenos Aires,"1,76",-,LW   SS
20.0,Ignacio Pipistrelli,Right Winger,"Jul 31, 1997 ",26,"['Argentina', 'Italy']",Argentina,Mendoza,"1,80",-,CF   LW
,Agustín Occhiato,Right Winger,"Jul 8, 1997 ",26,"['Argentina', 'Italy']",Argentina,Villa Luzuriaga,"1,75",-,LW
,Daián García,Right Winger,"Feb 15, 1997 ",27,['Argentina'],Argentina,Concordia,"1,72",-,
,Ariel Castellano,Right Winger,"Jan 16, 1997 ",27,['Argentina'],Argentina,Comodoro,,-,
,Matías González,Right Winger,"Jan 3, 1997 ",27,['Argentina'],Argentina,,"1,70",-,LW
10.0,Nicolás González,Right Winger,"Apr 6, 1998 ",25,"['Argentina', 'Italy']",Argentina,Belén de Escobar,"1,80",€40.00m,CF   LW
28.0,Santiago Solari,Right Winger,"Jan 19, 1998 ",26,['Argentina'],Argentina,San Luis,"1,78",€3.20m,LW
,Julián Marcioni,Right Winger,"Mar 19, 1998 ",26,['Argentina'],Argentina,Cruz Alta,"1,76",€450k,LW   RM
29.0,Franchu,Right Winger,"May 12, 1998 ",25,"['Argentina', 'Spain']",Argentina,Mar del Plata,"1,72",€350k,LW
11.0,Mateo Hernández,Right Winger,"Oct 5, 1998 ",25,['Argentina'],Argentina,Santa Fe,"1,78",€275k,LW   SS
9.0,Fabricio Brener,Right Winger,"May 26, 1998 ",25,['Argentina'],Argentina,Córdoba,"1,70",€100k,LW
23.0,Gabriel Azcurra,Right Winger,"May 24, 1998 ",25,['Argentina'],Argentina,Río Cuarto,"1,71",€25k,
7.0,Federico Zanetti,Right Winger,"Oct 27, 1998 ",25,"['Argentina', 'Italy']",Argentina,Lanús,"1,85",€25k,LW   AM
,Juan Santa Cruz,Right Winger,"Aug 21, 1998 ",25,['Argentina'],Argentina,Ayacucho,"1,71",-,LW   SS
7.0,Luciano Dos Santos,Right Winger,"Feb 4, 1998 ",26,"['Argentina', 'Brazil']",Argentina,,,-,SS   LW
