Number,Name,Position,Date of Birth,Age,Birth Country,Place of Birth,Other Positions,Height
27,Messie Biatoumoussoka,Centre-Back,"Jun 5, 1998 ",25,France,Saint-Denis,,"1,89"
31,Yannis Letard,Centre-Back,"Aug 18, 1998 ",25,France,Saint-Herblain,,"1,88"
,Nestorly Lumbu,Centre-Back,"Jan 5, 1998 ",26,France,,DM,"1,95"
2,Dayot Upamecano,Centre-Back,"Oct 27, 1998 ",25,France,Évreux,,"1,86"
3,Montassar Talbi,Centre-Back,"May 26, 1998 ",25,France,Paris,,"1,90"
59,Ahmed Touba,Centre-Back,"Mar 13, 1998 ",25,France,Roubaix,LB,"1,90"
25,Jean Ruiz,Centre-Back,"Apr 6, 1998 ",25,France,Guebviller,DM   LB,"1,88"
3,Steve Kapuadi,Centre-Back,"Apr 30, 1998 ",25,France,Le Mans,,"1,96"
4,Quentin Bena,Centre-Back,"May 11, 1998 ",25,France,Poitiers,DM   LB,"1,85"
5,Pape-Alioune Ndiaye,Centre-Back,"Feb 4, 1998 ",26,France,Nanterre,CM   DM,"2,03"
19,Dylan Ouedraogo,Centre-Back,"Jul 22, 1998 ",25,France,Marseille,LB,"1,85"
37,Mickaël Nanizayamo,Centre-Back,"May 8, 1998 ",25,France,Tours,LB,"1,91"
,Yanis Leerman,Centre-Back,"Jun 15, 1998 ",25,France,Troyes,,"1,85"
26,Younn Zahary,Centre-Back,"Oct 8, 1998 ",25,France,Nantes,,"1,93"
,Rayanne Khemais,Centre-Back,"Apr 7, 1998 ",25,France,Nîmes,RB,"1,88"
,Guillaume Pianelli,Centre-Back,"May 1, 1998 ",25,France,Bastia,,"1,90"
,Ludovic Charles Legal,Centre-Back,"Apr 12, 1998 ",25,France,,,
,Alexis Drouart,Centre-Back,"Nov 1, 1998 ",25,France,Beauvais,,"1,90"
,Yohan Kalala,Centre-Back,"Jul 16, 1998 ",25,France,Montmorency,,"1,94"
,Jami Djegherif,Centre-Back,N/A ,25,France,Grasse,DM,"1,98"
,Mohamadou Souaré,Centre-Back,"Mar 9, 1998 ",25,France,Bondy,,
,Florian Leduc,Centre-Back,"Feb 3, 1998 ",26,France,Montpellier,,"1,75"
,Kevin Öcal,Centre-Back,"Nov 5, 1998 ",25,France,Audincourt,RB,"1,85"
2,Freddy Colombo,Centre-Back,"Aug 7, 1998 ",25,France,Niort,,"1,96"
,Youcef Si Merabet,Centre-Back,"Jan 22, 1998 ",26,France,Le Havre,DM,"1,89"
5,David Russo,Centre-Back,"Sep 9, 1998 ",25,France,Nice,LB,"1,86"
,Alexis Gonzalez,Centre-Back,"Aug 5, 1998 ",25,France,Chartres,,"1,83"
19,Yoan Zouma,Centre-Back,"May 6, 1998 ",25,France,Lyon,,"1,93"
3,Mamadou Diarra,Centre-Back,"Aug 25, 1998 ",25,France,Ivry-sur-Seine,LB   DM,"1,92"
,Sylvain Richard,Centre-Back,"May 18, 1998 ",25,France,Tours,DM,
3,Jordan Kouassi,Centre-Back,"Aug 9, 1998 ",25,France,,,"1,83"
,Abdelhamid Touati,Centre-Back,"May 15, 1998 ",25,France,Paris,DM,"1,91"
,Alex Paindavoine,Centre-Back,"Feb 11, 1998 ",26,France,Lille,,"1,89"
,Alexis Castets,Centre-Back,"Oct 19, 1998 ",25,France,Champigny-sur-Marne,,
2,Matthieu Dario,Centre-Back,"Feb 14, 1998 ",26,France,Talence,RB   LB,"1,84"
,Maxime Fourgnaud,Centre-Back,"Jan 20, 1998 ",26,France,Saint-Etienne,DM,"1,87"
,Maxime Wackers,Centre-Back,"Jan 1, 1998 ",26,France,Villeneuve-d'Ascq,DM   RB,"1,84"
2,Souleymane Coulibaly,Centre-Back,"Jan 26, 1998 ",26,France,Meulan-en-Yvelines,LB,"1,80"
,Thomas Vannoye,Centre-Back,"Jul 11, 1998 ",25,France,Dunkerque,,"1,83"
,Ahmed Eid,Centre-Back,"Jul 25, 1998 ",25,France,Paris,DM   RB,"1,83"
2,Alex Marchadier,Centre-Back,"Sep 26, 1998 ",25,France,Clermont-Ferrand,,"1,90"
6,Lassana Diako,Centre-Back,"Nov 13, 1998 ",25,France,Villejuif,RB   CM,"1,83"
,Guillaume Buon,Centre-Back,"Mar 2, 1998 ",25,France,Quimper,,"1,85"
26,Nathan Vitré,Centre-Back,"Mar 3, 1998 ",25,France,Cholet,,"1,82"
,Valentin Trouiller,Centre-Back,"Mar 5, 1998 ",25,France,,,"1,90"
92,Bakary Sissoko,Centre-Back,"Nov 1, 1998 ",25,France,Bagneaux,,"1,86"
,Moustapha Diatta,Centre-Back,"Apr 4, 1998 ",25,France,,,"1,94"
6,Bryan Ngwabije,Centre-Back,"May 30, 1998 ",25,France,Lyon,RB   DM,"1,84"
,Léon Valentin,Centre-Back,"Jul 30, 1998 ",25,France,Neuilly-sur-Seine,RB,"1,88"
,William Pau,Centre-Back,"Oct 3, 1998 ",25,France,Lille,,
24,Ruben Droehnle,Centre-Back,"Jul 11, 1998 ",25,France,Strasbourg,LB,"1,83"
21,Chris Goteni,Centre-Back,"Sep 10, 1998 ",25,France,Chenôve,DM   LB,"1,94"
,Valentin Miroux,Centre-Back,"Feb 12, 1998 ",26,France,Nantes,DM,"1,88"
,Jordan Barroilhet,Centre-Back,"Jan 23, 1998 ",26,France,Saint-Raphaël,DM,"1,96"
,Issa Marega,Centre-Back,"Apr 20, 1998 ",25,France,Sèvres,DM,"1,95"
,Luc Heumel,Centre-Back,"Oct 4, 1998 ",25,France,Blendecques,,"1,81"
,Mathis Pascal,Centre-Back,"Feb 14, 1998 ",26,France,Vénissieux,,"1,85"
3,Josselyn Petel,Centre-Back,"Aug 14, 1998 ",25,France,Chaumont,,"1,85"
99,Johan Abdoul,Centre-Back,"Oct 22, 1998 ",25,France,Maisons-Laffitte,LB,"1,83"
3,Raphaël Crivello,Centre-Back,"Feb 16, 1998 ",26,France,Caen,,"1,80"
,Hugo Mesbah,Centre-Back,"Feb 1, 1998 ",26,France,Antibes,DM,"1,81"
5,Ibrahima Konaté,Centre-Back,"May 25, 1999 ",24,France,Paris,,"1,94"
23,Dan-Axel Zagadou,Centre-Back,"Jun 3, 1999 ",24,France,Créteil,LB,"1,96"
4,Sikou Niakaté,Centre-Back,"Jul 10, 1999 ",24,France,Montreuil,LB,"1,86"
34,Stanley Nsoki,Centre-Back,"Apr 9, 1999 ",24,France,Poissy,LB,"1,84"
23,Enzo Ebosse,Centre-Back,"Mar 11, 1999 ",24,France,Amiens,LB   LM,"1,85"
31,Samir Chergui,Centre-Back,"Feb 6, 1999 ",25,France,Arpajon,RB   DM,"1,88"
15,Serge-Philippe Raux Yao,Centre-Back,"May 30, 1999 ",24,France,Pontoise,LB,"1,97"
41,Anthony Correia,Centre-Back,"Sep 6, 1999 ",24,France,Castres,DM,"1,85"
3,Mickaël Nade,Centre-Back,"Mar 4, 1999 ",24,France,Sarcelles,,"1,93"
3,Loïc Bessilé,Centre-Back,"Feb 19, 1999 ",25,France,Toulouse,LB   DM,"1,84"
5,Issiar Dramé,Centre-Back,"Feb 16, 1999 ",25,France,Ivry-sur-Seine,DM,"1,97"
17,Sandro Trémoulet,Centre-Back,"Nov 18, 1999 ",24,France,Sète,LB,"1,90"
99,Mahamadou Dembélé,Centre-Back,"Apr 10, 1999 ",24,France,Brétigny-sur-Orge,RB   DM,"1,86"
5,Evan Ndicka,Centre-Back,"Aug 20, 1999 ",24,France,Paris,,"1,92"
3,Lilian Brassier,Centre-Back,"Nov 2, 1999 ",24,France,Argenteuil,LB,"1,86"
31,Malang Sarr,Centre-Back,"Jan 23, 1999 ",25,France,Nice,LB,"1,83"
5,Modibo Sagnan,Centre-Back,"Apr 14, 1999 ",24,France,Saint-Denis,LB,"1,87"
44,Ismaïl Aaneba,Centre-Back,"May 29, 1999 ",24,France,Mantes-la-Jolie,RB,"1,85"
2,Baptiste Roux,Centre-Back,"Nov 26, 1999 ",24,France,Bressuire,,"1,90"
15,Jérémy Blasco,Centre-Back,"Feb 12, 1999 ",25,France,Bayonne,RB,"1,85"
,Abdoulaye Cissoko,Centre-Back,"Dec 27, 1999 ",24,France,Sèvres,,"1,91"
6,Maël de Gevigney,Centre-Back,"Sep 21, 1999 ",24,France,Feucherolles,,"1,86"
5,Kelyan Guessoum,Centre-Back,"Feb 5, 1999 ",25,France,Alès,RB   LB,"1,76"
12,Maxime Soulas,Centre-Back,"May 19, 1999 ",24,France,Montpellier,RB,"1,91"
44,Romain Correia,Centre-Back,"Sep 6, 1999 ",24,France,Castres,,"1,87"
4,Thomas Basila,Centre-Back,"Apr 30, 1999 ",24,France,Orléans,RB,"1,87"
17,Lucas Camelo,Centre-Back,"Feb 7, 1999 ",25,France,Lyon,,"1,91"
,Bratislav Djukic,Centre-Back,"Sep 29, 1999 ",24,France,Troyes,,
5,Jonas Smith,Centre-Back,"Oct 9, 1999 ",24,France,Quincy-sous-Sénart,DM,"1,87"
4,Setigui Karamoko,Centre-Back,"Oct 10, 1999 ",24,France,Paris,LB,"1,92"
32,Kamara,Centre-Back,"Aug 1, 1999 ",24,France,,,"1,85"
,Diop Hamady,Centre-Back,"Aug 22, 1999 ",24,France,,DM   RB,
,Olivier Nzashi Bokonzo,Centre-Back,"Aug 22, 1999 ",24,France,,LB,"1,90"
,Sofiane Seffoud,Centre-Back,"Feb 13, 1999 ",25,France,Troyes,DM,"1,89"
20,Loan Husson,Centre-Back,"May 10, 1999 ",24,France,Bordeaux,,"1,85"
,Canarie Unjanqui,Centre-Back,"Apr 28, 1999 ",24,France,Paris,,"1,90"
,Djordje Jankovic,Centre-Back,"Aug 18, 1999 ",24,France,Paris,,
,Sacha Vandersteene,Centre-Back,"Jan 27, 1999 ",25,France,Digne-les-Bains,,
5,Boris Moltenis,Centre-Back,"May 8, 1999 ",24,France,Belfort,RB   DM,"1,84"
3,Lucas Larade,Centre-Back,"Jun 26, 1999 ",24,France,Villeneuve-Saint-Georges,RB,"1,85"
99,Maroine Mihoubi,Centre-Back,"Jul 26, 1999 ",24,France,Aubagne,LB,"1,87"
,Thadée Kaleba,Centre-Back,"Apr 20, 1999 ",24,France,,RB   DM,"1,86"
21,Virgil Thérésin,Centre-Back,"Jan 20, 1999 ",25,France,Suresnes,,"1,86"
,Baougou Diakité,Centre-Back,"Feb 16, 1999 ",25,France,,LB   DM,"1,90"
,Ibrahim Kouyaté,Centre-Back,"Sep 7, 1999 ",24,France,,,"1,85"
,Bandiougou Tandia,Centre-Back,"Sep 25, 1999 ",24,France,Paris,RB,
,Sala Sidibé,Centre-Back,"Nov 27, 1999 ",24,France,Paris,,
,Edgard Nganga,Centre-Back,"Sep 4, 1999 ",24,France,Le Chesnay-Rocquencourt,DM   RB,"1,85"
,Angelo Ascone,Centre-Back,"Mar 13, 1999 ",24,France,Roubaix,,
,Basile Delclaux,Centre-Back,"Aug 1, 1999 ",24,France,Figeac,LB,"1,84"
,Maxime Girard,Centre-Back,"Jun 29, 1999 ",24,France,Annemasse,,
,Karim Seck,Centre-Back,"May 3, 1999 ",24,France,Orléans,LB,
,François Hapipi,Centre-Back,"Mar 10, 1999 ",24,France,Les Sables-D'Olonne,,
,Tounkara Niougoussa,Centre-Back,"Nov 24, 1999 ",24,France,Paris,LB,"1,85"
,Durell Bilendo Duma,Centre-Back,"Apr 18, 1999 ",24,France,Ivry-sur-Seine,DM   CF,"1,87"
24,Ryan Ebene Talla,Centre-Back,"Oct 21, 1999 ",24,France,Bordeaux,LB   RB,"1,86"
4,Corentin Cal,Centre-Back,"Apr 18, 1999 ",24,France,Lille,,
,Serkan Bulgurcu,Centre-Back,"Oct 12, 1999 ",24,France,Montfermeil,,"1,86"
,William Boe,Centre-Back,"Sep 16, 1999 ",24,France,Nice,,
,Ibrahim Tall,Centre-Back,"Oct 20, 1999 ",24,France,Massy,,
4,Recep Kalkan,Centre-Back,"Jan 20, 1999 ",25,France,Beauvais,,"1,90"
,Driss Ouasfane,Centre-Back,"Sep 13, 1999 ",24,France,Marseille,,"1,88"
4,Ahmed Guettaf,Centre-Back,"Jul 9, 1999 ",24,France,Saint-Priest,,"1,86"
4,Jules Desportes,Centre-Back,"Dec 2, 1999 ",24,France,Evreux,,"1,88"
,Randy Sindoussoulou,Centre-Back,"Jul 28, 1999 ",24,France,Montmorency,DM   RB,"1,88"
,Arnaud Deniel,Centre-Back,"Feb 2, 1999 ",25,France,Angers,,
,Quentin Urvoy,Centre-Back,"Jul 26, 1999 ",24,France,Saint-Brieuc,,"1,87"
4,Quentin Vogt,Centre-Back,"Dec 8, 1999 ",24,France,Le Blanc-Mesnil,,"1,90"
5,Henri Scherer,Centre-Back,"Mar 17, 1999 ",24,France,Ingwiller,DM,"1,81"
26,Maël Couteau,Centre-Back,"Mar 23, 1999 ",24,France,Versailles,RB,"1,86"
,Moussa Kamara,Centre-Back,"Apr 3, 1999 ",24,France,Paris,RB,"1,90"
,Yoahnn Tia,Centre-Back,"Jul 18, 1999 ",24,France,Angers,DM   LB,"1,88"
5,Antoine Cottereau,Centre-Back,"Jun 1, 1999 ",24,France,Laval,LB,"1,85"
4,Joe Joyce N'Diaye,Centre-Back,"Feb 8, 1999 ",25,France,Marseille,RB,"1,85"
23,Yanis Merah,Centre-Back,"Jan 2, 1999 ",25,France,Lyon,,"1,90"
66,Ertuğrul Eramil,Centre-Back,"Aug 23, 1999 ",24,France,Oyonnax,,"1,90"
,Pierre Cayet,Centre-Back,"Jul 7, 1999 ",24,France,Brette-les-Pins,,"1,83"
,Gaël Dahyot,Centre-Back,"Feb 16, 1999 ",25,France,Ploërmel,,
,Corentin Chaminade,Centre-Back,"Jul 3, 1999 ",24,France,Agen,,"1,86"
13,Maxence Maisonneuve,Centre-Back,"Feb 11, 1999 ",25,France,,,"1,91"
,Samba Diop,Centre-Back,"Jul 19, 1999","Jul 19, 1999",France,Le Havre,,
,Mattia Ravanelli,Centre-Back,"Apr 14, 1999 ",24,France,Marsiglia,,"1,97"
,Quentin Vieira,Centre-Back,"May 10, 1999 ",24,France,Lyon,LB,"1,84"
,Yrlès Teoro-Kurzawa,Centre-Back,"Mar 17, 1999 ",24,France,Fréjus,RB,"1,83"
,Émile Haegeli,Centre-Back,"Sep 28, 1999 ",24,France,Aix-en-Provence,DM,
,Elias Bouazza,Centre-Back,"Aug 5, 1999 ",24,France,Mont Saint Martin,LB   DM,"1,86"
,Samir Bouzar,Centre-Back,"Aug 16, 1999 ",24,France,Nancy,RB,"1,85"
22,Paul Mbelek,Centre-Back,"Jul 22, 1999 ",24,France,Melun,RB   LB,"1,85"
,Allan Hauguel,Centre-Back,"May 1, 1999 ",24,France,Aubergenville,,"1,89"
27,Grégoire Pineau,Centre-Back,"May 27, 1999 ",24,France,Paris,DM   LB,"1,84"
,Habib Guèye,Centre-Back,"Mar 8, 1999 ",24,France,Meaux,LB   CM,"1,88"
5,Bissafi Dotte,Centre-Back,"Jul 2, 1999 ",24,France,Neuilly-sur-Marne,,
,Malik Ousfane,Centre-Back,"Feb 1, 1999 ",25,France,Marseille,DM   RB,"1,86"
2,Mohamed Simakan,Centre-Back,"May 3, 2000 ",23,France,Marseille,RB,"1,87"
20,Pierre Kalulu,Centre-Back,"Jun 5, 2000 ",23,France,Lyon,RB   LB,"1,82"
22,Oumar Solet,Centre-Back,"Feb 7, 2000 ",24,France,Melun,DM,"1,92"
41,Giulian Biancone,Centre-Back,"Mar 31, 2000 ",23,France,Fréjus,RB   LB,"1,87"
5,Boris Popovic,Centre-Back,"Feb 26, 2000 ",24,France,Tours,DM,"1,89"
23,Moussa Diarra,Centre-Back,"Nov 10, 2000 ",23,France,Stains,LB,"1,85"
5,Till Cissokho,Centre-Back,"Feb 8, 2000 ",24,France,Paris,,"2,00"
14,Kévin Mouanga,Centre-Back,"Jul 24, 2000 ",23,France,Bondy,DM,"1,91"
87,Simeon Petrov,Centre-Back,"Jan 12, 2000 ",24,France,Limoges,,"1,92"
23,Sofyane Bouzamoucha,Centre-Back,"May 10, 2000 ",23,France,Trappes,,"1,84"
4,Arthur Vitelli,Centre-Back,"Jun 4, 2000 ",23,France,Dijon,,"1,86"
23,Abdourahmane Barry,Centre-Back,"Feb 21, 2000 ",24,France,Courbevoie,RB   DM,"1,85"
93,William Bianda,Centre-Back,"Apr 30, 2000 ",23,France,Suresnes,LB,"1,85"
33,Wesley Fofana,Centre-Back,"Dec 17, 2000 ",23,France,Marseille,,"1,86"
4,Maxence Lacroix,Centre-Back,"Apr 6, 2000 ",23,France,Villeneuve-Saint-Georges,,"1,90"
22,Loïc Badé,Centre-Back,"Apr 11, 2000 ",23,France,Sèvres,,"1,91"
17,Andy Pelmard,Centre-Back,"Mar 12, 2000 ",23,France,Nice,RB   LB,"1,80"
25,Bogdan Racovițan,Centre-Back,"Jun 6, 2000 ",23,France,Dijon,,"1,87"
5,Clément Vidal,Centre-Back,"Jun 18, 2000 ",23,France,Montpellier,,"1,81"
13,Gaby Jean,Centre-Back,"Feb 19, 2000 ",24,France,Mâcon,,"1,91"
23,Salim Diakité,Centre-Back,"Jun 3, 2000 ",23,France,Les Mureaux,RB,"1,86"
44,Moussa Sissako,Centre-Back,"Nov 10, 2000 ",23,France,Clichy-la-Garenne,,"1,88"
5,Mattéo Rabuel,Centre-Back,"May 4, 2000 ",23,France,Angoulême,,"1,81"
21,Lucas Pellegrini,Centre-Back,"Apr 17, 2000 ",23,France,Ajaccio,DM,"1,88"
24,Adrien Louveau,Centre-Back,"Feb 1, 2000 ",24,France,Lille,DM,"1,89"
,Pathy Malumandsoko,Centre-Back,"May 11, 2000 ",23,France,Fontainebleau,DM,"1,85"
,John Da,Centre-Back,"Mar 3, 2000 ",23,France,Domont,CB   DM,
,Hugo Le Guennec,Centre-Back,"Feb 10, 2000 ",24,France,Massy,,
3,Kevin Bourreau,Centre-Back,"Apr 27, 2000 ",23,France,Nantes,LB,
,Sacha Le Ven,Centre-Back,"Sep 16, 2000 ",23,France,Brest,RB   DM,"1,88"
,Romain Thunet,Centre-Back,"Jul 24, 2000 ",23,France,Suresnes,,"1,76"
,Alexandre Charrat,Centre-Back,"Nov 6, 2000 ",23,France,Saint-Priest-en-Jarez,LB,"1,86"
,Alban Gibert,Centre-Back,"Apr 23, 2000 ",23,France,Carpentras,RB   DM,"1,85"
,Baptiste Gateau,Centre-Back,"May 8, 2000 ",23,France,Nantes,RB   LB,"1,88"
,Pierre-Joseph Bucchini,Centre-Back,"Aug 11, 2000 ",23,France,Ajaccio,,
25,Siad Gourville,Centre-Back,"May 25, 2000 ",23,France,Le Mans,,"1,98"
17,Yannis Kari,Centre-Back,"Nov 2, 2000 ",23,France,Marseille,DM   LB,"1,86"
,Moustakim Assoumani,Centre-Back,"Jan 12, 2000 ",24,France,Marseille,,"1,92"
5,Maël Zogba,Centre-Back,"Jan 19, 2000 ",24,France,Dolomieu,,"1,90"
,Hamza Chahid,Centre-Back,"Sep 23, 2000 ",23,France,Troyes,,
5,Ben Housni Soilihi,Centre-Back,"Jul 19, 2000 ",23,France,Marseille,DM   RB,"1,88"
,Abdoulaye Kamara,Centre-Back,"Mar 30, 2000 ",23,France,,,"1,98"
,Samuel-Bill Kamga,Centre-Back,"Aug 13, 2000 ",23,France,Évreux,DM,"1,94"
19,Mohamed Diaw,Centre-Back,"Oct 2, 2000 ",23,France,Montbéliard,LB   DM,"1,90"
,Ismail Cissé,Centre-Back,"Aug 4, 2000 ",23,France,Méru,,"1,94"
,Nino Grégoire,Centre-Back,"May 10, 2000 ",23,France,Rennes,,
23,Jésah Ayessa,Centre-Back,"Jan 9, 2000 ",24,France,Paris,RB,"1,88"
5,Mamoudou Sow,Centre-Back,"Nov 14, 2000 ",23,France,Montreuil-sous-Bois,RB,"1,86"
,Axel Dudoit,Centre-Back,"Feb 19, 2000 ",24,France,Saumur,,"1,79"
,Kenzo Sablayrolles,Centre-Back,"May 20, 2000 ",23,France,Sète,DM,"1,85"
13,Marly Rampont,Centre-Back,"Nov 5, 2000 ",23,France,Lyon,,"1,88"
,Imrane Bouchema,Centre-Back,"May 2, 2000 ",23,France,Chambray-lès-Tours,DM,"1,89"
,Hugo Ozée,Centre-Back,"Mar 20, 2000 ",23,France,Marseille,,"1,90"
,Ibrahim Diakité,Centre-Back,"May 16, 2000 ",23,France,Strasbourg,LB,"1,92"
,Anthony Knoepffler,Centre-Back,"Mar 13, 2000 ",23,France,Ingwiller,LB   DM,"1,81"
,Kalvin Guede,Centre-Back,"Jul 30, 2000 ",23,France,Aubervilliers,,
23,Ismael Kanda,Centre-Back,"Nov 8, 2000 ",23,France,Lille,DM   RB,"1,80"
,Wilson Mendy,Centre-Back,"Jul 29, 2000 ",23,France,Toulon,LB,"1,80"
5,Nathan Zohoré,Centre-Back,"Nov 17, 2000 ",23,France,Créteil,,"1,88"
4,Elydjah Mendy,Centre-Back,"Mar 14, 2000 ",23,France,Pau,LB,"1,93"
,Loris Goubelle,Centre-Back,"Apr 21, 2000 ",23,France,Montivilliers,DM,"1,85"
,Quentin Constanciel,Centre-Back,"Jul 13, 2000 ",23,France,,RB,"1,83"
,Valentin Rey,Centre-Back,"Mar 6, 2000 ",23,France,Libourne,,"1,85"
76,Laley Fofana,Centre-Back,"Aug 15, 2000 ",23,France,,RB,"1,82"
,Jordan Halaïmia,Centre-Back,"May 3, 2000 ",23,France,Saint-Étienne,RB,"1,88"
33,Tom Barbeau,Centre-Back,"Jun 30, 2000 ",23,France,Treize-Septiers,,"1,85"
,Thibault Blanchard,Centre-Back,"Jun 16, 2000 ",23,France,Saint-Étienne,,
22,Julien Mégier,Centre-Back,"Feb 16, 2000 ",24,France,Bagnols-sur-Cèze,,"1,83"
,Abel Trinta,Centre-Back,"Jan 24, 2000 ",24,France,Paris,,"1,88"
,Abdoulaye Ousmane,Centre-Back,"Feb 22, 2000 ",24,France,Maubeuge,DM,"1,83"
,Théo Braillon,Centre-Back,"May 9, 2000 ",23,France,Chambéry,,"1,85"
,Lenny Cidolit,Centre-Back,"Nov 25, 2000 ",23,France,Bordeaux,RB,"1,85"
,Thomas Chesnel,Centre-Back,"Apr 18, 2000 ",23,France,Rennes,RB,"1,84"
,Yahaya Médard,Centre-Back,"Jan 14, 2000 ",24,France,Le Blanc-Mesnil,LB,"1,88"
,Gianni Talerico,Centre-Back,"Jan 2, 2000 ",24,France,Fréjus,,"1,85"
,Rayed Derbali,Centre-Back,"Oct 20, 2000 ",23,France,Toulouse,DM,"1,92"
,Raphaël Nya,Centre-Back,"Jun 16, 2000 ",23,France,Clichy,RB   DM,"1,85"
,Cyriaque Mayounga,Centre-Back,"Oct 4, 2000 ",23,France,Lyon,LB   DM,"1,88"
15,Massimo Comisetti,Centre-Back,"Apr 29, 2000 ",23,France,Auxerre,CM,
,Bunyamin Özkan,Centre-Back,"May 1, 2000 ",23,France,Metz,DM,
2,Enzo Valentim,Centre-Back,"Sep 11, 2000 ",23,France,Tours,DM   RB,"1,88"
,Mathys Kuntz,Centre-Back,"Feb 21, 2000 ",24,France,Montbéliard,DM,"1,85"
2,William Saliba,Centre-Back,"Mar 24, 2001 ",22,France,Bondy,,"1,92"
6,Armel Bella-Kotchap,Centre-Back,"Dec 11, 2001 ",22,France,Paris,,"1,90"
4,Christopher Wooh,Centre-Back,"Sep 18, 2001 ",22,France,Louvres,,"1,91"
29,Adilson Malanda,Centre-Back,"Oct 29, 2001 ",22,France,Rouen,DM,"1,92"
29,Mamadou Tounkara,Centre-Back,"Dec 14, 2001 ",22,France,Paris,,"1,92"
22,Théo Barbet,Centre-Back,"Mar 6, 2001 ",22,France,Mâcon,LB,"1,86"
21,Allan Tchaptchet,Centre-Back,"Dec 21, 2001 ",22,France,Besançon,,"1,93"
4,Loris Mouyokolo,Centre-Back,"May 22, 2001 ",22,France,Drancy,,"1,94"
4,Mathis Lemeray,Centre-Back,"Sep 25, 2001 ",22,France,Cherbourg,,"1,86"
22,Ibrahima Cissé,Centre-Back,"Feb 15, 2001 ",23,France,Dreux,,"1,96"
,Yannis M'Bemba,Centre-Back,"Jul 1, 2001 ",22,France,Amiens,DM,"1,94"
18,Aboubacar Camara,Centre-Back,"Jan 5, 2001 ",23,France,Montfermeil,,"1,90"
27,Ismaël Dramé,Centre-Back,"May 27, 2001 ",22,France,Laval,,"1,86"
5,Benoît Badiashile,Centre-Back,"Mar 26, 2001 ",22,France,Limoges,LB,"1,94"
29,Anthony Rouault,Centre-Back,"May 29, 2001 ",22,France,Villeneuve-sur-Lot,RB,"1,86"
6,Logan Costa,Centre-Back,"Apr 1, 2001 ",22,France,Saint-Denis,,"1,90"
6,Enzo Boyomo,Centre-Back,"Oct 7, 2001 ",22,France,Toulouse,,"1,84"
26,Matthis Riou,Centre-Back,"Jan 19, 2001 ",23,France,Lannion,DM,"1,88"
4,Nathan Gassama,Centre-Back,"Jan 5, 2001 ",23,France,Évry,LB   DM,"1,92"
18,Bradley M'Bondo,Centre-Back,"Oct 30, 2001 ",22,France,Paris,RB   LB,"1,84"
6,Loni Quenabio,Centre-Back,"Apr 17, 2001 ",22,France,Romans-sur-Isère,RB,"1,84"
93,Yohan Baret,Centre-Back,"May 16, 2001 ",22,France,Levallois-Perret,DM,"1,84"
25,Tristan Crama,Centre-Back,"Nov 8, 2001 ",22,France,Béziers,DM,"1,92"
22,Hamed Dramé,Centre-Back,"Jun 13, 2001 ",22,France,Vitry-sur-Seine,DM,"1,93"
22,Oumar Camara,Centre-Back,"Apr 12, 2001 ",22,France,Compiègne,LB,"1,88"
,Joakim Kada,Centre-Back,"Jan 29, 2001 ",23,France,Arles,LB   DM,"1,89"
,Yoann Araújo,Centre-Back,"Aug 22, 2001 ",22,France,Soisy-sous-Montmorency,DM   RB,"1,85"
,Negue Kante,Centre-Back,"Aug 6, 2001 ",22,France,Paris,LB,"1,91"
,Ridouane Souiri,Centre-Back,"Feb 9, 2001 ",23,France,Vaulx-en-Velin,,"1,96"
,Théo Brian,Centre-Back,"Feb 7, 2001 ",23,France,Amboise,RB,
,Benjamin Nahoui,Centre-Back,"Jul 7, 2001 ",22,France,Meaux,,"1,88"
,Yoann Abasq,Centre-Back,"Nov 20, 2001 ",22,France,Compiègne,RB   DM,"1,93"
19,Maël Yazid,Centre-Back,"Feb 16, 2001 ",23,France,Saint-Etienne,DM,"1,95"
5,Baptiste Boit,Centre-Back,"Nov 17, 2001 ",22,France,Clermont-Ferrand,,"1,87"
,Tom Condi,Centre-Back,"May 13, 2001 ",22,France,Metz,,
,Mattéo Trebaticky,Centre-Back,"May 11, 2001 ",22,France,Mulhouse,,"1,83"
,Jérémie Branca,Centre-Back,"Jan 13, 2001 ",23,France,Forbach,LB,
29,Martin Legrand,Centre-Back,"Jul 13, 2001 ",22,France,Granville,RB   DM,
4,Ibrahim Karamoko,Centre-Back,"Jul 23, 2001 ",22,France,Paris,DM,"1,90"
,Tom Clémence,Centre-Back,"Nov 28, 2001 ",22,France,Vannes,RB,
,Karim Aïdoudi,Centre-Back,"Aug 10, 2001 ",22,France,Paris,DM   CM,"1,94"
6,Mbilah Gossene,Centre-Back,N/A ,22,France,Bordeaux,,"1,87"
,Toumany Konaté,Centre-Back,"Feb 12, 2001 ",23,France,Paris,,"1,88"
,Gaoussou Ballo,Centre-Back,"Jul 12, 2001 ",22,France,Stains,,"1,95"
,Yann Kouadio,Centre-Back,"May 10, 2001 ",22,France,,DM,"1,99"
,Naïm Ighbane,Centre-Back,"Aug 17, 2001 ",22,France,Alès,LB,"1,91"
,Rayan Bouallaga,Centre-Back,"May 30, 2001 ",22,France,Sète,,"1,80"
15,Adrien Pinot,Centre-Back,"May 6, 2001 ",22,France,Beauvais,,"1,94"
,Hugo Flahaut,Centre-Back,"Sep 20, 2001 ",22,France,Rang du Fliers,,"1,83"
