Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
29.0,Kylian Gasnier,Attacking Midfield,"Jun 30, 2002 ",21,"France, ""Cote dIvoire""",France,Paris,"1,73",€300k,,France," ""Cote dIvoire""",,
55.0,Yanis Massolin,Attacking Midfield,"Sep 20, 2002 ",21,"France, Martinique",France,Moulins,"1,97",€200k,CM,France, Martinique,CM,
47.0,Samuel Yépié Yépié,Attacking Midfield,"Oct 2, 2002 ",21,"France, ""Cote dIvoire""",France,Gonesse,"1,71",€100k,RW   LW,France," ""Cote dIvoire""",RW,LW
91.0,Sonny Perrey,Attacking Midfield,"May 1, 2002 ",21,France,France,,,€50k,RW,France,,RW,
,Boubacar Diakhaby,Attacking Midfield,"Apr 26, 2002 ",21,"France, Guinea",France,Montfermeil,,€50k,LM   RM,France, Guinea,LM,RM
,Rémi Maugain,Attacking Midfield,"Mar 30, 2002 ",21,France,France,Chartres,"1,75",€25k,CF   SS,France,,CF,SS
,Neil Sadaoui,Attacking Midfield,"Dec 19, 2002 ",21,France,France,Saint-Ouen,,-,,France,,,
,Bryan Locko,Attacking Midfield,"May 6, 2002 ",21,"France, Congo",France,Ivry-sur-Seine,,-,,France, Congo,,
,Fabien Villard,Attacking Midfield,"Jun 1, 2002 ",21,France,France,Oyonnax,"1,80",-,CF   SS,France,,CF,SS
8.0,Farès Chaïbi,Attacking Midfield,"Nov 28, 2002 ",21,"Algeria, France",France,Lyon,"1,83",€15.00m,RW   LW,Algeria, France,RW,LW
22.0,Adil Aouchiche,Attacking Midfield,"Jul 15, 2002 ",21,"France, Algeria",France,Le Blanc-Mesnil,"1,81",€2.00m,CM   LM,France, Algeria,CM,LM
19.0,Sacha Delaye,Attacking Midfield,"Apr 23, 2002 ",21,France,France,Rennes,"1,71",€400k,CM   DM,France,,CM,DM
11.0,Nathan Bitumazala,Attacking Midfield,"Dec 10, 2002 ",21,"France, DR Congo",France,Fontainebleau,"1,78",€400k,CM,France, DR Congo,CM,
8.0,Vefa Temel,Attacking Midfield,"Nov 3, 2002 ",21,"Türkiye, France",France,Nantes,"1,76",€300k,CM   LB,Türkiye, France,CM,LB
10.0,Kenan Fakılı,Attacking Midfield,"Sep 3, 2002 ",21,Türkiye,France,Saint-Etienne,"1,71",€125k,CM   LW,Türkiye,,CM,LW
,Nicolas Delpech,Attacking Midfield,"Jan 11, 2002 ",22,France,France,Tarbes,,€50k,,France,,,
,Rayane El Khamali,Attacking Midfield,"Mar 16, 2002 ",21,"France, Morocco",France,Quincy-sous-Senart,"1,68",€50k,CM,France, Morocco,CM,
,Florent Shehu,Attacking Midfield,"May 17, 2002 ",21,"Switzerland, France",France,Pontarlier,"1,85",€50k,RW   LW,Switzerland, France,RW,LW
75.0,Hermes Sanchez,Attacking Midfield,"Sep 4, 2002 ",21,"""Cote dIvoire"", Spain",France,Paris,"1,81",-,CM   SS,"""Cote dIvoire""", Spain,CM,SS
,Salim Rachidi,Attacking Midfield,"Jan 5, 2002 ",22,"France, Comoros",France,Marseille,"1,74",-,LW   SS,France, Comoros,LW,SS
18.0,Octave Joly,Attacking Midfield,"Sep 16, 2002 ",21,France,France,Bayonne,,-,,France,,,
,Justin Josset,Attacking Midfield,"Aug 19, 2002 ",21,France,France,Josselin,,-,,France,,,
19.0,Firas Ben Othman,Attacking Midfield,"Mar 12, 2002 ",21,"France, Tunisia",France,,"1,91",-,DM   SS,France, Tunisia,DM,SS
,Samy Baltham,Attacking Midfield,"Jun 10, 2002 ",21,"France, Morocco",France,Aubergenville,,-,,France, Morocco,,
,Bilal Mansouria,Attacking Midfield,"May 26, 2002 ",21,France,France,Aix-en-Provence,"1,74",-,CM   SS,France,,CM,SS
19.0,Sergen Uzun,Attacking Midfield,"Aug 15, 2002 ",21,"Türkiye, France",France,Vannes,"1,82",-,CM   DM,Türkiye, France,CM,DM
,Esteban Desvignes,Attacking Midfield,"Feb 21, 2002 ",22,France,France,Saint-Quentin,,-,,France,,,
,Kada Lechar,Attacking Midfield,"Apr 17, 2002 ",21,"France, Algeria",France,Marseille,,-,SS   RW,France, Algeria,SS,RW
,Wassim Felfoul,Attacking Midfield,"Jun 24, 2002 ",21,"France, Algeria",France,Nizza,"1,78",-,LW   RW,France, Algeria,LW,RW
,Ferhat Cogalan,Attacking Midfield,"Jun 29, 2002 ",21,"Türkiye, France",France,Grande-Synthe,"1,69",-,LW,Türkiye, France,LW,
,Lucas Schnepp,Attacking Midfield,"Feb 15, 2002 ",22,France,France,Schiltigheim,,-,,France,,,
,Yanis Akhal,Attacking Midfield,"Jun 26, 2002 ",21,"France, Algeria",France,,"1,76",-,LW   RW,France, Algeria,LW,RW
,Houda Halifa,Attacking Midfield,"Jun 20, 2002 ",21,"France, Comoros",France,Nimes,,-,,France, Comoros,,
,Colin Maury,Attacking Midfield,"Feb 8, 2002 ",22,France,France,Toulon,,-,,France,,,
,Lucas Barreto,Attacking Midfield,"Apr 7, 2002 ",21,"France, Portugal",France,Nancy,"1,80",-,RW   LW,France, Portugal,RW,LW
,Rayan Bichari,Attacking Midfield,"May 11, 2002 ",21,"France, Algeria",France,Marseille,"1,80",-,CM   RM,France, Algeria,CM,RM
11.0,Rayan Kossoko,Attacking Midfield,"Dec 20, 2002 ",21,"France, Benin",France,Paris,"1,73",-,LW   RW,France, Benin,LW,RW
,Tom Bandikian,Attacking Midfield,"Mar 11, 2002 ",21,"Armenia, France",France,Marseille,"1,78",-,CM,Armenia, France,CM,
18.0,Rayan Cherki,Attacking Midfield,"Aug 17, 2003 ",20,"France, Algeria",France,Lyon,"1,77",€25.00m,LW   RW,France, Algeria,LW,RW
25.0,Jordan Robinand,Attacking Midfield,"Sep 16, 2003 ",20,France,France,Aix-en-Provence,"1,80",€150k,,France,,,
25.0,Jean-René Aghajanyan,Attacking Midfield,"Jun 6, 2003 ",20,"Armenia, Germany",France,Strasbourg,"1,77",€125k,SS   CF,Armenia, Germany,SS,CF
27.0,Aymeric Ahmed,Attacking Midfield,"Nov 8, 2003 ",20,"Comoros, France",France,Brou-sur-Chantereine,"1,75",€100k,LW   RW,Comoros, France,LW,RW
27.0,Rayan Lutin,Attacking Midfield,"Jan 16, 2003 ",21,"Comoros, France",France,Villepinte,"1,70",€50k,CM,Comoros, France,CM,
,Jorès Rahou,Attacking Midfield,"Feb 2, 2003 ",21,"Algeria, France",France,Marseille,"1,76",€50k,LW   CF,Algeria, France,LW,CF
,Dani Antipasqua,Attacking Midfield,"Dec 28, 2003 ",20,France,France,Creteil,,-,,France,,,
,Nezir Baghdadi,Attacking Midfield,"Nov 14, 2003 ",20,France,France,Paris,,-,CM,France,,CM,
19.0,Nicolas Pays,Attacking Midfield,"Jul 7, 2003 ",20,France,France,Le-Puy-en-Velay,"1,77",-,RW,France,,RW,
,Sidi-Hamed Dahmani,Attacking Midfield,"Jul 9, 2003 ",20,"France, Algeria",France,Montpellier,,-,,France, Algeria,,
,Amour Moembo,Attacking Midfield,"Feb 6, 2003 ",21,France,France,Livry-Gargan,"1,68",-,RW,France,,RW,
,Issam Bouaoune,Attacking Midfield,"May 4, 2003 ",20,"Algeria, France",France,,,-,CM   SS,Algeria, France,CM,SS
,Ruben Marti,Attacking Midfield,"Jun 28, 2003 ",20,France,France,Beziers,"1,65",-,SS,France,,SS,
46.0,Hannibal,Attacking Midfield,"Jan 21, 2003 ",21,"Tunisia, France",France,Ivry-sur-Seine,"1,83",€12.00m,CM   RW,Tunisia, France,CM,RW
8.0,Clément Lhernault,Attacking Midfield,"Feb 13, 2003 ",21,France,France,Mulhouse,"1,76",€150k,CM   RM,France,,CM,RM
20.0,Mattéo Makhabe,Attacking Midfield,"Nov 28, 2003 ",20,France,France,Bourges,"1,70",€100k,,France,,,
28.0,Ryan Fage,Attacking Midfield,"Oct 31, 2003 ",20,France,France,Ivry-sur-Seine,"1,69",€100k,,France,,,
17.0,Everson Junior,Attacking Midfield,"Nov 7, 2003 ",20,"France, Brazil",France,Nice,"1,78",€50k,RW,France, Brazil,RW,
33.0,Oussama Amar,Attacking Midfield,"Aug 23, 2003 ",20,"Algeria, France",France,Montpellier,"1,80",€10k,CM   RW,Algeria, France,CM,RW
,Adama Fade,Attacking Midfield,"Nov 5, 2003 ",20,"France, Mali",France,Bondy,"1,83",-,,France, Mali,,
,Riad Garcia,Attacking Midfield,"Nov 30, 2003 ",20,France,France,,,-,,France,,,
,Théo Dengerma,Attacking Midfield,"Jul 26, 2003 ",20,France,France,Montpellier,"1,77",-,LW   RW,France,,LW,RW
7.0,Daou Diomandé,Attacking Midfield,"Aug 5, 2003 ",20,"France, ""Cote dIvoire""",France,Paris,,-,RW   LW,France," ""Cote dIvoire""",RW,LW
,Djamel Himidi,Attacking Midfield,"Aug 18, 2003 ",20,"France, Comoros",France,Moulins,"1,75",-,,France, Comoros,,
,Lucas Arpon,Attacking Midfield,"May 22, 2003 ",20,"France, Spain",France,Marseille,"1,71",-,SS   CM,France, Spain,SS,CM
,Adrien Delphis,Attacking Midfield,"Jun 17, 2003 ",20,France,France,Belfort,"1,78",-,LW   RW,France,,LW,RW
,Mohamed Tbahriti,Attacking Midfield,"Nov 26, 2003 ",20,"France, Algeria",France,Villepinte,,-,,France, Algeria,,
,Ugo Bertelli,Attacking Midfield,"Jul 15, 2003 ",20,France,France,Marseille,"1,68",-,CM,France,,CM,
,José Capon,Attacking Midfield,"May 3, 2003 ",20,France,France,Avion,"1,83",-,LM   RM,France,,LM,RM
,Mattheo Ledoux,Attacking Midfield,"Mar 19, 2003 ",20,France,France,La Talaudiere,"1,63",-,CM,France,,CM,
93.0,Beni Souza,Attacking Midfield,"Aug 21, 2003 ",20,France,France,Tremblay-en-France,"1,91",-,LM   RW,France,,LM,RW
10.0,Amir Arli,Attacking Midfield,"Jan 5, 2003 ",21,"Türkiye, France",France,Oyonnax,"1,78",-,LW,Türkiye, France,LW,
,Dilhan Karabacak,Attacking Midfield,"Apr 28, 2003 ",20,"France, Türkiye",France,Mulhouse,,-,RW   LW,France, Türkiye,RW,LW
14.0,Ismaël Gharbi,Attacking Midfield,"Apr 10, 2004 ",19,"Spain, France",France,Paris,"1,73",€5.00m,RW   LW,Spain, France,RW,LW
22.0,Mohamed Hafid,Attacking Midfield,"Dec 1, 2004 ",19,"Morocco, France",France,Cherbourg-en-Cotentin,,€150k,,Morocco, France,,
,Noah Morillon,Attacking Midfield,"Dec 26, 2004 ",19,"France, Morocco",France,Champigny-sur-Marne,"1,78",€25k,CM   RM,France, Morocco,CM,RM
,Faouzi Moutai,Attacking Midfield,"Jan 10, 2004 ",20,"France, Morocco",France,Saint-Dizier,"1,72",-,LW   RW,France, Morocco,LW,RW
,Davy N'Landu,Attacking Midfield,"May 9, 2004 ",19,"France, DR Congo",France,Creil,,-,LM,France, DR Congo,LM,
,Raid Najjar,Attacking Midfield,"Sep 17, 2004 ",19,"France, Tunisia",France,Lyon,,-,LW   RB,France, Tunisia,LW,RB
,Meziane Levent-Biri,Attacking Midfield,"Jul 17, 2004 ",19,"France, Algeria",France,Maubeuge,"1,80",-,CF   DM,France, Algeria,CF,DM
,Sandry Bouhran,Attacking Midfield,"Jan 16, 2004 ",20,"France, Morocco",France,Nice,"1,76",-,LW,France, Morocco,LW,
23.0,Rafaël De Palmas,Attacking Midfield,"Feb 24, 2004 ",20,France,France,Cannes,"1,79",-,RW   LW,France,,RW,LW
,Artyon Ramaj,Attacking Midfield,"Mar 23, 2004 ",19,"Albania, France",France,Colomiers,"1,63",-,LW,Albania, France,LW,
,Malik Habiz,Attacking Midfield,"Aug 27, 2004 ",19,"Algeria, France",France,Nice,"1,78",-,LW   RW,Algeria, France,LW,RW
,Todd Vromant,Attacking Midfield,"Oct 26, 2004 ",19,France,France,Armentieres,"1,73",-,SS   CM,France,,SS,CM
,Ismaël Guerti,Attacking Midfield,"Jul 30, 2004 ",19,"Morocco, France",France,,"1,78",-,CM   LW,Morocco, France,CM,LW
92.0,Aïman Maurer,Attacking Midfield,"Sep 25, 2004 ",19,"Morocco, France",France,Neuilly-sur-Seine,"1,73",€600k,LW   RW,Morocco, France,LW,RW
,Nolan Bonte,Attacking Midfield,"Jan 19, 2004 ",20,"France, Senegal",France,Montivilliers,"1,75",€100k,SS,France, Senegal,SS,
,Marius Grebo,Attacking Midfield,"Jun 19, 2004 ",19,France,France,Rennes,,-,,France,,,
,Enzo Arbona,Attacking Midfield,"Feb 20, 2004 ",20,France,France,Le Chesnay,"1,71",-,CM,France,,CM,
,Enzo Lefebvre,Attacking Midfield,"Oct 4, 2004 ",19,France,France,Valenciennes,"1,88",-,CM,France,,CM,
,Edi Kuka,Attacking Midfield,"Mar 24, 2004 ",19,"France, Albania",France,Vesoul,"1,67",-,,France, Albania,,
,Mohamed Amine Boumaaoui,Attacking Midfield,"Sep 22, 2004 ",19,"France, Morocco",France,Bastia,"1,87",-,SS   CF,France, Morocco,SS,CF
,Ilyes Bentafat,Attacking Midfield,"Aug 16, 2004 ",19,"France, Algeria",France,,"1,73",-,,France, Algeria,,
,Slimane Alaoui,Attacking Midfield,"Apr 19, 2004 ",19,"France, Morocco",France,Montpellier,"1,79",-,LW   RW,France, Morocco,LW,RW
,Hugo Groppi,Attacking Midfield,"Oct 20, 2004 ",19,"France, Italy",France,Aix-en-Provence,"1,81",-,CM   RW,France, Italy,CM,RW
94.0,Mehdi Kalem,Attacking Midfield,"Feb 1, 2004 ",20,"Algeria, France",France,Paris,"1,83",-,RW   LW,Algeria, France,RW,LW
,Yanis Azouazi,Attacking Midfield,"May 26, 2004 ",19,"France, Morocco",France,Montpellier,"1,71",-,RW   LW,France, Morocco,RW,LW
,Mehdi Ganouni,Attacking Midfield,"Nov 2, 2004 ",19,"France, Tunisia",France,Paris,"1,75",-,LW,France, Tunisia,LW,
,Jérôme Balmy,Attacking Midfield,"Jul 14, 2004 ",19,"France, Algeria",France,Mantes-la-Jolie,,-,RW   LW,France, Algeria,RW,LW
,Ryad Talbi,Attacking Midfield,"Jan 9, 2004 ",20,"Morocco, France",France,Aix-les-Bains,,-,RM,Morocco, France,RM,
7.0,Eliesse Ben Seghir,Attacking Midfield,"Feb 16, 2005 ",19,"France, Morocco",France,Saint-Tropez,"1,78",€18.00m,SS   CF,France, Morocco,SS,CF
12.0,Stanis Idumbo,Attacking Midfield,"Jun 29, 2005 ",18,"Belgium, DR Congo",France,Melun,"1,71",€800k,LW   RW,Belgium, DR Congo,LW,RW
,Joey Burger,Attacking Midfield,"Oct 18, 2005 ",18,France,France,Haguenau,,-,,France,,,
,Wassime Drine,Attacking Midfield,"Feb 12, 2005 ",19,"France, Tunisia",France,Saint-Denis,,-,RW   LW,France, Tunisia,RW,LW
,Jérémy Mfumu,Attacking Midfield,"May 7, 2005 ",18,France,France,Paris,,-,,France,,,
,Bilal Merouga,Attacking Midfield,"Apr 27, 2005 ",18,"France, Morocco",France,Meaux,,-,,France, Morocco,,
80.0,Gessime Yassine,Attacking Midfield,"Nov 22, 2005 ",18,"France, Morocco",France,Salon-de-Provence,,-,,France, Morocco,,
,Mehdi Bekhouche,Attacking Midfield,"Mar 13, 2005 ",18,"France, Algeria",France,Saint-Avold,"1,80",-,CF   RW,France, Algeria,CF,RW
37.0,Andrea Dacourt,Attacking Midfield,"Jul 30, 2005 ",18,"France, Guadeloupe",France,Paris,"1,84",-,CM,France, Guadeloupe,CM,
,Wassim Bahri,Attacking Midfield,"Feb 20, 2005 ",19,"France, Algeria",France,Saint-Die-des-Vosges,,-,,France, Algeria,,
,Kelvin Winstersheim,Attacking Midfield,"Jan 14, 2005 ",19,France,France,Moulins-sur-Allier,,-,RW   LW,France,,RW,LW
,Esteban Monetto,Attacking Midfield,"Feb 27, 2005 ",19,France,France,Marseille,,-,,France,,,
33.0,Désiré Doué,Attacking Midfield,"Jun 3, 2005 ",18,"France, ""Cote dIvoire""",France,Angers,"1,81",€15.00m,CM   LW,France," ""Cote dIvoire""",CM,LW
37.0,Mokrane Bentoumi,Attacking Midfield,"Jun 16, 2005 ",18,"France, Algeria",France,Rouen,"1,69",€50k,LW,France, Algeria,LW,
27.0,Arda Kevin Doğan,Attacking Midfield,"Mar 30, 2005 ",18,"Türkiye, France",France,Lille,"1,77",-,CM,Türkiye, France,CM,
,Rayan El Djebali,Attacking Midfield,"Sep 16, 2005 ",18,"France, Tunisia",France,Decines-Charpieu,,-,,France, Tunisia,,
,Sohaib Belarbi,Attacking Midfield,"Jun 15, 2005 ",18,France,France,Beauvais,,-,,France,,,
,Noah Nacreon,Attacking Midfield,"Jun 4, 2005 ",18,"France, Guadeloupe",France,Paris,"1,73",-,,France, Guadeloupe,,
,Ilan Ihaddadene,Attacking Midfield,"May 29, 2005 ",18,"France, Algeria",France,Lyon,,-,,France, Algeria,,
,Redouan Mahily,Attacking Midfield,"Mar 3, 2005 ",19,"France, Morocco",France,Tours,"1,77",-,,France, Morocco,,
,Mohamed Amine El Idrissi,Attacking Midfield,"Apr 20, 2005 ",18,"Morocco, France",France,Orleans,,-,LB   LM,Morocco, France,LB,LM
,Noah Medalli,Attacking Midfield,"Jan 24, 2005 ",19,"France, Guadeloupe",France,Champigny-sur-Marne,,-,,France, Guadeloupe,,
,Adame Faïz,Attacking Midfield,"Jun 10, 2005 ",18,"France, Algeria",France,Tours,"1,76",-,,France, Algeria,,
,Tony Joly,Left Winger,"Sep 26, 1985 ",38,France,France,Lens,"1,75",-,,France,,,
,Habip Tok,Left Winger,"Jul 28, 1985 ",38,"Türkiye, France",France,Ales,"1,71",-,LM   CM,Türkiye, France,LM,CM
,Fabien Lamatina,Left Winger,"Jul 3, 1985 ",38,France,France,La Seyne-sur-Mer,"1,78",-,RW,France,,RW,
,Tony Ribeiro,Left Winger,"Oct 5, 1985 ",38,"France, Portugal",France,Tours,"1,80",-,RW   CF,France, Portugal,RW,CF
,Martin Douillard,Left Winger,"Mar 20, 1985 ",38,France,France,Les Sables-d'Olonne,"1,73",-,LM,France,,LM,
7.0,Clément Tainmont,Left Winger,"Feb 12, 1986 ",38,France,France,Valenciennes,"1,85",€100k,LM   RW,France,,LM,RW
,Rémy Dugimont,Left Winger,"Jul 1, 1986 ",37,France,France,Saint-Cloud,"1,82",-,SS   CF,France,,SS,CF
,Kévin Gohiri,Left Winger,"Dec 4, 1986 ",37,"France, ""Cote dIvoire""",France,Paris,"1,80",-,,France," ""Cote dIvoire""",,
,Julien Hornuss,Left Winger,"Jun 12, 1986 ",37,France,France,Meudon,"1,81",-,SS   AM,France,,SS,AM
,Alharbi El Jadeyaoui,Left Winger,"Aug 8, 1986 ",37,"Morocco, France",France,Straßburg,,-,RW,Morocco, France,RW,
,Yoan Gouffran,Left Winger,"May 25, 1986 ",37,"France, Guadeloupe",France,Villeneuve-Saint-Georges,"1,75",-,CF   RW,France, Guadeloupe,CF,RW
,Mourad Nasrallah,Left Winger,"Nov 9, 1986 ",37,"France, Algeria",France,Chambery,"1,73",-,CF,France, Algeria,CF,
,Carlos Ferreira,Left Winger,"Jun 20, 1986 ",37,"France, Portugal",France,Reims,"1,75",-,AM   RW,France, Portugal,AM,RW
,Alexis Lafon,Left Winger,"Jan 26, 1986 ",38,"France, England",France,Versailles,"1,83",-,RW   AM,France, England,RW,AM
,Chahir Belghazouani,Left Winger,"Oct 6, 1986 ",37,"Morocco, France",France,Porto-Vecchio,"1,80",-,RW   CF,Morocco, France,RW,CF
,Romain Chouleur,Left Winger,"Jan 10, 1986 ",38,France,France,Nancy,"1,79",-,AM   RW,France,,AM,RW
,Anthony Mounier,Left Winger,"Sep 27, 1987 ",36,France,France,Aubenas,"1,74",€50k,RW   SS,France,,RW,SS
,Sébastien Bernard,Left Winger,"Sep 9, 1987 ",36,France,France,Lens,,-,,France,,,
19.0,Johnny Pintar,Left Winger,"May 22, 1987 ",36,France,France,Thionville,,-,RW   CF,France,,RW,CF
,Julien Araújo,Left Winger,"Mar 9, 1987 ",36,"Portugal, France",France,Tourcoing,"1,69",-,RW,Portugal, France,RW,
7.0,Chris Malonga,Left Winger,"Jul 11, 1987 ",36,"Congo, France",France,Sens,"1,83",-,RW   AM,Congo, France,RW,AM
,Alexandre Valente,Left Winger,"May 7, 1987 ",36,"France, Portugal",France,Saint-Julien-en-Genevois,"1,77",-,RW   CF,France, Portugal,RW,CF
,Emmanuel Françoise,Left Winger,"Jun 8, 1987 ",36,France,France,Metz,"1,76",€25k,AM   CF,France,,AM,CF
,Sebastien,Left Winger,"Nov 24, 1987 ",36,"Portugal, France",France,Paris,"1,82",-,RW   CF,Portugal, France,RW,CF
,Jérémy Lempereur,Left Winger,"Nov 29, 1987 ",36,France,France,Saint Nazaire,"1,75",-,AM,France,,AM,
,Pierre Jamin,Left Winger,"Mar 13, 1987 ",36,France,France,Cholet,"1,80",-,RW   AM,France,,RW,AM
,Mickaël Buscher,Left Winger,"Jan 11, 1987 ",37,"France, Algeria",France,Laderneau,"1,85",-,RW,France, Algeria,RW,
,Floyd Ayité,Left Winger,"Dec 15, 1988 ",35,"Togo, France",France,Bordeaux,"1,75",€250k,RW   CF,Togo, France,RW,CF
,Bakary Sako,Left Winger,"Apr 26, 1988 ",35,"Mali, France",France,Ivry-sur-Seine,"1,83",€75k,RW   CF,Mali, France,RW,CF
,Albin Hodza,Left Winger,"Feb 7, 1988 ",36,"Albania, France",France,Choisy-le-Roi,"1,87",-,RW   AM,Albania, France,RW,AM
,Allan Silva,Left Winger,"May 17, 1988 ",35,"Portugal, France",France,Paris,,-,,Portugal, France,,
,Charles Thomas Mendy,Left Winger,"Nov 18, 1988 ",35,"France, ""Cote dIvoire""",France,Paris,"1,90",-,,France," ""Cote dIvoire""",,
,Morgan Betorangal,Left Winger,"Aug 25, 1988 ",35,"Chad, France",France,Nanterre,"1,77",-,SS   RW,Chad, France,SS,RW
,Idir Ouali,Left Winger,"May 21, 1988 ",35,"Algeria, France",France,Roubaix,"1,76",-,RW   RB,Algeria, France,RW,RB
,Kévin Monnet-Paquet,Left Winger,"Aug 19, 1988 ",35,"France, Rwanda",France,Bourgoin-Jallieu,"1,84",€200k,RW   SS,France, Rwanda,RW,SS
,Kamel Bouskine,Left Winger,"Mar 23, 1988 ",35,France,France,Lyon,,-,LM,France,,LM,
,Kim Brandtzaeg,Left Winger,"Jun 13, 1988 ",35,Norway,France,Angouleme,"1,80",-,LM,Norway,,LM,
,Ousmane Sy,Left Winger,"Feb 18, 1988 ",36,"Senegal, France",France,Montbeliard,"1,85",-,RW   SS,Senegal, France,RW,SS
,Maher Haddad,Left Winger,"Oct 15, 1988 ",35,"Tunisia, France",France,Paris,"1,76",-,AM   RW,Tunisia, France,AM,RW
7.0,Wilfried Domoraud,Left Winger,"Aug 18, 1988 ",35,"France, ""Cote dIvoire""",France,Maisons-Alfort,"1,83",-,AM   CF,France," ""Cote dIvoire""",AM,CF
28.0,André Ayew,Left Winger,"Dec 17, 1989 ",34,"Ghana, France",France,Seclin,"1,75",€1.20m,RW   CF,Ghana, France,RW,CF
,Aloïs Chabassut,Left Winger,"Apr 20, 1989 ",34,France,France,Ales,"1,75",-,RB,France,,RB,
,Florian Jégu,Left Winger,"May 12, 1989 ",34,France,France,Laval,"1,76",-,CF   RW,France,,CF,RW
,Ebenezer Briand,Left Winger,"Nov 11, 1989 ",34,France,France,Arras,,-,CF,France,,CF,
,Hamady Tamboura,Left Winger,"Jun 23, 1989 ",34,"France, Mali",France,Mantes-la-Jolie,"1,73",-,AM   SS,France, Mali,AM,SS
,Dylan Duventru,Left Winger,"Jan 3, 1989 ",35,"Martinique, France",France,Troyes,"1,85",-,AM   RW,Martinique, France,AM,RW
,Jonathan Mendes,Left Winger,"Jul 18, 1989 ",34,"France, Portugal",France,Decines-Charpieu,"1,76",-,AM,France, Portugal,AM,
10.0,Jean-Jacques Rocchi,Left Winger,"Jun 1, 1989 ",34,France,France,Bastia,"1,65",-,LM   AM,France,,LM,AM
,David Manga,Left Winger,"Feb 3, 1989 ",35,"Central African Republic, Cameroon",France,Paris,"1,78",-,AM   LM,Central African Republic, Cameroon,AM,LM
,Yannick Bolasie,Left Winger,"May 24, 1989 ",34,"DR Congo, England",France,Lyon,"1,85",€250k,RW   CF,DR Congo, England,RW,CF
,Fathalah Khannoussi,Left Winger,"May 4, 1989 ",34,"France, Algeria",France,Maubeuge,"1,77",-,LB,France, Algeria,LB,
,Sylvain Graglia,Left Winger,"Apr 12, 1989 ",34,"Tahiti, France",France,Cannes,,-,,Tahiti, France,,
,Kévin Ousmane Sy,Left Winger,"Sep 8, 1989 ",34,France,France,Metz,"1,78",-,RW   SS,France,,RW,SS
,Nabil Ouarguini,Left Winger,"Apr 4, 1989 ",34,"France, Morocco",France,Paris,"1,68",-,RW,France, Morocco,RW,
,Vincent Le Baron,Left Winger,"Jun 10, 1989 ",34,France,France,Vannes,"1,82",-,SS,France,,SS,
,Amara Baby,Left Winger,"Feb 23, 1989 ",35,"Senegal, France",France,Le Blanc-Mesnil,"1,83",-,LM   RW,Senegal, France,LM,RW
,Sofiane Moumou,Left Winger,"Jan 1, 1989 ",35,"France, Algeria",France,Lille,"1,75",-,LB   LM,France, Algeria,LB,LM
,Karim Aït-Fana,Left Winger,"Feb 25, 1989 ",35,"Morocco, France",France,Limoges,"1,75",-,RW,Morocco, France,RW,
8.0,Yacine Brahimi,Left Winger,"Feb 8, 1990 ",34,"Algeria, France",France,Paris,"1,75",€2.80m,AM   LM,Algeria, France,AM,LM
22.0,Billel Abdelkadous,Left Winger,"May 22, 1990 ",33,"France, Algeria",France,Metz,"1,92",€100k,,France, Algeria,,
,Abdou Doumbia,Left Winger,"Jun 7, 1990 ",33,"France, Mali",France,Le Blanc-Mesnil,"1,76",€100k,RW   CF,France, Mali,RW,CF
,Aliou Badara Traoré,Left Winger,"Jun 2, 1990 ",33,"Gabon, France",France,Noire,,-,RW   CF,Gabon, France,RW,CF
,Jérémy Vilmain,Left Winger,"Aug 28, 1990 ",33,France,France,Reims,,-,LM   RM,France,,LM,RM
,Anthony Bova,Left Winger,"Mar 7, 1990 ",34,"France, Italy",France,Paris,"1,70",-,RW   CF,France, Italy,RW,CF
8.0,Kévin Schur,Left Winger,"Nov 19, 1990 ",33,France,France,Saint-Germain-en-Laye,"1,79",€200k,AM   RW,France,,AM,RW
17.0,Ali M'Madi,Left Winger,"Apr 21, 1990 ",33,"Comoros, France",France,Marseille,"1,78",€100k,RW   AM,Comoros, France,RW,AM
,Thomas Dumortier,Left Winger,"Oct 13, 1990 ",33,France,France,Villeneuve-d'Ascq,"1,77",-,,France,,,
10.0,Fatah Ahamada,Left Winger,"Jul 4, 1990 ",33,"Comoros, France",France,Montmorency,"1,69",-,RW,Comoros, France,RW,
,Anthony Schuster,Left Winger,"Mar 22, 1990 ",33,France,France,Chartres,"1,77",-,RW,France,,RW,
,Hervé Bazile,Left Winger,"Mar 18, 1990 ",33,"Haiti, France",France,Creteil,"1,81",-,RW,Haiti, France,RW,
10.0,Wahbi Khazri,Left Winger,"Feb 8, 1991 ",33,"Tunisia, France",France,Ajaccio,"1,76",€2.50m,CF   RW,Tunisia, France,CF,RW
21.0,Ahmed Mogni,Left Winger,"Oct 10, 1991 ",32,"Comoros, France",France,Paris,"1,75",€125k,CF,Comoros, France,CF,
,Maxime Vignes,Left Winger,"Nov 6, 1991 ",32,France,France,Tarbes,"1,80",-,LM,France,,LM,
,Messaoud Bouardja,Left Winger,"Jul 6, 1991 ",32,"France, Algeria",France,Lille,"1,76",-,,France, Algeria,,
10.0,Abdelhak Belahmeur,Left Winger,"Jul 26, 1991 ",32,"France, Algeria",France,Strasbourg,"1,80",-,AM,France, Algeria,AM,
